entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Energy,physical quantity,Life,phenomenon,part of,"We all know that we need energy to stay alive.
"
Food,disposable product,Eating,activity,use,"We get this energy from the food we eat.
"
Digestion,biological process,Broth,food,has effect,"During digestion, food is broken down into simpler substances.
"
Rice,food ingredient,Carbohydrate,structural class of chemical compounds,subclass of,"For example, rice, potatoes and bread contain carbohydrates.
"
Glucose,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"These carbohydrates are broken down to form glucose.
"
Energy,physical quantity,Oxygen,chemical element,has parts of the class,"This glucose combines with oxygen in the cells of our body and provides energy.
"
Respiration,biological process,Biological process,process,instance of,"The special name of this reaction is respiration, the process of which you will study in Chapter 6.
"
Compost,organic matter,Compost,organic matter,subclass of,"C6H12O6(aq) + 6O2(aq) → 6CO2(aq) + 6H2O(l) + energy (1.18) (Glucose) (iii) The decomposition of vegetable matter into compost is also an example of an exothermic reaction.
"
Lime solution,aqueous solution,Whitewashing,cleaning,use,"A solution of slaked lime produced by the reaction 1.13 is used for whitewashing walls.
"
Carbon dioxide,None,Carbon,chemical element,has parts of the class,"Calcium hydroxide reacts slowly with the carbon dioxide in air to form a thin layer of calcium carbonate on the walls.
"
Calcium carbonate,None,Whitewashing,cleaning,use,"Calcium carbonate is  formed after two to three days of whitewashing and gives a shiny finish to the walls.
"
Marble,metamorphic rock,Carbon dioxide,None,made from material,"It is interesting to note that the chemical formula for marble is also CaCO3.
"
Nitrogen dioxide,None,Carbon dioxide,None,has parts of the class,"Ca(OH)2(aq) + CO2(g) → CaCO3(s) + H2O(l) (1.14) (Calcium (Calcium hydroxide) carbonate) Rationalised 2023-24  Science 8 Figure 1.5 Figure 1.5 Figure 1.5 Figure 1.5 Figure 1.5 Heating of lead nitrate and emission of nitrogen dioxide Figure 1.4 Figure 1.4 Figure 1.4 Figure 1.4 Figure 1.4 Correct way of heating the boiling tube containing crystals of ferrous sulphate and of smelling the odour Activity 1.6 Activity 1.6 Activity 1.6 Activity 1.6 Activity 1.6 � Take about 2 g lead nitrate powder in a boiling tube.
"
Thing,tool,Boiling,cooking method,use,"� Hold the boiling tube with a pair of tongs and heat it over a flame, as shown in Fig. 1.5.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Note down the change, if any.
"
Brown gas,gas,Gas,fluid,instance of,"You will observe the emission of brown fumes.
"
Nitrogen dioxide,None,Nitrogenous compound,structural class of chemical compounds,instance of,"These fumes are of nitrogen dioxide (NO2).
"
Active ingredient, ingredient,Boiling water,liquid,part of,"The reaction that takes place is – Activity 1.5 Activity 1.5 Activity 1.5 Activity 1.5 Activity 1.5 � Take about 2 g ferrous sulphate crystals in a dry boiling tube.
"
Iron,medication,Sulfur,chemical element,made from material,"� Note the colour of the ferrous sulphate crystals.
"
Ceylon,chemical element,Mineral,chemical substance,subclass of,"� Observe the colour of the crystals after heating.
"
Iron,medication,Sulfur,chemical element,made from material,"Have you noticed that the green colour of the ferrous sulphate crystals has changed?
"
Sulfur,chemical element,Odor,physical phenomenon,has effect,"You can also smell the characteristic odour of burning sulphur.
"
Ferric oxide,None,Ferrous sulfate,None,monomer of,"2FeSO4(s) Heat →   Fe2O3(s)  +  SO2(g)  + SO3(g) (1.19) (Ferrous sulphate) (Ferric oxide) In this reaction you can observe that a single reactant breaks down to give simpler products.
"
Decomposition, decomposition,Chemical reaction,chemical process,subclass of,"This is a decomposition reaction.
"
Ferrous,chemical element,Sulfur,chemical element,subclass of,"Ferrous sulphate crystals (FeSO4, 7H2O) lose water when heated and the colour of the crystals changes.
"
Ferric oxide,None,Sulfur dioxide,None,followed by,"It then decomposes to ferric oxide (Fe2O3), sulphur dioxide (SO2) and sulphur trioxide (SO3).
"
Ferric oxide,None,Solid,matter,subclass of,"Ferric oxide is a solid, while SO2 and SO3 are gases.
"
Carbon dioxide,None,Carbon,chemical element,has parts of the class,"Decomposition of calcium carbonate to calcium oxide and carbon dioxide on heating is an important decomposition reaction used in various industries.
"
Cement,building material,Cement,building material,made from material,"It has many uses – one is in the manufacture of cement.
"
Thermal decomposition,physical process,Decomposition reaction,chemical reaction,subclass of,"When a decomposition reaction is carried out by heating, it is called thermal decomposition.
"
Decomposition reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"1.2.2 Decomposition Reaction Rationalised 2023-24  Chemical Reactions and Equations 9 Activity 1.7 Activity 1.7 Activity 1.7 Activity 1.7 Activity 1.7 Activity 1.8 Activity 1.8 Activity 1.8 Activity 1.8 Activity 1.8 � Take about 2 g silver chloride in a china dish.
"
China,ceramic,China,ceramic,subclass of,"� Place this china dish in sunlight for some time (Fig. 1.7).
"
Silver chloride,None,Chloride,None,instance of,"� Observe the colour of the silver chloride after some time.
"
Silver chloride,None,Metal,material,instance of,"Figure 1.7 Figure 1.7 Figure 1.7 Figure 1.7 Figure 1.7 Silver chloride turns grey in sunlight to form silver metal You will see that white silver chloride turns grey in sunlight.
"
Silver chloride,None,Silver,chemical element,instance of,"This is due to the decomposition of silver chloride into silver and chlorine by light.
"
Agricultural acid,None,Carbon monoxide,None,monomer of,"2AgCl(s) Sunlight → 2Ag(s) + Cl2(g) (1.22) � Take a plastic mug.
"
Stopper,tool,Natural rubber,plant material,part of,"Drill two holes at its base and fit rubber stoppers in these holes.
"
Electrode,lead,Lead,chemical element,subclass of,"Insert carbon electrodes in these rubber stoppers as shown in Fig. 1.6.
"
Electrode,lead,Electric battery,assembly,part of,"� Connect these electrodes to a 6 volt battery.
"
Electrode,lead,Electrode,lead,part of,"� Fill the mug with water such that the electrodes are immersed.
"
Sulfuric acid,None,Dilute,None,instance of,"Add a few drops of dilute sulphuric acid to the water.
"
Electrode,lead,Electrode,lead,subclass of,"� Take two test tubes filled with water and invert them over the two carbon electrodes.
"
Electric current,flow,Flow,phenomenon,instance of,"� Switch on the current and leave the apparatus undisturbed for some time.
"
Electrode,lead,Electrode,lead,part of,"� You will observe the formation of bubbles at both the electrodes.
"
Bubble,fluid,Water,None,subclass of,"These bubbles displace water in the test tubes.
"
Test tube,laboratory equipment,Gas,fluid,contains,"� Is the volume of the gas collected the same in both the test tubes?
"
Nova Scotia,province of Canada,"Halifax, Nova Scotia",city,capital,"� Once the test tubes are filled with the respective gases, remove them carefully.
"
Candle,goods,Candle,goods,subclass of,"� Test these gases one by one by bringing a burning candle close to the mouth of the test tubes.
"
Teacher,position,Professional,position,subclass of,"CAUTION: This step must be performed carefully by the teacher.
"
Italy,sovereign state,Rome,comune of Italy,capital,"� What happens in each case?
"
Test tube,laboratory equipment,Gas,fluid,made from material,"� Which gas is present in each test tube?
"
Iron nail,nail,Copper sulfate,None,made from material,"Rationalised 2023-24  Science 10 Figure 1.8 Figure 1.8 Figure 1.8 Figure 1.8 Figure 1.8 (a) Iron nails dipped in copper sulphate solution ?
"
Q U E S T I O N S 1,Latin phrase,Io S,Latin phrase,part of,"Q U E S T I O N S 1.
"
Whitewashing,cleaning,Solution,homogeneous mixture,uses,"A solution of a substance ‘X’ is used for whitewashing.
"
Substance,Chemical substance,Chemical substance,group or class of chemical substances,subclass of,"(i) Name the substance ‘X’ and write its formula.
"
Water,None,Chemical substance,group or class of chemical substances,instance of,"(ii) Write the reaction of the substance ‘X’ named in (i) above with water.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Activity 1,activity,Test tube,laboratory equipment,instance of,"Why is the amount of gas collected in one of the test tubes in Activity 1.7 double of the amount collected in the other?
"
Gas,fluid,Fluid,substance,subclass of,"Name this gas.
"
Nail polish,nan,Iron,medication,made from material,"1.2.3  Displacement Reaction Activity 1.9 Activity 1.9 Activity 1.9 Activity 1.9 Activity 1.9 � Take three iron nails and clean them by rubbing with sand paper.
"
Test tube,anatomical structure,Test tube,anatomical structure,subclass of,"� Take two test tubes marked as (A) and (B).
"
Copper sulfate,None,Solution,homogeneous mixture,instance of,"In each test tube, take about 10 mL copper sulphate solution.
"
Test tube,laboratory equipment,Copper sulfate,None,made from material,"� Tie two iron nails with a thread and immerse them carefully in the copper sulphate solution in test tube B for about 20 minutes [Fig. 1.8 (a)].
"
Iron nail,nail,Copper sulfate,None,made from material,"� After 20 minutes, take out the iron nails from the copper sulphate solution.
"
Fig. 1,graph,Copper sulfate,None,depicts,"� Compare the intensity of the blue colour of copper sulphate solutions in test tubes (A) and (B) [Fig. 1.8 (b)].
"
Barium hydroxide,None,Test tube,laboratory equipment,subject has role,"Take about 2 g barium hydroxide in a test tube.
"
Ammonium chloride,None,Ammonia,None,instance of,"Add 1 g of ammonium chloride and mix with the help of a glass rod.
"
Touch the bottom,Touch test tube,Test tube,laboratory equipment,subclass of,"Touch the bottom of the test tube with your palm.
"
Exothermic reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"Is this an exothermic or endothermic reaction?
"
Silver bromide,None,Activity carry-out,None,subject has role,"Carry out the following Activity Carry out the following Activity Carry out the following Activity Carry out the following Activity Carry out the following Activity Silver bromide also behaves in the same way.
"
Black and white,color,Photography,academic discipline,subclass of,"2AgBr(s) Sunlight → 2Ag(s) + Br2(g) (1.23) The above reactions are used in black and white photography.
"
Energy,physical quantity,Decomposition,physical process,has effect,"What form of energy is causing these decomposition reactions?
"
Heat,physical quantity,Energy,physical quantity,subclass of,"We have seen that the decomposition reactions require energy either in the form of heat, light or electricity for breaking down the reactants.
"
Endothermic reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"Reactions in which energy is absorbed are known as endothermic reactions.
"
Iron nail,None,Copper,medication,made from material,"Rationalised 2023-24  Chemical Reactions and Equations 11 Why does the iron nail become brownish in colour and the blue colour of copper sulphate solution fades?
"
Displacement reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"This reaction is known as displacement reaction.
"
Zinc,chemical element,Chemical element,second-order class,instance of,"Other examples of displacement reactions are Zn(s) + CuSO4(aq)   → ZnSO4(aq)   +     Cu(s) (1.25) (Copper sulphate) (Zinc sulphate) Pb(s) + CuCl2(aq)   → PbCl2(aq)     +     Cu(s) (1.26) (Copper chloride) (Lead chloride) Zinc and lead are more reactive elements than copper.
"
Chemical compound,group or class of chemical substances,Chemical compound,group or class of chemical substances,has parts of the class,"They displace copper from its compounds.
"
Sodium sulfate,None,Displacement reaction,chemical reaction,subject has role,"1.2.4 Double Displacement Reaction Activity 1.10 Activity 1.10 Activity 1.10 Activity 1.10 Activity 1.10 � Take about 3 mL of sodium sulphate solution in a test tube.
"
Barium chloride,None,Test tube,laboratory equipment,use,"� In another test tube, take about 3 mL of barium chloride solution.
"
Mix the two solutions,None,Fig. 1,chart,part of,"� Mix the two solutions (Fig. 1.9).
"
Barium sulfate,None,Sodium chloride,None,monomer of,"Figure 1.9 Figure 1.9 Figure 1.9 Figure 1.9 Figure 1.9 Formation of barium sulphate and sodium chloride You will observe that a white substance, which is insoluble in water, is formed.
"
 precipitate,None,Soluble substance,None,subclass of,"This insoluble substance formed is known as a precipitate.
"
Precipitation reaction,chemical reaction,Chemical reaction,chemical process,subclass of,"Any reaction that produces a precipitate can be called a precipitation reaction.
"
Barium,chemical element,Sodium,chemical element,subclass of,"Na2SO4(aq) + BaCl2(aq) → BaSO4(s) + 2NaCl(aq) (1.27) (Sodium (Barium (Barium (Sodium sulphate) chloride) sulphate) chloride) Figure 1.8 Figure 1.8 Figure 1.8 Figure 1.8 Figure 1.8 (b) Iron nails and copper sulphate solutions compared before and after the experiment Rationalised 2023-24  Science 12 1.2.5 Oxidation and Reduction Activity 1.11 Activity 1.11 Activity 1.11 Activity 1.11 Activity 1.11 � Heat a china dish containing about 1 g copper powder (Fig. 1.10).
"
Copper oxide,None,Copper,medication,made from material,"This is because oxygen is added to copper and copper oxide is formed.
"
Copper,medication,Iron oxide,None,different from,"2Cu + O2 Heat →  2CuO (1.28) If hydrogen gas is passed over this heated material (CuO), the black coating on the surface turns brown as the reverse reaction takes place and copper is obtained.
"
Redox,chemical reaction,Chemical reaction,chemical process,subclass of,"CuO +H Cu+H O 2 2 Heat →  (1.29) If a substance gains oxygen during a reaction, it is said to be oxidised.
"
Redox,chemical reaction,Chemical reaction,chemical process,subclass of,"If a substance loses oxygen during a reaction, it is said to be reduced.
"
Redox,chemical reaction,Oxygen,chemical element,uses,"During this reaction (1.29), the copper(II) oxide is losing oxygen and is being reduced.
"
Redox,chemical reaction,Oxygen,chemical element,participant,"The hydrogen is gaining oxygen and is being oxidised.
"
Redox,chemical reaction,Redox,chemical reaction,opposite of,"In other words, one reactant gets oxidised while the other gets reduced during a reaction.
"
Redox,chemical reaction,Chemical reaction,chemical process,subclass of,"Such reactions are called oxidation-reduction reactions or redox reactions.
"
Black,color,Color,quality,instance of,"(i) What was the colour of the precipitate formed?
"
 precipitation,None,Chemical compound,group or class of chemical substances,subclass of,"Can you name the compound precipitated?
"
Chemical equation,equation,Chemical reaction,chemical process,depicts,"(ii) Write the balanced chemical equation for this reaction.
"
Double displacement reaction,displacement reaction,Displacement reaction,chemical reaction,subclass of,"(iii) Is this also a double displacement reaction?
"
Cancer,neoplasm,Genetics,academic discipline,studied by,"What causes this?
"
BaSO4,None,SO42,None,made from material,"The  white precipitate of BaSO4 is formed by the reaction of SO42– and Ba2+.
"
Sodium chloride,None,Sodium,chemical element,instance of,"The other product formed is sodium chloride which remains in the solution.
"
