entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Hydrogen,Element,Ammonia,Compound,Present in,"Similarly in ammonia, nitrogen and hydrogen are always present in the ratio 14:3 by mass, whatever the method or the source from which it is obtained."
Nitrogen,Element,Hydrogen,Element,Ratio of present in,"Similarly in ammonia, nitrogen and hydrogen are always present in the ratio 14:3 by mass, whatever the method or the source from which it is obtained."
Law of constant proportions,Scientific law,Law of definite proportions,Scientific law,Also known as,This led to the law of constant proportions which is also known as the law of definite proportions.
Proust,Scientist,Law,Concept,Stated,This law was stated by Proust as “In a chemical substance the elements are always present in definite proportions by mass”.
Chemical substance,Chemical compound,Elements,Chemical element,Present in,This law was stated by Proust as “In a chemical substance the elements are always present in definite proportions by mass”.
Elements,Chemical element,Definite proportions by mass,Measurement,Present in,This law was stated by Proust as “In a chemical substance the elements are always present in definite proportions by mass”.
Scientists,Profession,Laws,Concept,Explained by,The next problem faced by scientists was to give appropriate explanations of these laws.
John Dalton,Chemist,Theory,Concept,Provided by,British chemist John Dalton provided the basic theory about the nature of matter.
Matter,Concept,Nature,Concept,About,British chemist John Dalton provided the basic theory about the nature of matter.
Dalton,Person,Divisibility of matter,Concept,Picked up the idea of,"Dalton picked up the idea of divisibility of matter, which was till then just a philosophy."
Atoms,Particle,Smallest particles of matter,Concept,Are,He took the name ‘atoms’ as given by the Greeks and said that the smallest particles of matter are atoms.
Greeks,Civilization,Atoms,Particle,Named by,He took the name ‘atoms’ as given by the Greeks and said that the smallest particles of matter are atoms.
His theory,Scientific theory,Chemical combination,Scientific law,Based on,His theory was based on the laws of chemical combination.
Dalton,Scientist,Atomic theory,Theory,Proposed,Dalton’s atomic theory provided an explanation for the law of conservation of mass and the law of definite proportions.
Law of conservation of mass,Scientific law,Atomic theory,Theory,Explained by,Dalton’s atomic theory provided an explanation for the law of conservation of mass and the law of definite proportions.
Law of definite proportions,Scientific law,Atomic theory,Theory,Explained by,Dalton’s atomic theory provided an explanation for the law of conservation of mass and the law of definite proportions.
John Dalton,Person,Weaver's family,Family,Born in,John Dalton was born in a poor weaver’s family in 1766 in England.
John Dalton,Person,England,Country,Born in,John Dalton was born in a poor weaver’s family in 1766 in England.
Weaver's family,Family,John Dalton,Person,Parent of,John Dalton was born in a poor weaver’s family in 1766 in England.
Dalton,Scientist,Manchester,City,Moved to,"In 1793, Dalton left for Manchester to teach mathematics, physics and chemistry in a college."
Dalton,Scientist,Mathematics,Subject,Taught,"In 1793, Dalton left for Manchester to teach mathematics, physics and chemistry in a college."
Dalton,Scientist,Physics,Subject,Taught,"In 1793, Dalton left for Manchester to teach mathematics, physics and chemistry in a college."
Dalton,Scientist,Chemistry,Subject,Taught,"In 1793, Dalton left for Manchester to teach mathematics, physics and chemistry in a college."
Dalton,Scientist,College,Institution,Worked in,"In 1793, Dalton left for Manchester to teach mathematics, physics and chemistry in a college."
John Dalton,Scientist,Atomic theory,Theory,Presented in,"In 1808, he presented his atomic theory which was a turning point in the study of matter."
Atomic theory,Theory,Matter,Subject,Study of,"In 1808, he presented his atomic theory which was a turning point in the study of matter."
Dalton,Scientist,Atomic theory,Theory,Proposed,"According to Dalton’s atomic theory, all matter, whether an element, a compound or a mixture is composed of small particles called atoms."
Matter,Physical entity,Atoms,Particle,Composed of,"According to Dalton’s atomic theory, all matter, whether an element, a compound or a mixture is composed of small particles called atoms."
Element,Chemical substance,Atoms,Particle,Composed of,"According to Dalton’s atomic theory, all matter, whether an element, a compound or a mixture is composed of small particles called atoms."
Compound,Chemical substance,Atoms,Particle,Composed of,"According to Dalton’s atomic theory, all matter, whether an element, a compound or a mixture is composed of small particles called atoms."
Mixture,Chemical substance,Atoms,Particle,Composed of,"According to Dalton’s atomic theory, all matter, whether an element, a compound or a mixture is composed of small particles called atoms."
Atoms,Particle,Chemical reactions,Process,Participate in,"The postulates of this theory may be stated as follows: (i) All matter is made of very tiny particles called atoms, which participate in chemical reactions."
Atoms,Particle,Element,Chemical substance,Of,(iii) Atoms of a given element are identical in mass and chemical properties.
Element,Chemical substance,Atoms,Particle,Of,(iii) Atoms of a given element are identical in mass and chemical properties.
Mass,Physical property,Atoms,Particle,Identical in,(iii) Atoms of a given element are identical in mass and chemical properties.
Chemical properties,Chemical property,Atoms,Particle,Identical in,(iii) Atoms of a given element are identical in mass and chemical properties.
Atoms,Particle,Elements,Chemical entity,Belongs to,(iv) Atoms of different elements have different masses and chemical properties.
Atoms,Particle,Masses,Physical property,Have,(iv) Atoms of different elements have different masses and chemical properties.
Elements,Chemical entity,Masses,Physical property,Different,(iv) Atoms of different elements have different masses and chemical properties.
Elements,Chemical entity,Properties,Chemical property,Have different,(iv) Atoms of different elements have different masses and chemical properties.
Atoms,Particle,Compounds,Molecule,Combine in ratio of small whole numbers to form,(v) Atoms combine in the ratio of small whole numbers to form compounds.
Atoms,Particle,Compound,Molecule,Make up,(vi) The relative number and kinds of atoms are constant in a given compound.
Atoms,Particle,Smaller particles,Particle,Made up of,You will study in the next chapter that all atoms are made up of still smaller particles.
Sodium carbonate,Compound,Reaction,Chemical reaction,Reacted with,"In a reaction, 5.3 g of sodium carbonate reacted with 6 g of acetic acid."
Acetic acid,Compound,Reaction,Chemical reaction,Reacted with,"In a reaction, 5.3 g of sodium carbonate reacted with 6 g of acetic acid."
Products,Chemical substance,Carbon dioxide,Chemical substance,Produced,"The products were 2.2 g of carbon dioxide, 0.9 g water and 8.2 g of sodium acetate."
Products,Chemical substance,Water,Chemical substance,Produced,"The products were 2.2 g of carbon dioxide, 0.9 g water and 8.2 g of sodium acetate."
Products,Chemical substance,Sodium acetate,Chemical substance,Produced,"The products were 2.2 g of carbon dioxide, 0.9 g water and 8.2 g of sodium acetate."
World,Physical object,Atoms,Physical object,Made up of,This is because our entire world is made up of atoms.
Surfaces of elements,Material,Atoms,Particle,Showing,"Through modern techniques, we can now produce magnified images of surfaces of elements showing atoms."
Modern techniques,Method,Surfaces of elements,Material,Used for producing,"Through modern techniques, we can now produce magnified images of surfaces of elements showing atoms."
Magnified images,Visual representation,Surfaces of elements,Material,Produced by,"Through modern techniques, we can now produce magnified images of surfaces of elements showing atoms."
Observations,Data type,Law of conservation of mass,Scientific law,Agrees with,observations are in agreement with the law of conservation of mass.
Hydrogen,Element,Oxygen,Element,Combine to form,Hydrogen and oxygen combine in the ratio of 1:8 by mass to form water.
Hydrogen,Element,Water,Molecule,Reactant,Hydrogen and oxygen combine in the ratio of 1:8 by mass to form water.
Oxygen,Element,Water,Molecule,Reactant,Hydrogen and oxygen combine in the ratio of 1:8 by mass to form water.
Dalton,Scientist,Atomic theory,Theory,Proposed,Which postulate of Dalton’s atomic theory can explain the law of definite proportions?
Law of definite proportions,Scientific law,Chemical compounds,Chemical entity,Explained by,Which postulate of Dalton’s atomic theory can explain the law of definite proportions?
Atomic theory,Theory,Law of definite proportions,Scientific law,Supported by,Which postulate of Dalton’s atomic theory can explain the law of definite proportions?
Grain,Object,Sand,Material,of,It is a small grain of sand.
Atoms,Particle,All matter,Matter,Building blocks of,"Similarly, the building blocks of all matter are atoms."
Atoms,Particle,Anything,Comparison,Smaller than,"Atoms are very small, they are smaller than anything that we can imagine or compare with."
Atoms,Particle,Layer,Thickness,Stacked,More than millions of atoms when stacked would make a layer barely as thick as this sheet of paper.
Atomic radius,Physical quantity,nanometres,Unit of measurement,Measured in,Atomic radius is measured in nanometres.
Dalton,Scientist,Symbols,Elements,Used for,Dalton was the first scientist to use the symbols for elements in a very specific sense.
He,Person,Symbol,Element,Used for,"When he used a symbol for an element he also meant a definite quantity of that element, that is, one atom of that element."
Element,Chemical entity,Atom,Chemical entity,Definite quantity of,"When he used a symbol for an element he also meant a definite quantity of that element, that is, one atom of that element."
Atom,Chemical entity,Element,Chemical entity,Belongs to,"When he used a symbol for an element he also meant a definite quantity of that element, that is, one atom of that element."
Copper,Element,Cyprus,Place,Taken from,"For example, the name copper was taken from Cyprus."
Gold,Element,English word,Word,Taken from,"For example, gold was taken from the English word meaning yellow."
Yellow,Color,English word,Word,Meaning of,"For example, gold was taken from the English word meaning yellow."
IUPAC,Organization,International,Adjective,Affiliated with,"Now-a-days, IUPAC (International Union of Pure and Applied Chemistry) is an international scientific organisation which approves names of elements, symbols and units."
IUPAC,Organization,Scientific organization,Noun,Type of,"Now-a-days, IUPAC (International Union of Pure and Applied Chemistry) is an international scientific organisation which approves names of elements, symbols and units."
Names of elements,Concept,IUPAC,Organization,Approved by,"Now-a-days, IUPAC (International Union of Pure and Applied Chemistry) is an international scientific organisation which approves names of elements, symbols and units."
Symbols,Concept,IUPAC,Organization,Approved by,"Now-a-days, IUPAC (International Union of Pure and Applied Chemistry) is an international scientific organisation which approves names of elements, symbols and units."
Units,Concept,IUPAC,Organization,Approved by,"Now-a-days, IUPAC (International Union of Pure and Applied Chemistry) is an international scientific organisation which approves names of elements, symbols and units."
Symbols,Not specified,Element's name,Not specified,Abbreviation of,Many of the symbols are the first one or two letters of the element’s name in English.
Element's name,Not specified,English,Not specified,Name of,Many of the symbols are the first one or two letters of the element’s name in English.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,The first letter of a symbol is always written as a capital letter (uppercase) and the second letter as a small letter (lowercase).
Thylakoids,Membrane,Chloroplasts,Organelle,within,The first letter of a symbol is always written as a capital letter (uppercase) and the second letter as a small letter (lowercase).
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,The first letter of a symbol is always written as a capital letter (uppercase) and the second letter as a small letter (lowercase).
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,The first letter of a symbol is always written as a capital letter (uppercase) and the second letter as a small letter (lowercase).
Iron,Element,Fe,Symbol,Has symbol,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Latin name,Name type,Iron,Element,Refers to,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Sodium,Element,Na,Symbol,Has symbol,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Natrium,Name type,Sodium,Element,Refers to,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Potassium,Element,K,Symbol,Has symbol,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Kalium,Name type,Potassium,Element,Refers to,"For example, the symbol of iron is Fe from its Latin name ferrum, sodium is Na from natrium, potassium is K from kalium."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,With the passage of time and repeated usage you will automatically be able to reproduce the symbols).
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,With the passage of time and repeated usage you will automatically be able to reproduce the symbols).
Thylakoids,Membrane,Chloroplasts,Organelle,Within,With the passage of time and repeated usage you will automatically be able to reproduce the symbols).
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,With the passage of time and repeated usage you will automatically be able to reproduce the symbols).
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,With the passage of time and repeated usage you will automatically be able to reproduce the symbols).
Dalton,Scientist,Atomic theory,Theory,Proposed,3.2.2 ATOMIC MASS The most remarkable concept that Dalton’s atomic theory proposed was that of the atomic mass.
Atomic mass,Concept,Atomic theory,Theory,Proposed by,3.2.2 ATOMIC MASS The most remarkable concept that Dalton’s atomic theory proposed was that of the atomic mass.
Element,Chemical entity,Atomic mass,Characteristic property,has,"According to him, each element had a characteristic atomic mass."
Him,Person,Element,Chemical entity,According to,"According to him, each element had a characteristic atomic mass."
Theory,Concept,Law of constant proportions,Scientific law,Explains,The theory could explain the law of constant proportions so well that scientists were prompted to measure the atomic mass of an atom.
Scientists,Profession,Atomic mass,Atomic property,Measured of an atom,The theory could explain the law of constant proportions so well that scientists were prompted to measure the atomic mass of an atom.
Individual atom,Particle,Relative atomic masses,Measurement,Determined using,"Since determining the mass of an individual atom was a relatively difficult task, relative atomic masses were determined using the laws of chemical combinations and the compounds formed."
Laws of chemical combinations,Scientific principle,Relative atomic masses,Measurement,Used to determine,"Since determining the mass of an individual atom was a relatively difficult task, relative atomic masses were determined using the laws of chemical combinations and the compounds formed."
Compounds,Chemical substance,Relative atomic masses,Measurement,Used to determine,"Since determining the mass of an individual atom was a relatively difficult task, relative atomic masses were determined using the laws of chemical combinations and the compounds formed."
Carbon,Element,Carbon monoxide,Compound,Forms,"Let us take the example of a compound, carbon monoxide (CO) formed by carbon and oxygen."
Oxygen,Element,Carbon monoxide,Compound,Forms,"Let us take the example of a compound, carbon monoxide (CO) formed by carbon and oxygen."
Carbon,Element,Oxygen,Element,Combines with to form CO,It was observed experimentally that 3 g of carbon combines with 4 g of oxygen to form CO.
Carbon,Element,Oxygen,Element,Combines with,"In other words, carbon combines with 4/3 times its mass of oxygen."
Atomic mass unit,Unit,Carbon atom,Element,Defined as equal to,"Suppose we define the atomic mass unit (earlier abbreviated as ‘amu’, but according to the latest IUPAC recommendations, it is now written as ‘u’ – unified mass) as equal to the mass of one carbon atom, then we would assign carbon an atomic mass of 1.0 u and oxygen an atomic mass of 1.33 u."
Carbon,Element,Atomic mass unit,Unit,Assigned an atomic mass of,"Suppose we define the atomic mass unit (earlier abbreviated as ‘amu’, but according to the latest IUPAC recommendations, it is now written as ‘u’ – unified mass) as equal to the mass of one carbon atom, then we would assign carbon an atomic mass of 1.0 u and oxygen an atomic mass of 1.33 u."
Oxygen,Element,Atomic mass unit,Unit,Assigned an atomic mass of,"Suppose we define the atomic mass unit (earlier abbreviated as ‘amu’, but according to the latest IUPAC recommendations, it is now written as ‘u’ – unified mass) as equal to the mass of one carbon atom, then we would assign carbon an atomic mass of 1.0 u and oxygen an atomic mass of 1.33 u."
Scientists,Profession,Atomic mass units,Unit of measurement,Searching for,"While searching for various atomic mass units, scientists initially took 1/ 16 of the mass of an atom of naturally occurring oxygen as the unit."
Naturally occurring oxygen,Chemical element,Atom,Substance,Contains,"While searching for various atomic mass units, scientists initially took 1/ 16 of the mass of an atom of naturally occurring oxygen as the unit."
Naturally occurring oxygen,Chemical element,Atomic mass unit,Unit of measurement,Used as reference,"While searching for various atomic mass units, scientists initially took 1/ 16 of the mass of an atom of naturally occurring oxygen as the unit."
1/16 of the mass of an atom of naturally occurring oxygen,Measurement,Atomic mass unit,Unit of measurement,Defined as,"While searching for various atomic mass units, scientists initially took 1/ 16 of the mass of an atom of naturally occurring oxygen as the unit."
Oxygen,Element,Elements,Element,Reacted with,This was •considered relevant due to two reasons: oxygen reacted with a large number of elements and formed compounds.
Oxygen,Element,Compounds,Compound,Formed with,This was •considered relevant due to two reasons: oxygen reacted with a large number of elements and formed compounds.
Atomic mass unit,Unit of measurement,Elements,Chemical entities,Related to,• this atomic mass unit gave masses of most of the elements as whole numbers.
Whole numbers,Mathematical concept,Masses of most of the elements,Chemical entities,Expressed as,• this atomic mass unit gave masses of most of the elements as whole numbers.
Carbon-12 isotope,Isotope,Atomic mass unit,Unit of measurement,Chosen as standard reference,"However, in 1961 for a universally accepted atomic mass unit, carbon-12 isotope was chosen as the standard reference for measuring atomic masses."
Atomic mass unit,Unit of measurement,Measuring atomic masses,Process,Used for,"However, in 1961 for a universally accepted atomic mass unit, carbon-12 isotope was chosen as the standard reference for measuring atomic masses."
Carbon-12 isotope,Isotope,Measuring atomic masses,Process,Used as standard reference,"However, in 1961 for a universally accepted atomic mass unit, carbon-12 isotope was chosen as the standard reference for measuring atomic masses."
Atomic mass unit,Unit of measurement,Carbon-12,Isotope,Compared to,One atomic mass unit is a mass unit equal to exactly one-twelfth (1/12th) the mass of one atom of carbon-12.
Carbon-12,Isotope,Atomic mass unit,Unit of measurement,Compared to,One atomic mass unit is a mass unit equal to exactly one-twelfth (1/12th) the mass of one atom of carbon-12.
Elements,Chemical entity,Relative atomic masses,Physical quantity,Found with respect to,The relative atomic masses of all elements have been found with respect to an atom of carbon-12.
Fruit seller,Person,Fruits,Product,Selling,Imagine a fruit seller selling fruits without any standard weight with him.
Watermelon,Fruit,Mass,Physical property,Has,"He takes a watermelon and says, “this has a mass equal to 12 units” (12 watermelon units or 12 fruit mass units)."
Mass,Physical property,Units,Unit type,Equal to,"He takes a watermelon and says, “this has a mass equal to 12 units” (12 watermelon units or 12 fruit mass units)."
Watermelon,Fruit,Twelve pieces,Quantity,Divided into,"He makes twelve equal pieces of the watermelon and finds the mass of each fruit he is selling, relative to the mass of one piece of the watermelon."
Watermelon,Fruit,Mass of each fruit,Quantity,Measured relative to,"He makes twelve equal pieces of the watermelon and finds the mass of each fruit he is selling, relative to the mass of one piece of the watermelon."
One piece of the watermelon,Quantity,Mass of each fruit,Quantity,Compared to,"He makes twelve equal pieces of the watermelon and finds the mass of each fruit he is selling, relative to the mass of one piece of the watermelon."
He,Person,Fruits,Product,Sells,"Now he sells his fruits by relative fruit mass unit (fmu), as in Fig. 3.4."
Fruits,Product,Fruit mass unit (fmu),Unit of measurement,Sold by,"Now he sells his fruits by relative fruit mass unit (fmu), as in Fig. 3.4."
Watermelon,Fruit,Pieces,Unit of measurement,Used to weigh,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Pieces,Unit of measurement,Watermelon,Fruit,Used to weigh,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Fruit seller,Person,Watermelon,Fruit,Used to weigh,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Relative atomic mass,Physical property,Atom of an element,Chemical entity,Defined as,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Atom,Chemical entity,Element,Chemical entity,Belongs to,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Average mass,Physical property,Atom,Chemical entity,Compared to,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Carbon-12 atom,Chemical entity,Reference point,Chemical entity,Compared to,"Fig. 3.4 : (a) Watermelon, (b) 12 pieces, (c) 1/12 of watermelon, (d) how the fruit seller can weigh the fruits using pieces of watermelon Similarly, the relative atomic mass of the atom of an element is defined as the average mass of the atom, as compared to 1/12th the mass of one carbon-12 atom."
Element,Entity type,Atomic Mass (u),Entity type,has,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Hydrogen,Element,1,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Carbon,Element,12,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Nitrogen,Element,14,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Oxygen,Element,16,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Sodium,Element,23,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Magnesium,Element,24,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Sulphur,Element,32,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Chlorine,Element,35.5,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Calcium,Element,40,Atomic Mass,Atomic Mass value,Table 3.2: Atomic masses of a few elements Element Atomic Mass (u) Hydrogen 1 Carbon 12 Nitrogen 14 Oxygen 16 Sodium 23 Magnesium 24 Sulphur 32 Chlorine 35.5 Calcium 40 3.2.3 HOW DO ATOMS EXIST?
Atoms,Particle,Elements,Chemical element,Composed of,Atoms of most elements are not able to exist independently.
Atoms,Particle,Ions,Particle,Form,Atoms form molecules and ions.
Atoms,Particle,Molecules,Particle,Form,Atoms form molecules and ions.
Molecules,Particle,Large numbers,Quantity,Aggregate to form,"These molecules or ions aggregate in large numbers to form the matter that we can see, feel or touch."
Ions,Particle,Large numbers,Quantity,Aggregate to form,"These molecules or ions aggregate in large numbers to form the matter that we can see, feel or touch."
Matter,Physical entity,Large numbers,Quantity,Formed by,"These molecules or ions aggregate in large numbers to form the matter that we can see, feel or touch."
Atom,Particle,Naked eyes,Body part,Cannot see with,Why is it not possible to see an atom with naked eyes?
Molecule,Chemical entity,Atoms,Chemical entity,Composed of,"A molecule is in general a group of two or more atoms that are chemically bonded together, that is, tightly held together by attractive forces."
Atoms,Chemical entity,Molecule,Chemical entity,Comprise,"A molecule is in general a group of two or more atoms that are chemically bonded together, that is, tightly held together by attractive forces."
Molecule,Particle,Element,Substance,Composed of,A molecule can be defined as the smallest particle of an element or a compound that is capable of an independent existence and shows all the properties of that substance.
Molecule,Particle,Compound,Substance,Composed of,A molecule can be defined as the smallest particle of an element or a compound that is capable of an independent existence and shows all the properties of that substance.
Molecule,Particle,Independent existence,Property,Shows all properties of,A molecule can be defined as the smallest particle of an element or a compound that is capable of an independent existence and shows all the properties of that substance.
Element,Substance,Smallest particle,Particle,Can be defined as,A molecule can be defined as the smallest particle of an element or a compound that is capable of an independent existence and shows all the properties of that substance.
Compound,Substance,Smallest particle,Particle,Can be defined as,A molecule can be defined as the smallest particle of an element or a compound that is capable of an independent existence and shows all the properties of that substance.
Atoms,Particle,Element,Chemical element,Same,Atoms of the same element or of different elements can join together to form molecules.
Atoms,Particle,Element,Chemical element,Different,Atoms of the same element or of different elements can join together to form molecules.
Molecules,Chemical compound,Atoms,Particle,Formed by,Atoms of the same element or of different elements can join together to form molecules.
Molecules of an element,Type of molecule,Atoms,Type of atom,Constituted by,Q Rationalised 2023-24  ATOMS AND MOLECULES 31 3.3.1 MOLECULES OF ELEMENTS The molecules of an element are constituted by the same type of atoms.
Argon,Element,Molecules,Chemical compound,Part of,"Molecules of many elements, such as argon (Ar), helium (He) etc."
Helium,Element,Molecules,Chemical compound,Part of,"Molecules of many elements, such as argon (Ar), helium (He) etc."
Most of the non-metals,Element type,Not specified,Not specified,Not applicable.,But this is not the case with most of the non- metals.
Molecule of oxygen,Chemical compound,Atoms of oxygen,Chemical element,Consists of,"For example, a molecule of oxygen consists of two atoms of oxygen and hence it is known as a diatomic molecule, O2."
