entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Force,Physical quantity,Object,Physical object,Applied to,"Therefore, the more the mass of an object is, the more force is to be applied on that object to change its velocity."
Velocity,Physical quantity,Object,Physical object,Change in,"Therefore, the more the mass of an object is, the more force is to be applied on that object to change its velocity."
Newton,Scientist,Second law of motion,Law,Explains,Newton's second law of motion explains how much force is to be applied on an object of a certain mass and how much change there will be in consequence.
Force,Physical quantity,Object,Physical object,Applied on,Newton's second law of motion explains how much force is to be applied on an object of a certain mass and how much change there will be in consequence.
Object,Physical object,Mass,Physical property,Has,Newton's second law of motion explains how much force is to be applied on an object of a certain mass and how much change there will be in consequence.
Change,Physical phenomenon,Object,Physical object,Results in,Newton's second law of motion explains how much force is to be applied on an object of a certain mass and how much change there will be in consequence.
Momentum,Physical quantity,Mass,Physical quantity,Product of,Momentum: Momentum is the product of mass and velocity.
Momentum,Physical quantity,Velocity,Physical quantity,Product of,Momentum: Momentum is the product of mass and velocity.
Mass,Physical quantity,Object,Physical object,Makes up,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Velocity,Physical quantity,Object,Physical object,Determines,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Momentum,Physical quantity,Object,Physical object,Depends on,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Object,Physical object,Mass,Physical quantity,Determines,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Object,Physical object,Velocity,Physical quantity,Determines,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Object,Physical object,Momentum,Physical quantity,Depends on,"That means if mass ism and velocity is v, then the momentum p of the object is: Forma,.29, Scic:oce, Claaa 9-10  226 Science p•mv If the mass is not changed."
Object,Physical entity,Velocity,Physical quantity,Subject of sentence,"That means, if tho velocity of an object hav.ing mass m increases from u to v, the change of momentum is m(v-u)."
Mass,Physical quantity,Object,Physical entity,Subject of sentence,"That means, if tho velocity of an object hav.ing mass m increases from u to v, the change of momentum is m(v-u)."
Change of momentum,Physical quantity,Object,Physical entity,Result of sentence,"That means, if tho velocity of an object hav.ing mass m increases from u to v, the change of momentum is m(v-u)."
Acceleration,Physical quantity,Velocity,Physical quantity,Change over time,Acceleration: Acceletation is the change of velocity over time.
Object,Physical object,Velocity,Physical quantity,Changes from,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Object,Physical object,Time,Physical quantity,Over a period of,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Velocity,Physical quantity,Acceleration,Physical quantity,Related by,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Acceleration,Physical quantity,Time,Physical quantity,Multiplied by,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Momentum,Physical quantity,Newton's second law,Scientific law,Understood by,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Acceleration,Physical quantity,Newton's second law,Scientific law,Understood by,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Momentum,Physical quantity,Acceleration,Physical quantity,Related by,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Object,Physical object,Newton's second law,Scientific law,Understand,"That means if the velocity of an object changes from u to v over a period of time t, then accel.e.rat:ion a is: a• (\-ii) t If we have understood momentum and acceleration, then it is very easy to tmde.r- stand Newton's second law."
Newton,Scientist,Second law,Law,Describes,Newton's second law is that the rate of change of momentum of a body is proportional to the force applied.
Rate of change of momentum,Physical quantity,Body,Object,Relates to,Newton's second law is that the rate of change of momentum of a body is proportional to the force applied.
Force,Physical quantity,Body,Object,Applied to,Newton's second law is that the rate of change of momentum of a body is proportional to the force applied.
Proportional,Mathematical relationship,Rate of change of momentum,Physical quantity,With respect to,Newton's second law is that the rate of change of momentum of a body is proportional to the force applied.
Force,Physical quantity,Applied force,Physical quantity,Equal to,The applied force will be equal to F.
Newton,Unit of force,Object,Physical object,Used to accelerate,1 Newton (N) is the fon:e :requiied to accelerate an object with aD11188 of l kilogram at the rate of 1 metre/sccond2• @Example The mass of an object is 20 kg.
Object,Physical object,Mass,Physical property,Has,1 Newton (N) is the fon:e :requiied to accelerate an object with aD11188 of l kilogram at the rate of 1 metre/sccond2• @Example The mass of an object is 20 kg.
Mass,Physical property,Object,Physical object,Is had by,1 Newton (N) is the fon:e :requiied to accelerate an object with aD11188 of l kilogram at the rate of 1 metre/sccond2• @Example The mass of an object is 20 kg.
Kilogram,Unit of mass,Object,Physical object,Measured in,1 Newton (N) is the fon:e :requiied to accelerate an object with aD11188 of l kilogram at the rate of 1 metre/sccond2• @Example The mass of an object is 20 kg.
Metre/second^2,Unit of acceleration,Object,Physical object,Acceleration rate,1 Newton (N) is the fon:e :requiied to accelerate an object with aD11188 of l kilogram at the rate of 1 metre/sccond2• @Example The mass of an object is 20 kg.
Force,Physical quantity,Acceleration,Physical quantity,Produces,"For applying a force, it produced an acceleration of 2 m/s1-."
Wall,Object,Fist,Body part,Applied force on,"the wall with your fist, the wall has also applied a:n opposite force on your fist."
Rubber band,Object,Hand,Body part,Held by,~ Indl'ridual Work Tuk: Take a rubber band in your hand and see how long it is.
rubber band,Object,book,Object,connected to,"You will see that the rubber band has ex.tended to hang the book We know that the book has weight Weight is force, so this force is pulling the book downwatd."
book,Object,Weight,Physical property,has,"You will see that the rubber band has ex.tended to hang the book We know that the book has weight Weight is force, so this force is pulling the book downwatd."
Weight,Physical property,force,Physical property,is,"You will see that the rubber band has ex.tended to hang the book We know that the book has weight Weight is force, so this force is pulling the book downwatd."
force,Physical property,book,Object,pulling,"You will see that the rubber band has ex.tended to hang the book We know that the book has weight Weight is force, so this force is pulling the book downwatd."
Rubber band,Object,Weight force,Force,Neutralized by,"It is because, :from above the rubber band, by getting extended, has neutralized the weight force."
Extended,Action,Rubber band,Object,Performed by,"It is because, :from above the rubber band, by getting extended, has neutralized the weight force."
Book,Object,Rubber band,Object,Pulling down,"Thus, we can say that the book is pulling the rubber band downwmi (so, the rubber band has got extended) and the nibber band is pulling the book upward (so, the book is in static position instead of falling down)."
Rubber band,Object,Book,Object,Pulling up,"Thus, we can say that the book is pulling the rubber band downwmi (so, the rubber band has got extended) and the nibber band is pulling the book upward (so, the book is in static position instead of falling down)."
Static position,Physical state,Book,Object,In,"Thus, we can say that the book is pulling the rubber band downwmi (so, the rubber band has got extended) and the nibber band is pulling the book upward (so, the book is in static position instead of falling down)."
Force 1,Physical quantity,Another force,Physical quantity,Opposite direction,"From above example6, we see whenever and wherever we apply any force, another force is created from the opposite direction."
Isaac Newton,Person,Third law of motion,Law,Authored,Isaac Newton in his third law of motion has said: To every action force there is an equal and opposite reaction force.
Action force,Physical quantity,Opposite reaction force,Physical quantity,Related by Third law of motion,Isaac Newton in his third law of motion has said: To every action force there is an equal and opposite reaction force.
Object A,Object,Object B,Object,Applies force on,"That means if obje~ A applies force on objeci: B, then objeci: B will apply equal force on objectA ftom 1he opposite direction."
Object B,Object,Object A,Object,Applies equal force on,"That means if obje~ A applies force on objeci: B, then objeci: B will apply equal force on objectA ftom 1he opposite direction."
We,Pronoun,Walk,Action,Perform,We all can walk; everyone wa1b without knowing whatphy&ics ia behind it.
Everyone,Pronoun,Physics,Science,Related to,We all can walk; everyone wa1b without knowing whatphy&ics ia behind it.
Man,Human,Ground,Object,Interacts with,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Feet,Body part,Ground,Object,Interacts with,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Ground,Object,Man,Human,Interacts with,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Ground,Object,Feet,Body part,Interacts with,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Ebo,Physical force,Man,Human,Acts on,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Ebo,Physical force,Ground,Object,Acts on,"10.03 : At the time of walking, when a man pushes the ground with feet, ground ebo pushes him equally."
Boatman,Person,Boat,Object,Pushing with,Fig. 10.04 : Boatman pushing boat with bamboo stick.
Boat,Object,Bamboo stick,Object,Pushed with,Fig. 10.04 : Boatman pushing boat with bamboo stick.
Let Us Know Force,Phrase,Newton's third law,Law,Opposite force not found properly,"Let Us Know Force Those, who find problems to understand the matter, can be reminded that it is easy to walk on hard soil but it is not easy to walk on dry sand, because force cannot be applied on sand, it skids -so, the opposite force of Newton's third law ia not found properly."
Hard soil,Soil type,Easy to walk on,Action,Possible on,"Let Us Know Force Those, who find problems to understand the matter, can be reminded that it is easy to walk on hard soil but it is not easy to walk on dry sand, because force cannot be applied on sand, it skids -so, the opposite force of Newton's third law ia not found properly."
Dry sand,Soil type,Difficult to walk on,Action,Not possible on,"Let Us Know Force Those, who find problems to understand the matter, can be reminded that it is easy to walk on hard soil but it is not easy to walk on dry sand, because force cannot be applied on sand, it skids -so, the opposite force of Newton's third law ia not found properly."
Force,Physical quantity,Sand,Soil type,Cannot be applied on,"Let Us Know Force Those, who find problems to understand the matter, can be reminded that it is easy to walk on hard soil but it is not easy to walk on dry sand, because force cannot be applied on sand, it skids -so, the opposite force of Newton's third law ia not found properly."
Force,Physical quantity,Opposite force of Newton's third law,Law,Related to,"Let Us Know Force Those, who find problems to understand the matter, can be reminded that it is easy to walk on hard soil but it is not easy to walk on dry sand, because force cannot be applied on sand, it skids -so, the opposite force of Newton's third law ia not found properly."
Force,Physical quantity,Opposite force,Physical quantity,Equal and opposite,"If force is applied, opposite and equal force can be gotten."
Weight,Physical quantity,You,Person,Measured by,There you will eee your weight which is the force you applied on the weight machine.
Weight machine,Device,You,Person,Used to measure,There you will eee your weight which is the force you applied on the weight machine.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,@ Individual Work Take a leap.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,@ Individual Work Take a leap.
Chloroplasts,Organelle,Photosynthesis,Biological process,Occurs in,@ Individual Work Take a leap.
Thylakoids,Membrane,Chloroplasts,Organelle,Part of,@ Individual Work Take a leap.
Thylakoids,Membrane,Light-dependent reactions,Biological process,Occur in,@ Individual Work Take a leap.
Photosynthesis,Biological process,Thylakoids,Membrane,Occurs in,@ Individual Work Take a leap.
Plant cells,Cell type,Chloroplasts,Organelle,Contains,@ Individual Work Take a leap.
Weight machine,Device,Indicator,Component,Displays information for,"You will see that for a moment the indicator of the weight m8llbine moves forward and shows more weight As a reaction the extra force you have ll4lPlic:d, the weight machine has applied."
Weight machine,Device,Extra force,Phenomenon,Applies to weight machine,"You will see that for a moment the indicator of the weight m8llbine moves forward and shows more weight As a reaction the extra force you have ll4lPlic:d, the weight machine has applied."
Extra force,Phenomenon,Weight machine,Device,Applied by,"You will see that for a moment the indicator of the weight m8llbine moves forward and shows more weight As a reaction the extra force you have ll4lPlic:d, the weight machine has applied."
Weight machine,Device,Weight,Phenomenon,Measures,"You will see that for a moment the indicator of the weight m8llbine moves forward and shows more weight As a reaction the extra force you have ll4lPlic:d, the weight machine has applied."
Weight,Phenomenon,Weight machine,Device,Measured by,"You will see that for a moment the indicator of the weight m8llbine moves forward and shows more weight As a reaction the extra force you have ll4lPlic:d, the weight machine has applied."
Balloon,Object,Hand,Body part,Holding,Hold the opening of the balloon with your hand tightly.
Balloon,Object,Not applicable,Not applicable,Not applicable,Then suddenly release the balloon from.
Release,Action,Balloon,Object,Performed on,Then suddenly release the balloon from.
Balloon,Object,Balloon rubber,Material,Made of,"When the balloon was blown up, the balloon rubber getting extended has put pressure on the air inside."
Balloon rubber,Material,Air,Gas,Contains,"When the balloon was blown up, the balloon rubber getting extended has put pressure on the air inside."
Balloon rubber,Material,Getting extended,Action,Causes,"When the balloon was blown up, the balloon rubber getting extended has put pressure on the air inside."
Air,Gas,Balloon rubber,Material,Contained in,"When the balloon was blown up, the balloon rubber getting extended has put pressure on the air inside."
Balloon rubber,Material,Pressure,Physical property,Causes,"When the balloon was blown up, the balloon rubber getting extended has put pressure on the air inside."
Balloon,Object,Air,Object,Interact with each other,"When the balloon started to apply farce on the air, the air also started to apply force on the balloon."
Balloon,Object,Outgoing air,Air flow,Opposite direction of movement,"As a result, the balloon started to move to the opposite direction of the outgoing air."
ForceB,Unknown,List,Unknown,Made of,"If you are given a little time, you will be able to make a list of many kinds of fOl'CeB like these."
Fundamental forces,Concept,Number,Quantity,Only four in,Actually fundamental forces are only four in number.
Earth,Celestial body,Us,Human,Acts on,"When the gravitation of earth wotks on us, we call it gravity."
Gravity,Physical phenomenon,Earth,Celestial body,Associated with,"When the gravitation of earth wotks on us, we call it gravity."
Gravity,Physical force,Us,Human,Affects,"This gravity pulls us downwards (towards to the centre of the earth) and due to this, we have the feeling of weight."
Us,Human,Centre of the earth,Celestial body,Towards,"This gravity pulls us downwards (towards to the centre of the earth) and due to this, we have the feeling of weight."
Feeling of weight,Sensation,Us,Human,Caused by,"This gravity pulls us downwards (towards to the centre of the earth) and due to this, we have the feeling of weight."
Let Us Know Force 231,Concept,Electromagnetic Force,Concept,Related by definition,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Combing hair,Activity,Comb,Object,Used for,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Comb,Object,Paper pieces,Object,Used to attract,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Paper pieces,Object,Electromagnetic Force,Concept,Affected by,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Attraction,Concept,Magnet,Object,Used for,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Magnet,Object,Magnet,Object,Related by interaction,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Attraction,Concept,Electromagnetic Force,Concept,Related by definition,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Distraction,Concept,Magnet,Object,Used for,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Magnet,Object,Magnet,Object,Related by interaction,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Distraction,Concept,Electromagnetic Force,Concept,Related by definition,~  Let Us Know Force 231 Electromagnetic Force Combing hair with a comb and then attracting paper pieces with that or attraction and distractions of one magnet with another were sometimes done by many of us.
Electricity,Physical phenomenon,Magnet,Physical phenomenon,Same as,"Though the forces of electricity and magnet seem to be separate, actually these two are same, they are only seen separately."
Weak Nuclear Force,Fundamental force,Electromagnetic force,Fundamental force,Weaker than,Weak Nuclear Force It is considered weak because it is weaker ( about trillion times) than electromagnetic force but it is not as weak as gravitation at all.
Weak Nuclear Force,Fundamental force,Gravitation,Fundamental force,Not as weak as,Weak Nuclear Force It is considered weak because it is weaker ( about trillion times) than electromagnetic force but it is not as weak as gravitation at all.
Gravitation,Force,Electromagnetic force,Force,Can work from any distance,Gravitation and electromagnetic force can work from any distance but this force works within a short distance (I0-18 m).This weak nuclear force is the cause of the beta (~) ray or electron that is emitted by radioactive nucleus.
Force,Unknown,Short distance,Unknown,Works within,Gravitation and electromagnetic force can work from any distance but this force works within a short distance (I0-18 m).This weak nuclear force is the cause of the beta (~) ray or electron that is emitted by radioactive nucleus.
Weak nuclear force,Force,Beta (~) ray,Particle,Cause of,Gravitation and electromagnetic force can work from any distance but this force works within a short distance (I0-18 m).This weak nuclear force is the cause of the beta (~) ray or electron that is emitted by radioactive nucleus.
Weak nuclear force,Force,Electron,Particle,Cause of,Gravitation and electromagnetic force can work from any distance but this force works within a short distance (I0-18 m).This weak nuclear force is the cause of the beta (~) ray or electron that is emitted by radioactive nucleus.
Radioactive nucleus,Particle,Beta (~) ray,Particle,Emits,Gravitation and electromagnetic force can work from any distance but this force works within a short distance (I0-18 m).This weak nuclear force is the cause of the beta (~) ray or electron that is emitted by radioactive nucleus.
Strong Nuclear Force,Physical force,Cosmic universe,Physical entity,Exists in,Strong Nuclear Force It is the strongest force in the cosmic universe.
Proton,Subatomic particle,Nucleus,Atomic structure,Located in,This very strong force works on proton and neutron in the nucleus which stays at the centre of an atom and keeps them together.
Neutron,Subatomic particle,Nucleus,Atomic structure,Located in,This very strong force works on proton and neutron in the nucleus which stays at the centre of an atom and keeps them together.
Strong force,Fundamental force,Proton,Subatomic particle,Acts on,This very strong force works on proton and neutron in the nucleus which stays at the centre of an atom and keeps them together.
Strong force,Fundamental force,Neutron,Subatomic particle,Acts on,This very strong force works on proton and neutron in the nucleus which stays at the centre of an atom and keeps them together.
Nucleus,Atomic structure,Atom,Chemical entity,Located in,This very strong force works on proton and neutron in the nucleus which stays at the centre of an atom and keeps them together.
Force,Physical quantity,Light,Electromagnetic radiation,Product of,This force is a product of light and heat obtained from the sun.
Force,Physical quantity,Heat,Thermal energy,Product of,This force is a product of light and heat obtained from the sun.
Light,Electromagnetic radiation,Sun,Star,Source of,This force is a product of light and heat obtained from the sun.
Heat,Thermal energy,Sun,Star,Source of,This force is a product of light and heat obtained from the sun.
Scientists,Profession,Four forces,Concept,Believe in,Scientists believe that the origin of these four forces is same and they are trying to explain them with a single formula.
Four forces,Concept,Origin,Concept,Same,Scientists believe that the origin of these four forces is same and they are trying to explain them with a single formula.
Four forces,Concept,Formula,Concept,Explained by,Scientists believe that the origin of these four forces is same and they are trying to explain them with a single formula.
Formula,Concept,Four forces,Concept,Used to explain,Scientists believe that the origin of these four forces is same and they are trying to explain them with a single formula.
Electromagnetic force,Fundamental force,Weak nuclear force,Fundamental force,Explained by same formula,It has already been possible to explain electromagnetic and weak nuclear force with the same formula and it is an epoch-making success of theoretical physics.
Forces,Concept,Gravitation,Concept,Type of,"So, if you wish you can say that there are three types of forces: gravitation, electro-weak and nuclear force."
Forces,Concept,Electro-weak,Concept,Type of,"So, if you wish you can say that there are three types of forces: gravitation, electro-weak and nuclear force."
Forces,Concept,Nuclear force,Concept,Type of,"So, if you wish you can say that there are three types of forces: gravitation, electro-weak and nuclear force."
Scientists,Profession,Fundamental forces,Concept,Working to unify,(No one can find fault with it.) Scientists are working to unify all of the fundamental forces.
Fundamental forces,Concept,All,Quantity,of the,(No one can find fault with it.) Scientists are working to unify all of the fundamental forces.
All,Quantity,Fundamental forces,Concept,Unified,(No one can find fault with it.) Scientists are working to unify all of the fundamental forces.
Forces,Physical concept,Contact,Physical concept,Not required for,"for applying same forces, contact is not required (falling of a thing downward for gravitation, attraction of magnet)."
Falling,Physical process,Gravitation,Physical concept,Due to,"for applying same forces, contact is not required (falling of a thing downward for gravitation, attraction of magnet)."
Thing,Physical object,Magnet,Physical object,Attracted by,"for applying same forces, contact is not required (falling of a thing downward for gravitation, attraction of magnet)."
Forces,Physical quantity,Contact forces,Type of force,Divided into,"Therefore, we can divide forces into two types: contact and non-<X>ntact forces."
Forces,Physical quantity,Non-contact forces,Type of force,Divided into,"Therefore, we can divide forces into two types: contact and non-<X>ntact forces."
Frictional force,Contact force,Not applicable,Not applicable,Not applicable,"As an example of contact force, we shall discuss frictional force."
Wooden piece,Object,Table,Object,On,One atom attracts or distracts another atom keeping a distance; lite:rally they are not to be tcuched 10.S Frictional force Let us consider a wooden piece on a table and we are trymg to create acceleration by applying fmt:c on it.
Atom 1,Particle,Atom 2,Particle,Attracts/Distracts,One atom attracts or distracts another atom keeping a distance; lite:rally they are not to be tcuched 10.S Frictional force Let us consider a wooden piece on a table and we are trymg to create acceleration by applying fmt:c on it.
Wooden piece,Object,Applied force,Force,Applied by,One atom attracts or distracts another atom keeping a distance; lite:rally they are not to be tcuched 10.S Frictional force Let us consider a wooden piece on a table and we are trymg to create acceleration by applying fmt:c on it.
Figure 10.06,Diagram,not mentioned,not mentioned,not mentioned,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Force F,Physical quantity,Mass,Physical object,Applied on,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Mass,Physical object,Force F,Physical quantity,Acted upon by,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Left,Direction,Force F,Physical quantity,Applied in,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Right,Direction,Force F,Physical quantity,Applied in,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Friction,Physical phenomenon,Wooden piece,Physical object,Occurs in,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Wooden piece,Physical object,Frictional force f,Physical quantity,Develops,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Frictional force f,Physical quantity,Wooden piece,Physical object,Developed by,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Wooden piece,Physical object,Table,Physical object,In contact with,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Applied force,Physical quantity,Wooden piece,Physical object,Lowering from right to left,"As shown in figure 10.06, we are applying force F on the mass from left to right It will be seen that due to the friction of the wooden piece with the table, a frictional furce f is developed in the wooden piece and this is lowering the applied force acting from right to left."
Wooden piece,Object,Weight,Object,Put on,"Let Us Know Force 233 If some weight is put on the wooden piece it will be seen that the frictional force has increased also, though the weight and the force of friction is normal to each other."
Frictional force,Force,Wooden piece,Object,Acts on,"Let Us Know Force 233 If some weight is put on the wooden piece it will be seen that the frictional force has increased also, though the weight and the force of friction is normal to each other."
Weight,Object,Frictional force,Force,Affects,"Let Us Know Force 233 If some weight is put on the wooden piece it will be seen that the frictional force has increased also, though the weight and the force of friction is normal to each other."
Wonder,Emotion,Friction force,Physical force,Caused by,"Ifwe can understand how friction force is created, we will see that there is noth- ing to wonder in it."
Surfaces,Physical object,Rough surfaces,Physical object,Contact with,"When these rough surfaces come in touch with one another or the wrinkles fit together, speed is slowed down."
Wrinkles,Physical object,Surfaces,Physical object,Fit together,"When these rough surfaces come in touch with one another or the wrinkles fit together, speed is slowed down."
Speed,Physical property,Surfaces,Physical object,Affected by,"When these rough surfaces come in touch with one another or the wrinkles fit together, speed is slowed down."
Surfaces,Physical object,Uneven parts,Physical object,Come in touch,"If the two surfaces are more pressurized, the uneven parts of both the surfaces will come in touch more closely."
Friction,Physical phenomenon,Heat,Physical phenomenon,Generates,Due to friction heat is generated.
Friction,Physical phenomenon,Types,Category,Divided into,10.5.1 Types of Friction Friction is divided into four types.
Friction,Physical phenomenon,Four types,Category,Belongs to,10.5.1 Types of Friction Friction is divided into four types.
Types,Category,Friction,Physical phenomenon,Related to,10.5.1 Types of Friction Friction is divided into four types.
