entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Inland water bodies,Location,Capture fishing,Activity,Done in,"While capture fishing is also done in such inland water bodies, the yield is not high."
Yield,Product,Capture fishing,Activity,Affects,"While capture fishing is also done in such inland water bodies, the yield is not high."
Fish production,Resource,Aquaculture,Method,Through,Most fish production from these resources is through aquaculture.
Fish culture,Farming practice,Rice crop,Crop type,Combined with,"Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field."
Fish,Animal,Water,Natural resource,Grown in,"Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field."
Water,Natural resource,Paddy field,Land type,Located in,"Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field."
Fish farming,Activity,Composite fish culture systems,Farming system,Done in,More intensive fish farming can be done in composite fish culture systems.
Local fish species,Fish species,Aquaponic system,System,Used in,Both local and imported fish species are used in such systems.
Imported fish species,Fish species,Aquaponic system,System,Used in,Both local and imported fish species are used in such systems.
Fish species,Animal,Fishpond,Man-made structure,Used in combination,"In such a system, a combination of five or six fish species is used in a single fishpond."
Species,Organism type,Food,Characteristic,Compete for,These species are selected so that they do not compete for food among them having different types of food habits.
Food,Characteristic,Species,Organism type,Not compete for,These species are selected so that they do not compete for food among them having different types of food habits.
Food,Resource,Pond,Ecosystem,Available in,"As a result, the food available in all the parts of the pond is used."
Parts,Component,Pond,Ecosystem,Exist in,"As a result, the food available in all the parts of the pond is used."
Ecosystem,System,Pond,Ecosystem,Part of,"As a result, the food available in all the parts of the pond is used."
Used,Action,Food,Resource,Consumed by,"As a result, the food available in all the parts of the pond is used."
Catlas,Fish species,Surface,Habitat,Feed on,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Rohus,Fish species,Middle-zone,Habitat,Feed in,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Mrigals,Fish species,Bottom,Habitat,Feed on,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Common Carps,Fish species,Bottom,Habitat,Feed on,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Grass Carps,Fish species,Weeds,Habitat,Feed on,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Catlas,Fish species,Rohus,Fish species,Not competing,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Catlas,Fish species,Mrigals,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Catlas,Fish species,Common Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Catlas,Fish species,Grass Carps,Fish species,Not competing,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Rohus,Fish species,Mrigals,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Rohus,Fish species,Common Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Rohus,Fish species,Grass Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Mrigals,Fish species,Common Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Mrigals,Fish species,Grass Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
Common Carps,Fish species,Grass Carps,Fish species,Competing for food,"As Catlas are surface feeders, Rohus feed in the middle-zone of the pond, Mrigals and Common Carps are bottom feeders, and Grass Carps feed on the weeds, together these species (Fig. 12.6) can use all the food in the pond without competing with each other."
(a) Catla,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
(b) Silver carp,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
(c) Rohu,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
(d) Grass Carp,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
(e) Mrigal,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
(f) Common Carp,Fish species,Composite fish culture,Farming technique,Part of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
Composite fish culture,Farming technique,Fish species,Fish species,Consists of,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
Fish breed,Biological process,Monsoon,Season,Occurs during,(a) (b) (c) (d) Fig. 12.6: (a) Catla (b) Silver carp  (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp (e) (f) One problem with such composite fish culture is that many of these fish breed only during monsoon.
Fish seed,Organism,Wild,Environment,Collected from,"Even if fish seed is collected from the wild, it can be mixed with that of other species as well."
Fish seed,Organism,Other species,Organism,Mixed with,"Even if fish seed is collected from the wild, it can be mixed with that of other species as well."
Milk,Food,Room temperature,Environmental condition,Subject to,Chemical Reactions and Equations 1 CHAPTER C onsider the following situations of daily life and think what happens when – � milk is left at room temperature during summers.
Milk,Food,Summers,Season,Occurs in,Chemical Reactions and Equations 1 CHAPTER C onsider the following situations of daily life and think what happens when – � milk is left at room temperature during summers.
Room temperature,Environmental condition,Chemical reactions,Process,Affects,Chemical Reactions and Equations 1 CHAPTER C onsider the following situations of daily life and think what happens when – � milk is left at room temperature during summers.
Summers,Season,Chemical reactions,Process,Affects,Chemical Reactions and Equations 1 CHAPTER C onsider the following situations of daily life and think what happens when – � milk is left at room temperature during summers.
Milk,Food,Chemical reactions,Process,Undergoes,Chemical Reactions and Equations 1 CHAPTER C onsider the following situations of daily life and think what happens when – � milk is left at room temperature during summers.
Physical changes,Matter property,Chemical changes,Matter property,Compared to,We have already learnt about physical and chemical changes of matter in our previous classes.
Matter,Concept,Physical changes,Matter property,Involves,We have already learnt about physical and chemical changes of matter in our previous classes.
Matter,Concept,Chemical changes,Matter property,Involves,We have already learnt about physical and chemical changes of matter in our previous classes.
Previous classes,Education level,Physical changes,Matter property,Learned about,We have already learnt about physical and chemical changes of matter in our previous classes.
Previous classes,Education level,Chemical changes,Matter property,Learned about,We have already learnt about physical and chemical changes of matter in our previous classes.
Chemical change,Process,Chemical reaction,Event,Indicates,"Whenever a chemical change occurs, we can say that a chemical reaction has taken place."
Chemical reaction,Process,Not applicable,Not applicable,Not applicable,You may perhaps be wondering as to what is actually meant by a chemical reaction.
Magnesium ribbon,Chemical compound,Air,Chemical compound,Reactant in,Figure 1.1 Burning of a magnesium ribbon in air and collection of magnesium oxide in a watch-glass Activity 1.1 Activity 1.1 Activity 1.1 Activity 1.1 Activity 1.1 CAUTION: This Activity needs the teacher’s assistance.
Magnesium oxide,Chemical compound,Watch-glass,Laboratory equipment,Collected in,Figure 1.1 Burning of a magnesium ribbon in air and collection of magnesium oxide in a watch-glass Activity 1.1 Activity 1.1 Activity 1.1 Activity 1.1 Activity 1.1 CAUTION: This Activity needs the teacher’s assistance.
Suitable eyeglasses,Product,Students,Person,Worn by,It would be better if students wear suitable eyeglasses.
Magnesium ribbon,Chemical compound,Sandpaper,Tool,Used for rubbing,� Clean a magnesium ribbon about 3-4 cm long by rubbing it with sandpaper.
Magnesium ribbon,Chemical compound,Eyes,Body part,Away from,Burn  the magnesium ribbon keeping it away as far as possible from your eyes.
Facts,Concept,Science,Concept,Not,“Facts are not science — as the dictionary is not literature.” Martin H.
Dictionary,Object,Literature,Concept,Not,“Facts are not science — as the dictionary is not literature.” Martin H.
Change in state,Physical property,Chemical reaction,Process,Helps to determine,"Fischer Rationalised 2023-24  Science 2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Formation of hydrogen gas by the action of dilute sulphuric acid on zinc From the above three activities, we can say that any of the following observations helps us to determine whether a chemical reaction has taken place – � change in state � change in colour � evolution of a gas � change in temperature."
Change in colour,Physical property,Chemical reaction,Process,Helps to determine,"Fischer Rationalised 2023-24  Science 2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Formation of hydrogen gas by the action of dilute sulphuric acid on zinc From the above three activities, we can say that any of the following observations helps us to determine whether a chemical reaction has taken place – � change in state � change in colour � evolution of a gas � change in temperature."
Evolution of a gas,Physical property,Chemical reaction,Process,Helps to determine,"Fischer Rationalised 2023-24  Science 2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Formation of hydrogen gas by the action of dilute sulphuric acid on zinc From the above three activities, we can say that any of the following observations helps us to determine whether a chemical reaction has taken place – � change in state � change in colour � evolution of a gas � change in temperature."
Change in temperature,Physical property,Chemical reaction,Process,Helps to determine,"Fischer Rationalised 2023-24  Science 2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Activity 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Figure 1.2 Formation of hydrogen gas by the action of dilute sulphuric acid on zinc From the above three activities, we can say that any of the following observations helps us to determine whether a chemical reaction has taken place – � change in state � change in colour � evolution of a gas � change in temperature."
Various types of chemical reactions,Concept,Symbolic representation,Concept,Described in Chapter,We will study about the various types of chemical reactions and their symbolic representation in this Chapter.
Zinc granules,Chemical substance,Conical flask,Container,Contained in,Activity 1.3 Activity 1.3 Activity 1.3 Activity 1.3 Activity 1.3 � Take a few zinc granules in a conical flask or a test tube.
Zinc granules,Chemical substance,Test tube,Container,Contained in,Activity 1.3 Activity 1.3 Activity 1.3 Activity 1.3 Activity 1.3 � Take a few zinc granules in a conical flask or a test tube.
Fig. 1.2,Figure,Hydrochloric acid,Chemical compound,Added to,� Add dilute hydrochloric acid or sulphuric acid to this (Fig. 1.2).
Fig. 1.2,Figure,Sulphuric acid,Chemical compound,Added to,� Add dilute hydrochloric acid or sulphuric acid to this (Fig. 1.2).
Lead nitrate solution,Chemical compound,Test tube,Laboratory equipment,Contained in,� Take lead nitrate solution in a test tube.
Potassium iodide solution,Chemical compound,Not applicable,Not applicable,Not applicable,� Add potassium iodide solution to this.
Magnesium ribbon,Chemical compound,Oxygen,Chemical compound,Reactant in,"1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMICAL EQUA AL EQUA AL EQUA AL EQUA AL EQUATIONS TIONS TIONS TIONS TIONS Activity 1.1 can be described as – when a magnesium ribbon is burnt in oxygen, it gets converted to magnesium oxide."
Magnesium ribbon,Chemical compound,Magnesium oxide,Chemical compound,Product of,"1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMICAL EQUA AL EQUA AL EQUA AL EQUA AL EQUATIONS TIONS TIONS TIONS TIONS Activity 1.1 can be described as – when a magnesium ribbon is burnt in oxygen, it gets converted to magnesium oxide."
Oxygen,Chemical compound,Magnesium oxide,Chemical compound,Reactant in,"1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMICAL EQUA AL EQUA AL EQUA AL EQUA AL EQUATIONS TIONS TIONS TIONS TIONS Activity 1.1 can be described as – when a magnesium ribbon is burnt in oxygen, it gets converted to magnesium oxide."
Magnesium oxide,Chemical compound,Oxygen,Chemical compound,Product of,"1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMIC 1.1 CHEMICAL EQUA AL EQUA AL EQUA AL EQUA AL EQUATIONS TIONS TIONS TIONS TIONS Activity 1.1 can be described as – when a magnesium ribbon is burnt in oxygen, it gets converted to magnesium oxide."
Thylakoids,Membrane,Chloroplasts,Organelle,"within, Chloroplasts",It can be written in a shorter form.
Magnesium,Element,Oxygen,Element,Reactants,"The word-equation for the above reaction would be – Magnesium + Oxygen → Magnesium oxide (1.1) (Reactants) (Product) The substances that undergo chemical change in the reaction (1.1), magnesium and oxygen, are the reactants."
Magnesium oxide,Compound,Magnesium,Element,Product,"The word-equation for the above reaction would be – Magnesium + Oxygen → Magnesium oxide (1.1) (Reactants) (Product) The substances that undergo chemical change in the reaction (1.1), magnesium and oxygen, are the reactants."
Magnesium oxide,Compound,Oxygen,Element,Product,"The word-equation for the above reaction would be – Magnesium + Oxygen → Magnesium oxide (1.1) (Reactants) (Product) The substances that undergo chemical change in the reaction (1.1), magnesium and oxygen, are the reactants."
Magnesium,Element,Magnesium oxide,Compound,Undergo chemical change,"The word-equation for the above reaction would be – Magnesium + Oxygen → Magnesium oxide (1.1) (Reactants) (Product) The substances that undergo chemical change in the reaction (1.1), magnesium and oxygen, are the reactants."
Oxygen,Element,Magnesium oxide,Compound,Undergo chemical change,"The word-equation for the above reaction would be – Magnesium + Oxygen → Magnesium oxide (1.1) (Reactants) (Product) The substances that undergo chemical change in the reaction (1.1), magnesium and oxygen, are the reactants."
Magnesium ribbon,Chemical compound,White flame,Physical phenomenon,Produces,You must have observed that magnesium ribbon burns with a dazzling white flame and changes into a white powder.
Magnesium ribbon,Chemical compound,White powder,Physical phenomenon,Changes into,You must have observed that magnesium ribbon burns with a dazzling white flame and changes into a white powder.
Magnesium oxide,Compound,Powder,State,Made of,This powder is magnesium oxide.
Magnesium,Element,Oxygen,Element,React with,It is formed due to the reaction between magnesium and oxygen present in the air.
Chemical equations,Concept,Chemical formulae,Concept,Use instead of,Chemical equations can be made more concise and useful if we use chemical formulae instead of words.
Words,Concept,Chemical formulae,Concept,Replaced by,Chemical equations can be made more concise and useful if we use chemical formulae instead of words.
Chemical equation,Representation,Chemical reaction,Process,Represents,A chemical equation represents a chemical reaction.
Mg,Element,O2,Element,Reactants of,"If you recall formulae of magnesium, oxygen and magnesium oxide, the above word-equation can be written as – Mg + O2  →  MgO (1.2) Count and compare the number of atoms of each element on the LHS and RHS of the arrow."
O2,Element,Mg,Element,Reactants of,"If you recall formulae of magnesium, oxygen and magnesium oxide, the above word-equation can be written as – Mg + O2  →  MgO (1.2) Count and compare the number of atoms of each element on the LHS and RHS of the arrow."
Mg,Element,MgO,Compound,Product of,"If you recall formulae of magnesium, oxygen and magnesium oxide, the above word-equation can be written as – Mg + O2  →  MgO (1.2) Count and compare the number of atoms of each element on the LHS and RHS of the arrow."
O2,Element,MgO,Compound,Product of,"If you recall formulae of magnesium, oxygen and magnesium oxide, the above word-equation can be written as – Mg + O2  →  MgO (1.2) Count and compare the number of atoms of each element on the LHS and RHS of the arrow."
Chemical equation,Concept,Reaction,Concept,Describes,Such a chemical equation is a skeletal chemical equation for a reaction.
Law of conservation of mass,Physical law,Mass,Physical quantity,Related to,1.1.2 Balanced Chemical Equations Recall the law of conservation of mass that you studied in Class IX; mass can neither be created nor destroyed in a chemical reaction.
Chemical reaction,Process,Mass,Physical quantity,Conserved in,1.1.2 Balanced Chemical Equations Recall the law of conservation of mass that you studied in Class IX; mass can neither be created nor destroyed in a chemical reaction.
Atoms,Particle,Chemical reaction,Process,Remains the same before and after,"In other words, the number of atoms of each element remains the same, before and after a chemical reaction."
Zinc,Element,Sulphuric acid,Compound,Reactant of,The word-equation for Activity 1.3 may be represented as – Zinc + Sulphuric acid  →  Zinc sulphate + Hydrogen The above word-equation may be represented by the following chemical equation – Zn + H2SO4 → ZnSO4 + H2 (1.3) Let us examine the number of atoms of different elements on both sides of the arrow.
Sulphuric acid,Compound,Zinc sulphate,Compound,Product of,The word-equation for Activity 1.3 may be represented as – Zinc + Sulphuric acid  →  Zinc sulphate + Hydrogen The above word-equation may be represented by the following chemical equation – Zn + H2SO4 → ZnSO4 + H2 (1.3) Let us examine the number of atoms of different elements on both sides of the arrow.
Zinc,Element,Zinc sulphate,Compound,Reactant of,The word-equation for Activity 1.3 may be represented as – Zinc + Sulphuric acid  →  Zinc sulphate + Hydrogen The above word-equation may be represented by the following chemical equation – Zn + H2SO4 → ZnSO4 + H2 (1.3) Let us examine the number of atoms of different elements on both sides of the arrow.
