entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Components,Chemical entity,Heterogeneous solutions,Solution type,Contained in,• In heterogeneous solutions the components are not uniformly distributed in the mixture and the components can be quite easily separated from one another.
Separation,Process,Components,Chemical entity,Can be done to,• In heterogeneous solutions the components are not uniformly distributed in the mixture and the components can be quite easily separated from one another.
Solvent,Component,Solute,Component,Dissolves more of/Remains in more quantity than,• In a solution the component that remains more in quantity and dissolves another component is called solvent and the component that remains less in quantity and being dissolved by another component is called solute.
Solute,Component,Solvent,Component,Dissolved by/Remains in less quantity than,• In a solution the component that remains more in quantity and dissolves another component is called solvent and the component that remains less in quantity and being dissolved by another component is called solute.
Solution 1,Solution,Quantity,Quantity,Same as,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solution 2,Solution,Quantity,Quantity,Same as,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solute,Chemical compound,Solution 1,Solution,Present in,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solute,Chemical compound,Solution 2,Solution,Present in,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solution 1,Solution,Concentrated solution,Solution property,Is,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solution 2,Solution,Dilute solution,Solution property,Is,"• Among the two solutions of same quantity the solution in which the amount of solute is more than the other, the solution is more concentrated."
Solvent,Chemical substance,Solute,Chemical substance,Being dissolved by,• In saturated solution a definite amount of solvent which can dissolve the maximum amount of solute is being dissolved by the solvent.
Solute,Chemical compound,Solvent,Chemical compound,Involved in,• The amount of solute required to make a saturated solution of that solute at a particular temperature by a solvent of 100 gram is called the solubility of that c solute in that solvent.
Solubility,Physical property,Solute,Chemical compound,Measured by,• The amount of solute required to make a saturated solution of that solute at a particular temperature by a solvent of 100 gram is called the solubility of that c solute in that solvent.
Solvent,Chemical compound,Solute,Chemical compound,Used to dissolve,• The amount of solute required to make a saturated solution of that solute at a particular temperature by a solvent of 100 gram is called the solubility of that c solute in that solvent.
Temperature,Physical property,Solute,Chemical compound,Affects solubility,• The amount of solute required to make a saturated solution of that solute at a particular temperature by a solvent of 100 gram is called the solubility of that c solute in that solvent.
Heat,Physical agent,Solubility,Physical property,Affects,~  Science 83 • By applying heat the solubility of some solutes increases while for some solutes it decreases.
Solutes,Chemical compound,Solubility,Physical property,Affected by,~  Science 83 • By applying heat the solubility of some solutes increases while for some solutes it decreases.
Solutes,Chemical compound,Heat,Physical agent,Affected by,~  Science 83 • By applying heat the solubility of some solutes increases while for some solutes it decreases.
Solubility,Physical property,Solutes,Chemical compound,Affected by,~  Science 83 • By applying heat the solubility of some solutes increases while for some solutes it decreases.
Filtration,Process,Solid substances,Substance type,Separated from,"• Filtration is such a process, by which from the heterogeneous mixture of solid and liquid the solid substances can be separated."
Filtration,Process,Heterogeneous mixture,Mixture type,Used for separation,"• Filtration is such a process, by which from the heterogeneous mixture of solid and liquid the solid substances can be separated."
Vapour,State of matter,Liquid,State of matter,Converted into by,• The process by which liquid is converted into vapour by heating is called vaporization.
Heating,Process,Liquid,State of matter,Causes conversion into,• The process by which liquid is converted into vapour by heating is called vaporization.
Condensation,Physical process,Vapour,State of matter,Converted into liquid by cooling,• The process by which vapour is converted into liquid by cooling is called condensation.
Suspension,Mixture type,Components,Component type,Partially separated after keeping at rest.,"• Suspension is such a mixture, in which the components are partially separated after keeping it at rest."
Colloid,Mixture type,Small particles,Component,Remains scattered in,"• Colloid is one type of mixture, in which the small particles of one component remains scattered in another component."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,~ a.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,~ a.
Thylakoids,Membrane,Chloroplasts,Organelle,Part of,~ a.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,~ a.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occurs in,~ a.
Solution,Chemical mixture,Mixture,General term,Part of,What is the main difference between solution and mixture?
Solution,Chemical mixture,Homogeneous mixture,Type of,Subtype of,What is the main difference between solution and mixture?
Mixture,General term,Combination,Type of,Subtype of,What is the main difference between solution and mixture?
Mixture,General term,Heterogeneous mixture,Type of,Subtype of,What is the main difference between solution and mixture?
Solution,Chemical mixture,Uniform composition,Property of,Describes,What is the main difference between solution and mixture?
Mixture,General term,Non-uniform composition,Property of,Describes,What is the main difference between solution and mixture?
Solution,Chemical mixture,Solvent,Component,Contains,What is the main difference between solution and mixture?
Solution,Chemical mixture,Solute,Component,Contains,What is the main difference between solution and mixture?
Mixture,General term,Multiple components,Property of,Describes,What is the main difference between solution and mixture?
Solution,Chemical mixture,Dissolved particles,Property of,Describes,What is the main difference between solution and mixture?
Mixture,General term,Physical combination,Property of,Describes,What is the main difference between solution and mixture?
Solution,Chemical mixture,Transparent,Property of,Describes,What is the main difference between solution and mixture?
Mixture,General term,Opaque,Property of,Describes,What is the main difference between solution and mixture?
Priyonti,Person,Ruponti,Person,Friends,Priyonti and Ruponti were enjoying when they got down to the sea water at Cox's Bazar.
Priyonti,Person,Sea water,Natural element,Near,Priyonti and Ruponti were enjoying when they got down to the sea water at Cox's Bazar.
Ruponti,Person,Sea water,Natural element,Near,Priyonti and Ruponti were enjoying when they got down to the sea water at Cox's Bazar.
Cox's Bazar,Place,Sea water,Natural element,Located at,Priyonti and Ruponti were enjoying when they got down to the sea water at Cox's Bazar.
Ruponti,Person,Water,Substance,Entered into,Suddenly the water of sea entered into the mouth of Ruponti and she observed that the water has salinity.
Water,Substance,Sea,Body of water,Originated from,Suddenly the water of sea entered into the mouth of Ruponti and she observed that the water has salinity.
Water,Substance,Salinity,Characteristic,Has,Suddenly the water of sea entered into the mouth of Ruponti and she observed that the water has salinity.
Prionti,Person,Cause,Event,Asked about,The cause of this was asked to Prionti and she answered that it is a solution of water and salt.
Solution,Solution,Water,Chemical compound,Component of,The cause of this was asked to Prionti and she answered that it is a solution of water and salt.
Solution,Solution,Salt,Chemical compound,Component of,The cause of this was asked to Prionti and she answered that it is a solution of water and salt.
Priyonti,Person,Ruponti,Person,Showed,Coming back to their house Priyonti showed Ruponti how to make salt from saline water.
House,Location,Priyonti,Person,Belongs to,Coming back to their house Priyonti showed Ruponti how to make salt from saline water.
Salt,Product,Saline water,Substance,Made from,Coming back to their house Priyonti showed Ruponti how to make salt from saline water.
Water,Molecule,Universal solvent,Property,Has,Why is water called universal solvent?
Universal solvent,Property,Water,Molecule,Is,Why is water called universal solvent?
Adil,Person,His mother,Person,Related,When Adil was giving some medicine to his mother to take by mouth he observed that his mother shakes the bottle every time before use.
Medicine,Object,Adil,Person,Given by,When Adil was giving some medicine to his mother to take by mouth he observed that his mother shakes the bottle every time before use.
Mouth,Body part,His mother,Person,Route of administration,When Adil was giving some medicine to his mother to take by mouth he observed that his mother shakes the bottle every time before use.
Bottle,Object,Medicine,Object,Container of,When Adil was giving some medicine to his mother to take by mouth he observed that his mother shakes the bottle every time before use.
Shakes,Action,Bottle,Object,Performed on,When Adil was giving some medicine to his mother to take by mouth he observed that his mother shakes the bottle every time before use.
Plants,Organism,Light,Physical entity,Dependent on,Without light plants would not grow and animals would not get food.
Animals,Organism,Plants,Organism,Dependent on,Without light plants would not grow and animals would not get food.
Food,Physical entity,Plants,Organism,Source of,Without light plants would not grow and animals would not get food.
Food,Commodity,Plants,Organism,Provide,And all the things that provide us with food and clothes would not grow and exist if there were no lights.
Clothes,Commodity,Plants,Organism,Provide,And all the things that provide us with food and clothes would not grow and exist if there were no lights.
Plants,Organism,Lights,Physical entity,Require,And all the things that provide us with food and clothes would not grow and exist if there were no lights.
Light,Physical entity,Energy,Physical entity,is a kind of,Light is one kind of energy.
Light,Physical entity,Capacity,Abstract concept,Works,Light has the capacity to work.
Light,Physical entity,Energy,Physical entity,is,That means light is energy.
Light,Physical entity,Speed,Physical property,Travels with a speed of,"Light travels vecy fast, with a speed of about 3 lac kilometres per second."
Nothing,Concept,Light,Concept,Travel faster than,"Scientists believe that, nothing can travel faster than light."
Sun,Star,Light,Physical phenomenon,Ultimate source of,"Whatever might be the source of light, the sun is the ultimate source of all lights."
Propagation of light,Physical phenomenon,Not applicable,Not applicable,Not applicable,By the end of this chapter we will be able to- • explain propagation of light.
Notebook covers,Object,Size,Characteristic,of,Task: Take three note book covers of the same size.
Size,Characteristic,Notebook covers,Object,of,Task: Take three note book covers of the same size.
Same size,Characteristic,Notebook covers,Object,of,Task: Take three note book covers of the same size.
Candle,Object,Table,Object,Placed on,Now lit a candle and place it behind the boards at one end of the table in such a way that the flame reaches the height of the holes(fig :9.1).
Flame,Object,Boards,Object,Behind,Now lit a candle and place it behind the boards at one end of the table in such a way that the flame reaches the height of the holes(fig :9.1).
Flame,Object,Holes,Object,Reaches height of,Now lit a candle and place it behind the boards at one end of the table in such a way that the flame reaches the height of the holes(fig :9.1).
Candle,Object,Flame,Object,Visible through holes,"Now look at the candle from the other end of the table, you will be able to see the flame of the candle through the holes."
Flame,Physical object,Not applicable,Not applicable,Not applicable,"No, you can not see the flame."
Eye,Organ,Light,Electromagnetic radiation,Enters through,Light could not enter your eye through the curvy way.
Ray of light,Physical entity,Light,Physical entity,Traversed by,The s1raight line traversed by light is known as the ray of light.
Light,Physical phenomenon,Straight way,Physical phenomenon,Travels in,Fig. 9 .1: Light travels in straight way LESSON 3 : HOW DO WE SEE?
Object,Physical entity,Eye,Organ,Seen by,"When light reflects or returns from an object to our eye, only then we can see that object."
Light,Physical entity,Object,Physical entity,Reflects/returns from,"When light reflects or returns from an object to our eye, only then we can see that object."
Bulb,Object,Light,Physical phenomenon,Produces,We can see the bulb as light coming from the bulb falls on our eyes.
Reflection of light,Physical phenomenon,Light,Electromagnetic radiation,Backward movement,This going back of light is called reflection of light.
Objects,General entity,Sun,Star,emit,"Objects like the sunt the stars, the firefly, candle, electric bulb, etc have their own light and they can emit <::> light."
Objects,General entity,Firefly,Insect,emit,"Objects like the sunt the stars, the firefly, candle, electric bulb, etc have their own light and they can emit <::> light."
Objects,General entity,Candle,Object,emit,"Objects like the sunt the stars, the firefly, candle, electric bulb, etc have their own light and they can emit <::> light."
Objects,General entity,Electric bulb,Object,emit,"Objects like the sunt the stars, the firefly, candle, electric bulb, etc have their own light and they can emit <::> light."
Objects,General entity,Light,Physical phenomenon,emit,"Objects like the sunt the stars, the firefly, candle, electric bulb, etc have their own light and they can emit <::> light."
Objects,Physical entity,Lights,Physical entity,Reflects,~  Science Most objects do not have their own lights but they reflect lights of other sources.
Objects,Physical object,Light,Electromagnetic radiation,Reflectance,Some objects do not reflect the light falling on them.
Objects,Physical object,Black,Color,Look,Such objects look black.
Object,Physical object,Eyes,Organ,Interacts with,We see an object not because of the fact that light from our eyes fall on that object.
Light,Electromagnetic radiation,Object,Physical object,Interacts with,We see an object not because of the fact that light from our eyes fall on that object.
Eyes,Organ,Light,Electromagnetic radiation,Receives,We see an object not because of the fact that light from our eyes fall on that object.
Shoe box,Container,Cover,Part,Has,Procedure: Take a shoe box with the cover.
Cover,Part,Shoe box,Container,On top of,Procedure: Take a shoe box with the cover.
Wrap,Action,Inner side of the box,Object,with black paper,Wrap the inner side of the box with black paper.
Box,Object,Cover,Part,Has,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Box,Object,Wall,Part,Has,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Cover,Part,Box,Object,Part of,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Wall,Part,Box,Object,Part of,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Small hole,Opening,Cover,Part,Located on,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Big hole,Opening,Wall,Part,Located on,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Cover,Part,Small hole,Opening,Has,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Wall,Part,Big hole,Opening,Has,Make a small hole on the cover of the box and a big hole on its wall of one side of the box.
Side wall,Object,Big hole,Object,Has,Close the big hole of the side wall by a thick black paper or tape.
Thick black paper,Object,Big hole,Object,Used to close,Close the big hole of the side wall by a thick black paper or tape.
Tape,Object,Big hole,Object,Used to close,Close the big hole of the side wall by a thick black paper or tape.
Box,Object,Hole,Object,through,Light enters inside the box through this hole.
Stone,Object,Hole,Object,Seen through,This you try to see the stone through the hole 87 Fig 9 .2: How do we see things on the cover.
Cover,Object,Things,Object,Seen on,This you try to see the stone through the hole 87 Fig 9 .2: How do we see things on the cover.
Light,Physical phenomenon,Object,Physical object,Falls on,When light coming from an object and falls on normal eyes only then the object is seen.
Normal eyes,Body part,Object,Physical object,Receives light from,When light coming from an object and falls on normal eyes only then the object is seen.
Blinds,Person,Eyes,Body part,Belongs to,Eyes of the blinds are not nonnal so they can not receive the light coming from the object to their eys.
Light,Physical entity,Object,Physical entity,Coming from,Eyes of the blinds are not nonnal so they can not receive the light coming from the object to their eys.
Eyes,Body part,Light,Physical entity,Receives,Eyes of the blinds are not nonnal so they can not receive the light coming from the object to their eys.
Any black body,Object type,Light,Physical phenomenon,Absorbs from,Any black body or any black writing absorbs light coming from any source.
Any black writing,Object type,Light,Physical phenomenon,Absorbs from,Any black body or any black writing absorbs light coming from any source.
Light,Physical phenomenon,Any black body,Object type,Absorbed by,Any black body or any black writing absorbs light coming from any source.
Light,Physical phenomenon,Any black writing,Object type,Absorbed by,Any black body or any black writing absorbs light coming from any source.
printed black words,Physical object,white paper,Physical object,on,"As a result, we can see the printed black words from the white paper."
Object,Physical object,Light,Electromagnetic radiation,Falls on,"88 Science LESSONS 4-S : REFLECTION AND ABSORPTION OF LIGHT When light falls on an object, if it is obstructed and returns back, it is called reflection of light."
Light,Electromagnetic radiation,Object,Physical object,Reflects,"88 Science LESSONS 4-S : REFLECTION AND ABSORPTION OF LIGHT When light falls on an object, if it is obstructed and returns back, it is called reflection of light."
Object,Physical object,Light,Electromagnetic radiation,Falls on,When light falls on an object and do not comes back then that is called absorption of light.
Light,Electromagnetic radiation,Object,Physical object,Absorbed,When light falls on an object and do not comes back then that is called absorption of light.
Angle of incidence,Physical quantity,Angle of reflection,Physical quantity,Equal to,Here the angle of incidence is equal to the angle of reflection.
Incident rays,Physical entity,Reflected rays,Physical entity,Parallel to each other,The incident rays are parallel to each other as well as the reflected rays are parallel to each other.
Reflector,Accessory,Mirror,Accessory,"Related by ""or""","Required accessories: A reflector or mirror, a piece of wood, one page of paper, one steel plate, one plastic plate and one torch light."
Mirror,Object,White wall,Object,Opposite to,Procedure: At first hold a mirror vertically opposite to a white wall.
Wall,Object,Light,Physical phenomenon,Falls on,Observe whether the light falls on the wall is bright or faded.
Light,Physical phenomenon,Wall,Object,Falls on,Observe whether the light falls on the wall is bright or faded.
Bright,Physical property,Light,Physical phenomenon,Is on,Observe whether the light falls on the wall is bright or faded.
Faded,Physical property,Light,Physical phenomenon,Is on,Observe whether the light falls on the wall is bright or faded.
Paper,Material,Reflective surface,Physical property,Reflects light,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Piece of wood,Material,Reflective surface,Physical property,Reflects light,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Steel plate,Material,Reflective surface,Physical property,Reflects light,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Plastic plate,Material,Reflective surface,Physical property,Reflects light,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Torch light,Light source,Reflective surfaces,Physical property,Shines on,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Wall,Surface,Reflective surfaces,Physical property,Reflects light,"Now throw the light on the page of paper, piece of wood, steel plate, plastic plate from the torch light in the similar way and see the reflection of light on the wall each time."
Accessories,Object,Tennis ball,Object,Requires,Required accessories: One tennis ball.
Plane mirror,Object,Torch-light,Object,Required for,Required accessories: A plane mirror and a torch-light.
Mirror,Object,Floor,Surface,On top of,Procedure: Keep the mirror on the floor of the room in such a way that its face or the smooth surface remains upward.
Torch,Device,Light,Physical entity,Emits,Throw light from the torch in a straight way on the mirror.
Light,Physical entity,Mirror,Object,Reflects,Throw light from the torch in a straight way on the mirror.
Mirror,Object,"Science - Class--6, Fonna-12 -",Classroom,Reflects light to,"This light will be reflected back from the mirror and fall straight to the Science - Class--6, Fonna-12 - ."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,--.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,--.
Thylakoids,Membrane,Chloroplasts,Organelle,Within,--.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,--.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,--.
Chloroplasts,Organelle,Plant cells,Cell type,Located in,---· ...
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,---· ...
Chloroplasts,Organelle,Photosynthesis,Biological process,Occurs in,---· ...
Thylakoids,Membrane,Chloroplasts,Organelle,Part of,---· ...
Thylakoids,Membrane,Light-dependent reactions,Biological process,Occur in,---· ...
Photosynthesis,Biological process,Thylakoids,Membrane,Occurs in,---· ...
Light-dependent reactions,Biological process,Thylakoids,Membrane,Part of,---· ...
Chloroplasts,Organelle,plant cells,Cell type,Located in,"~ - ""-:- ."
photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,"~ - ""-:- ."
thylakoids,Membrane,Chloroplasts,Organelle,within,"~ - ""-:- ."
light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,"~ - ""-:- ."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,-.
Chloroplasts,Organelle,Thylakoids,Membrane,Contains,-.
Thylakoids,Membrane,Chloroplasts,Organelle,Within,-.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,-.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,-.
Mirror,Object,Torch,Object,Reflects light from,Now move the torch to throw the light on the mirror at an angle.
Mirrors,Object,Angles,Concept,Affect,You will see that when the angles are changing then the lights returning after falling on the mirror are also changing their directions.
Lights,Object,Mirrors,Object,Reflect,You will see that when the angles are changing then the lights returning after falling on the mirror are also changing their directions.
Angle of incidence,Physical quantity,Mirror,Object,created by light falling on,The angle created by the light falling on a mirror with the normal is called the angle of incidence and the angle created by the light reflecting back from the mirror with the normal is called angle of reflection.
Angle of reflection,Physical quantity,Mirror,Object,created by light reflecting back from,The angle created by the light falling on a mirror with the normal is called the angle of incidence and the angle created by the light reflecting back from the mirror with the normal is called angle of reflection.
Normal,Physical quantity,Mirror,Object,used to create angles of incidence and reflection,The angle created by the light falling on a mirror with the normal is called the angle of incidence and the angle created by the light reflecting back from the mirror with the normal is called angle of reflection.
Light,Physical entity,Mirror,Object,involved in creating angles of incidence and reflection,The angle created by the light falling on a mirror with the normal is called the angle of incidence and the angle created by the light reflecting back from the mirror with the normal is called angle of reflection.
Angle of incidence,Physical quantity,Angle of reflection,Physical quantity,Equal to,It was found from the experiment that the angle of incidence is equal to the angle of reflection.
Angle of incidence,Physical quantity,Angle of reflection,Physical quantity,Equal to,"That is, Angle of incidence = Angle of reflection."
Object,Physical object,Smooth surface,Physical object,Falls on,"But if the light reflected from the object falls on a smooth or glittering surface, an image of the object is formed on that surface."
Light,Physical phenomenon,Object,Physical object,Reflects from,"But if the light reflected from the object falls on a smooth or glittering surface, an image of the object is formed on that surface."
Object,Physical object,Image,Visual representation,Formed on,"But if the light reflected from the object falls on a smooth or glittering surface, an image of the object is formed on that surface."
Smooth surface,Physical object,Image,Visual representation,Formed on,"But if the light reflected from the object falls on a smooth or glittering surface, an image of the object is formed on that surface."
Mirror,Object,Stagnant water,Liquid,Located near,The known example is the mirror or reflector and stagnant water.
Mirror,Object,Our image,Visual perception,Reflects,"If we stand in front of a mirror, we can see our image."
Mirror,Object,Dressing table,Furniture,Part of,Stand in front of a large mirror (it might be the mirror of a dressing table).
Chloroplasts,Organelle,plant cells,Cell type,Located in,You will see your image.
Thylakoids,Membrane,Chloroplasts,Organelle,within,You will see your image.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,You will see your image.
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,You will see your image.
Glass,Object,Candles,Object,Required for,Required accessories: One large transparent glass and two candles.
Candles,Object,Glass,Object,Required for,Required accessories: One large transparent glass and two candles.
Glass sheet,Object,Table,Object,Placed on,Procedure: Place the glass sheet vertically on the table firmly so that it does not move.
Glass,Object,Table,Object,On,Light a candle and keep it in front of the glass on the table.
Candle,Object,Light,Physical property,Produces,Light a candle and keep it in front of the glass on the table.
Finger,Body part,Position of second candle,Location,At,"The interesting matter is, if you place your finger at the position of the second candle, it appears that your finger is burning."
Second candle,Object,Burning,Action,Appears,"The interesting matter is, if you place your finger at the position of the second candle, it appears that your finger is burning."
Image,Object,Plane mirror,Object,Located in front of,b The distance of the image from the plane mirror is equal to the distance of you from the mirror.
You,Person,Mirror,Object,Located in front of,b The distance of the image from the plane mirror is equal to the distance of you from the mirror.
Image,Object,You,Person,Equal distance from,b The distance of the image from the plane mirror is equal to the distance of you from the mirror.
Image,Object,Laterally inverted,Property,Has property,"c The image is laterally inverted, that is right and left side exchanges their positions."
Right side,Object,Left side,Object,Exchanges position,"c The image is laterally inverted, that is right and left side exchanges their positions."
All,Pronoun,Saloon,Place,Go to,All of us go to saloon to get a haircut.
Haircut,Activity,Saloon,Place,Get,All of us go to saloon to get a haircut.
Hair,Body part,Hair-dresser,Profession,Cutting,After cutting our hair the hair-dresser holds one reflector (mirror) behind us.
Hair-dresser,Profession,Mirror,Tool,Holding,After cutting our hair the hair-dresser holds one reflector (mirror) behind us.
Mirror,Tool,Us,Body part,Behind,After cutting our hair the hair-dresser holds one reflector (mirror) behind us.
Mirror,Object,Light,Physical phenomenon,Reflects,The light coming from the image falls on the mirror in ~ front of you.
Plane mirrors,Object type,Periscope,Object type,Used to make,It requires two plane mirrors to make a periscope.
Second mirror,Object,Light,Physical entity,Reflects from,"When the light reflected from the second mirror enters our eyes, we are able to see the object which could not be seen directly."
Eyes,Organ,Light,Physical entity,Receives,"When the light reflected from the second mirror enters our eyes, we are able to see the object which could not be seen directly."
Periscope,Optical instrument,Mirrors,Object,Made by placing,Fig. 9.10: Periscope Periscope is made by placing two strips of plane mirrors at the two ends of a long narrow tube.
Mirrors,Object,Strips,Object,Placed at the two ends of,Fig. 9.10: Periscope Periscope is made by placing two strips of plane mirrors at the two ends of a long narrow tube.
Strips,Object,Tube,Object,Long narrow,Fig. 9.10: Periscope Periscope is made by placing two strips of plane mirrors at the two ends of a long narrow tube.
1vo mirrors,Object,Wall of the tube,Surface,Fitted with,1\vo mirrors are fitted with the wall of the tube at an angle of 45° (fig 9.10).
Wall of the tube,Surface,1vo mirrors,Object,Fitted with,1\vo mirrors are fitted with the wall of the tube at an angle of 45° (fig 9.10).
Angle of 45°,Measurement,1vo mirrors,Object,Fitted at,1\vo mirrors are fitted with the wall of the tube at an angle of 45° (fig 9.10).
Periscope,Optical instrument,Games,Event,Used to see during,Periscope is used to see the games in the stadium when it is too crowded.
Periscope,Device,Soldiers,Profession,Used to see positions of,"Moreover, periscope is also used to see the positions of the soldiers hiding in the bunker and to locate targets on the surface of the sea from the sub-marines."
