entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Conductors of heat,Physical object,Heat,Physical phenomenon,Allows to pass through easily,The materials which allow heat to pass through them easily are conductors of heat.
Plastic,Material,Heat,Physical property,Poor conductor,The materials which do not allow heat to pass through them easily are poor conductors of heat such as plastic and wood.
Wood,Material,Heat,Physical property,Poor conductor,The materials which do not allow heat to pass through them easily are poor conductors of heat such as plastic and wood.
Poor conductors,Material property,Insulators,Material type,Known as,Poor conductors are known as insulators.
Water,Substance,Heat,Physical quantity,Poor conductor of,The water and air are poor conductors of heat.
Air,Substance,Heat,Physical quantity,Poor conductor of,The water and air are poor conductors of heat.
Round bottom flask,Laboratory equipment,Beaker,Laboratory equipment,Alternative,"Activity 3.8 Take a round bottom flask (if flask is not available, a beaker can be used)."
Water,Substance,Container,Object,Filled with,Fill it two-thirds with water.
Flask,Container,Candle,Heat source,Below,"Place it on a tripod, or make some arrangement to place the flask in such a way that you can heat it by placing a candle below it."
Water,Chemical substance,Flask,Container,Located in,Wait till the water in the flask is still.
Potassium permanganate,Chemical compound,Crystal,Physical object,Contained in,Place a crystal of potassium permanganate at the bottom of the flask gently using a straw.
Flask,Container,Crystal,Physical object,Located at the bottom of,Place a crystal of potassium permanganate at the bottom of the flask gently using a straw.
Straw,Tool,Crystal,Physical object,Used to place,Place a crystal of potassium permanganate at the bottom of the flask gently using a straw.
Water,Substance,Candle,Object,Placed just below,"Now, heat the water by placing the candle just below the crystal."
Candle,Object,Crystal,Object,Located below,"Now, heat the water by placing the candle just below the crystal."
Chloroplasts,Organelle,Plant cells,Cell type,Located in,Write your observation in your notebook and also draw a picture of what you observe (Fig. 3.9).
Thylakoids,Membrane,Chloroplasts,Organelle,within,Write your observation in your notebook and also draw a picture of what you observe (Fig. 3.9).
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Write your observation in your notebook and also draw a picture of what you observe (Fig. 3.9).
Light-dependent reactions,Biological process,Thylakoids,Membrane,Occur in,Write your observation in your notebook and also draw a picture of what you observe (Fig. 3.9).
Water,Molecule,Flame,Heat source,Near,"When water is heated, the water near the flame gets hot."
Hot water,Substance,Up,Direction,Rises,Hot water rises up.
Cold water,Temperature,Sides,Location,Moves towards,The cold water from the sides moves down towards the source of heat.
Source of heat,Temperature,Water,Substance,Causes movement of,The cold water from the sides moves down towards the source of heat.
Fig. 3.8,Image,Water,Substance,Depicts,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Conduction of heat,Physical process,Different materials,Material,Relates to,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Table 3.3,Table,Different materials,Material,Lists,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Material,Substance,Steel spoon,Object,Made of,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Metal,Substance,Steel spoon,Object,Material of,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Convection,Physical process,Air,Gas,Heats by,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Top,Location,Air,Gas,Located towards,"This water also gets hot and rises Fig. 3.8  Conduction of heat by different materials Table 3.3 Article Material with Does the other which the article end get hot is made of Yes/No Steel spoon Metal Yes Rationalised 2023-24  HEAT 31 Notice that towards the top, the air gets heated by convection."
Hand,Body part,Flame,Heat source,Above,"Therefore, the hand above the flame feels hot."
Flame,Heat source,Hand,Body part,Below,"Therefore, the hand above the flame feels hot."
Hot,Sensation,Hand,Body part,Feels,"Therefore, the hand above the flame feels hot."
Land,Physical entity,Water,Physical entity,Compared to,"During the day, the land gets heated faster than the water."
Air,Substance,Land,Surface,Located over,The air over the land becomes hotter and rises up.
Sea,Body of water,Air,Gas,From,The cooler air from the sea rushes in towards the land to take its place.
Land,Terrain,Air,Gas,Towards,The cooler air from the sea rushes in towards the land to take its place.
Land,Geographical feature,Sea,Geographical feature,Movement towards,The warm air from the land moves towards the sea to complete the cycle (Fig. 3.11).
Sea,Body of water,Air,Gas,From,The air from the sea is called the sea breeze.
Sea breeze,Weather phenomenon,Air,Gas,Derived from,The air from the sea is called the sea breeze.
Houses,Building,Windows,Building component,Part of,"To receive the cooler sea breeze, the windows of the houses in coastal areas are made to face the sea."
Coastal areas,Geographical location,Sea,Body of water,Located towards,"To receive the cooler sea breeze, the windows of the houses in coastal areas are made to face the sea."
Water,Substance,Land,Landform,Compared to,The water cools down more slowly than the land.
Land,Location,Sea,Location,Moves towards,"So, the cool air from the land moves towards the sea."
It,Subject,cannot reach us,Object,Action,It cannot reach us by conduction or convection as there is no medium such as air in most part of the space between the earth and the sun.
Conduction,Physical process,Medium,Object,Requires,It cannot reach us by conduction or convection as there is no medium such as air in most part of the space between the earth and the sun.
Convection,Physical process,Medium,Object,Requires,It cannot reach us by conduction or convection as there is no medium such as air in most part of the space between the earth and the sun.
Air,Medium,Space between the earth and the sun,Location,Not present,It cannot reach us by conduction or convection as there is no medium such as air in most part of the space between the earth and the sun.
Water,Substance,Not applicable,Not applicable,Not applicable,This process continues till the whole water gets heated.
Heated,Process,Water,Substance,Occurs to,This process continues till the whole water gets heated.
Heat transfer,Physical process,Convection,Heat transfer mechanism,Known as,This mode of heat transfer is known as convection.
Heat,Physical quantity,Air,Gas,Transfers through,How does the heat travel in air?
Air,Substance,Heat source,Object,Near,The air near the heat source gets hot and rises.
Air,Substance,Heat,Object,Gets hot,The air near the heat source gets hot and rises.
Air,Substance,Rises,Action,Result of getting hot,The air near the heat source gets hot and rises.
Air,Substance,Sides,Location,From,The air from the sides comes in to take its place.
Hand 1,Body part,Flame,Object,Above,Keep one hand above the flame and one hand on the side of the flame  (Fig. 3.10).
Hand 2,Body part,Flame,Object,On the side of,Keep one hand above the flame and one hand on the side of the flame  (Fig. 3.10).
Hands,Body part,Flame,Object,Near,Keep your hands at a safe distance from the flame so that they do not get burnt.
From the sun,Star,Heat,Energy,Comes to,Rationalised 2023-24  SCIENCE 32 From the sun the heat comes to us by another process known as radiation.
Heat,Energy,Us,Human,Comes to,Rationalised 2023-24  SCIENCE 32 From the sun the heat comes to us by another process known as radiation.
Transfer of heat,Physical process,Radiation,Physical phenomenon,by,The transfer of heat by radiation does not require any medium.
Medium,Physical entity,not required,Physical entity,for,The transfer of heat by radiation does not require any medium.
Utensil,Object,Heat,Physical quantity,Transfers to,A hot utensil kept away from the flame cools down as it transfers heat to the surroundings by radiation.
Flame,Object,Utensil,Object,Kept away from,A hot utensil kept away from the flame cools down as it transfers heat to the surroundings by radiation.
Utensil,Object,Surroundings,Physical space,Transfers heat to,A hot utensil kept away from the flame cools down as it transfers heat to the surroundings by radiation.
Radiation,Physical process,Surroundings,Physical space,Heat transfer occurs by,A hot utensil kept away from the flame cools down as it transfers heat to the surroundings by radiation.
Our body,Organism,Surroundings,Environment,Interacts with,"Our body too, gives heat to the surroundings and receives heat from it by radiation."
Heat,Physical quantity,Our body,Organism,Given off by,"Our body too, gives heat to the surroundings and receives heat from it by radiation."
Heat,Physical quantity,Surroundings,Environment,Received by,"Our body too, gives heat to the surroundings and receives heat from it by radiation."
Radiation,Physical process,Our body,Organism,Involved in,"Our body too, gives heat to the surroundings and receives heat from it by radiation."
Radiation,Physical process,Surroundings,Environment,Involved in,"Our body too, gives heat to the surroundings and receives heat from it by radiation."
Hot bodies,Physical object,Heat,Physical property,Radiate,All hot bodies radiate heat.
Object,Physical object,Temperature,Physical property,Increases due to,The temperature of the object increases due to the absorbed part of the heat.
Summer,Season,Light-coloured clothes,Clothing type,Preferred in,3.5 KINDS OF CLOTHES WE WEAR IN SUMMER AND WINTER You know that in summer we prefer light-coloured clothes and in winter we usually wear dark-coloured clothes.
Winter,Season,Dark-coloured clothes,Clothing type,Usually wear in,3.5 KINDS OF CLOTHES WE WEAR IN SUMMER AND WINTER You know that in summer we prefer light-coloured clothes and in winter we usually wear dark-coloured clothes.
Activity 3.10,Experiment,Two identical tin cans,Object,Involves,Let us find out Activity 3.10 Take two identical tin cans.
Sea breeze,Weather phenomenon,Land breeze,Weather phenomenon,Opposite,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Day time,Time of day,Night time,Time of day,Opposite,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Hot,Temperature,Cool,Temperature,Opposite,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Cool,Temperature,Hot,Temperature,Opposite,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Electricity,Energy source,Houses,Building type,Used to keep,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Fuels,Energy source,Houses,Building type,Used to keep,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Coal,Energy source,Houses,Building type,Used to keep,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Wood,Energy source,Houses,Building type,Used to keep,In Fig. 3.11  Sea breeze and Land  breeze Day time Night time Hot Cool Cool Hot Rationalised 2023-24  HEAT 33 We often use electricity and fuels like coal and wood to keep our houses cool or warm.
Cans,Object,Room,Location,Located in,Leave the cans in a room or in a shade.
Shade,Object,Room,Location,Located in,Leave the cans in a room or in a shade.
Dark surfaces,Physical property,Heat,Physical property,Absorb,"Dark surfaces absorb more heat and, therefore, we feel comfortable with dark coloured clothes in the winter."
Dark coloured clothes,Clothing type,Winter,Season,Worn in,"Dark surfaces absorb more heat and, therefore, we feel comfortable with dark coloured clothes in the winter."
Light coloured clothes,Clothing type,Heat,Physical entity,Reflects,"Light coloured clothes reflect most of the heat that falls on them and, therefore, we feel more comfortable wearing them in the summer."
Light coloured clothes,Clothing type,Summer,Season,Worn in,"Light coloured clothes reflect most of the heat that falls on them and, therefore, we feel more comfortable wearing them in the summer."
Heat,Physical entity,Light coloured clothes,Clothing type,Falls on,"Light coloured clothes reflect most of the heat that falls on them and, therefore, we feel more comfortable wearing them in the summer."
Woollen clothes,Clothing,Us,Human,Keeps warm,"Woollen clothes keep us warm in winter In the winter, we use woollen clothes."
Winter,Season,Woollen clothes,Clothing,Used in,"Woollen clothes keep us warm in winter In the winter, we use woollen clothes."
Wool,Material,Heat,Energy type,Conductor of,Wool is a poor conductor of heat.
Air,Gas,Body,Organism,Around,This air prevents the flow of heat from our body to the cold surroundings.
Heat,Physical quantity,Body,Organism,Flow of,This air prevents the flow of heat from our body to the cold surroundings.
Containers,Object,Black surface,Object,with,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Containers,Object,White surface,Object,with,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Celsius scale,Measurement scale,Temperature,Physical quantity,Measured by,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Conduction,Heat transfer mechanism,Conductor,Material,Occurs in,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Convection,Heat transfer mechanism,Fluids,Material,Occurs in,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Insulator,Material,Heat,Physical quantity,Prevents,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Land breeze,Wind,Land,Object,Blows from,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Radiation,Heat transfer mechanism,Objects,Object,Occurs between,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Sea breeze,Wind,Sea,Object,Blows from,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Temperature,Physical quantity,Thermometer,Measuring instrument,Measured by,Fig. 3.12  Containers with black and white surface Keywords Celsius scale Conduction Conductor Convection Insulator Land breeze Radiation Sea breeze Temperature Thermometer Rationalised 2023-24  SCIENCE 34 What you have learnt  Our sense of touch is not always a reliable guide to the degree of hotness of an object.
Temperature,Physical quantity,Object,Physical entity,Measure of, Temperature is a measure of the degree of hotness of an object.
Thermometer,Device,Temperature,Physical quantity,Measures, Thermometer is a device used for measuring temperature.
Clinical thermometer,Instrument,Body temperature,Physical quantity,Measured, Clinical thermometer is used to measure our body temperature.
Thermometer,Instrument,Range,Measurement,Has,The range of this thermometer is from 35°C to 42°C.
Laboratory thermometers,Instrument,Not applicable,Not applicable,Not applicable,"For other purposes, we use the laboratory thermometers."
Thermometers,Instrument,Range,Measurement,Has,The range of these thermometers is usually from –10°C to 110°C.
-10°C,Temperature,Range,Measurement,Minimum,The range of these thermometers is usually from –10°C to 110°C.
110°C,Temperature,Range,Measurement,Maximum,The range of these thermometers is usually from –10°C to 110°C.
Human body,Organism,Temperature,Physical quantity,Has, The normal temperature of the human body is 37°C.
Temperature,Physical quantity,37°C,Unit,Is, The normal temperature of the human body is 37°C.
Body at higher temperature,Object,Body at lower temperature,Object,Heat flows from, The heat flows from a body at a higher temperature to a body at a lower temperature.
Heat,Physical quantity,Object,Physical entity,Flow from,There are three ways in which heat can flow from one object to another.
Object,Physical entity,Heat,Physical quantity,Flow to,There are three ways in which heat can flow from one object to another.
Solids,State of matter,Heat,Physical quantity,Transferred by," In solids, generally, the heat is transferred by conduction."
Heat,Physical quantity,Liquids,State of matter,Transferred by,In liquids and gases the heat is transferred by convection.
Heat,Physical quantity,Gases,State of matter,Transferred by,In liquids and gases the heat is transferred by convection.
Convection,Heat transfer mechanism,Liquids,State of matter,Occurs in,In liquids and gases the heat is transferred by convection.
Convection,Heat transfer mechanism,Gases,State of matter,Occurs in,In liquids and gases the heat is transferred by convection.
Heat,Physical quantity,Radiation,Physical phenomenon,Transferred by,No medium is required for transfer of heat by radiation.
Materials,Physical object,Heat,Physical phenomenon,Conducts, The materials which allow heat to pass through them easily are conductors of heat.
Conductors of heat,Physical object,Heat,Physical phenomenon,Allows to pass through easily, The materials which allow heat to pass through them easily are conductors of heat.
Insulators,Material,Heat,Physical property,Do not allow to pass through easily, The materials which do not allow heat to pass through them easily are called insulators.
Dark-coloured objects,Physical object,Heat,Physical property,Absorb more than, Dark-coloured objects absorb more heat than the light-coloured objects.
Woollen clothes,Clothing material,Us,Human,Keeps warm during winter., Woollen clothes keep us warm during winter.
Wool,Material,Heat,Physical quantity,Poor conductor of,It is so because wool is a poor conductor of heat and it has air trapped in between the fibres.
Wool,Material,Air,Gas,Trapped in between,It is so because wool is a poor conductor of heat and it has air trapped in between the fibres.
Air,Gas,Fibres,Material,Trapped in between,It is so because wool is a poor conductor of heat and it has air trapped in between the fibres.
Cold steel spoon,Object,Cup of hot milk,Object,Dipped in,(e) A cold steel spoon is dipped in a cup of hot milk.
Outer walls,Building component,Houses,Building type,Part of,In places of hot climate it is advised that the outer walls of houses be painted white.
White paint,Paint type,Outer walls,Building component,Applied on,In places of hot climate it is advised that the outer walls of houses be painted white.
Water,Substance,One litre,Volume,Measured in,One litre of water at 30°C is mixed with one litre of water at 50°C.
Water,Substance,30°C,Temperature,Measured at,One litre of water at 30°C is mixed with one litre of water at 50°C.
Water,Substance,One litre,Volume,Measured in,One litre of water at 30°C is mixed with one litre of water at 50°C.
Water,Substance,50°C,Temperature,Measured at,One litre of water at 30°C is mixed with one litre of water at 50°C.
Water at 30°C,Substance,Water at 50°C,Substance,Mixed,One litre of water at 30°C is mixed with one litre of water at 50°C.
Iron ball,Object,40°C,Temperature,At,An iron ball at 40°C is dropped in a mug containing water at 40°C.
Water,Mug content,40°C,Temperature,At,An iron ball at 40°C is dropped in a mug containing water at 40°C.
Iron ball,Material,Water,Material,Flow from,The heat will (a) flow from iron ball to water.
Water,Liquid,Iron ball,Solid,Flow from,(c) flow from water to iron ball.
Wooden spoon,Object,Ice cream,Food,Dipped in,A wooden spoon is dipped in a cup of ice cream.
Stainless steel pans,Cookware,Copper bottoms,Cookware,Provided with,Stainless steel pans are usually provided with copper bottoms.
Copper bottom,Material,Pan,Object,Makes more durable,The reason for this could be that (a) copper bottom makes the pan more durable.
Copper,Element,Heat,Physical property,Conducts better than,(c) copper is a better conductor of heat than the stainless steel.
Stainless steel,Alloy,Heat,Physical property,Conducted less efficiently than,(c) copper is a better conductor of heat than the stainless steel.
Copper,Element,Stainless steel,Material,Compared to,(d) copper is easier to clean than the stainless steel.
Thermometer,Instrument,Tongue,Body part,Kept under,(b) why the thermometer is kept under the tongue.
Iron rod,Object,Paper strip,Object,Wrapped around,Wrap a thin paper strip tightly around an iron rod.
Chloroplasts,Organelle,plant cells,Cell type,Located in,Rationalised 2023-24  HEAT 37 4.
Photosynthesis,Biological process,Chloroplasts,Organelle,Occurs in,Rationalised 2023-24  HEAT 37 4.
Thylakoids,Membrane,Chloroplasts,Organelle,within,Rationalised 2023-24  HEAT 37 4.
Thylakoids,Membrane,Light-dependent reactions,Biological process,Occur in,Rationalised 2023-24  HEAT 37 4.
Chloroplasts,Organelle,Light-dependent reactions,Biological process,Occur in,Rationalised 2023-24  HEAT 37 4.
Paper,Object,Fig. 3.14,Image,Depicted in,Suspend the paper as shown in Fig. 3.14 above a lighted candle.
Fig. 3.14,Image,Candle,Object,Positioned above,Suspend the paper as shown in Fig. 3.14 above a lighted candle.
Candle,Object,Paper,Object,Positioned below,Suspend the paper as shown in Fig. 3.14 above a lighted candle.
Anders Celsius,Person,Celsius scale,Measurement scale,Devised by,"The celsius scale was devised by a Swedish astronomer, Anders Celsius in 1742."
Potassium permanganate,Chemical compound,Bottle,Container,Put in,Put a few crystals of potassium permanganate or pour a few drops of ink in one bottle.
Ink,Substance,Bottle,Container,Pour in,Put a few crystals of potassium permanganate or pour a few drops of ink in one bottle.
Bottle,Container,Water,Liquid,Filled with,Fill this bottle with hot water.
Hot water,Liquid,Bottle,Container,Filled into,Fill this bottle with hot water.
Bottle,Container,Water,Liquid,Filled with,Fill the other bottle with cold water.
Cold water,Liquid,Bottle,Container,Filled in,Fill the other bottle with cold water.
Water bottle,Object,Cold water,Liquid,Contained in,Cover the cold water bottle with a thick piece of paper such as a postcard.
Paper,Object,Water bottle,Object,Covering,Cover the cold water bottle with a thick piece of paper such as a postcard.
Postcard,Object,Hand,Body part,Held with,Press the postcard firmly with one hand and hold the bottle with the other hand.
Bottle,Object,Hand,Body part,Held with,Press the postcard firmly with one hand and hold the bottle with the other hand.
Bottle,Object,Hot water bottle,Object,On top of,Invert the bottle and place it on top of the hot water bottle.
Bottles,Object,Hands,Body part,Held by,Hold both the bottles firmly.
Dhankal Bus Stop,Location,Panihati Kolkata 700 114,Location,Located in,"Dhankal Bus Stop Panihati Kolkata 700 114 Phone :  033-25530454 CWC Complex Maligaon Guwahati 781 021 Phone :  0361-2674869 Publication Team Head, Publication : Anup Kumar Rajput Division Chief Production : Arun Chitkara Officer Chief Business : Vipin Dewan Manager Chief Editor (In charge) : Bijnan Sutar Production Officer : A.M.Vinod Kumar Cover, Layout and Illustrations Ashwani Tyagi ISBN  81-7450-654-3 758 – SCIENCE Textbook for Class 7 Printed on 80 GSM paper with NCERT watermark Published at the Publication Division by the Secretary, National Council of Educational Research and Training, Sri Aurobindo Marg New Delhi 110 016 and printed at Swapna Printing Works (P.) Ltd., Doltala, Doharia, P.O."
Phone,Contact detail,Dhankal Bus Stop Panihati Kolkata 700 114,Location,Belongs to,"Dhankal Bus Stop Panihati Kolkata 700 114 Phone :  033-25530454 CWC Complex Maligaon Guwahati 781 021 Phone :  0361-2674869 Publication Team Head, Publication : Anup Kumar Rajput Division Chief Production : Arun Chitkara Officer Chief Business : Vipin Dewan Manager Chief Editor (In charge) : Bijnan Sutar Production Officer : A.M.Vinod Kumar Cover, Layout and Illustrations Ashwani Tyagi ISBN  81-7450-654-3 758 – SCIENCE Textbook for Class 7 Printed on 80 GSM paper with NCERT watermark Published at the Publication Division by the Secretary, National Council of Educational Research and Training, Sri Aurobindo Marg New Delhi 110 016 and printed at Swapna Printing Works (P.) Ltd., Doltala, Doharia, P.O."
Phone,Contact detail,CWC Complex Maligaon Guwahati 781 021,Location,Belongs to,"Dhankal Bus Stop Panihati Kolkata 700 114 Phone :  033-25530454 CWC Complex Maligaon Guwahati 781 021 Phone :  0361-2674869 Publication Team Head, Publication : Anup Kumar Rajput Division Chief Production : Arun Chitkara Officer Chief Business : Vipin Dewan Manager Chief Editor (In charge) : Bijnan Sutar Production Officer : A.M.Vinod Kumar Cover, Layout and Illustrations Ashwani Tyagi ISBN  81-7450-654-3 758 – SCIENCE Textbook for Class 7 Printed on 80 GSM paper with NCERT watermark Published at the Publication Division by the Secretary, National Council of Educational Research and Training, Sri Aurobindo Marg New Delhi 110 016 and printed at Swapna Printing Works (P.) Ltd., Doltala, Doharia, P.O."
CWC Complex Maligaon Guwahati 781 021,Location,Guwahati,City,Located in,"Dhankal Bus Stop Panihati Kolkata 700 114 Phone :  033-25530454 CWC Complex Maligaon Guwahati 781 021 Phone :  0361-2674869 Publication Team Head, Publication : Anup Kumar Rajput Division Chief Production : Arun Chitkara Officer Chief Business : Vipin Dewan Manager Chief Editor (In charge) : Bijnan Sutar Production Officer : A.M.Vinod Kumar Cover, Layout and Illustrations Ashwani Tyagi ISBN  81-7450-654-3 758 – SCIENCE Textbook for Class 7 Printed on 80 GSM paper with NCERT watermark Published at the Publication Division by the Secretary, National Council of Educational Research and Training, Sri Aurobindo Marg New Delhi 110 016 and printed at Swapna Printing Works (P.) Ltd., Doltala, Doharia, P.O."
