entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Bangladesh,sovereign state,Cabinet of Bangladesh,cabinet,executive body,"[All rights reserved by the Publisher] First Publication Revised Edition Reprint Cover Illustrations Photography Overall Coordination September, 2012 November, 2017 , 2022 Mehedi Haque Nasreen Sultana Mitu & Mehedi Haque SUST SUPA & Colleted Mohammed Jaynal Abedin Design National Curriculum and Textbook Board, Bangladesh For free distribution by the Government of the People's Republic of Bangladesh Printed by:  Preface The aim of secondary education is to make the learners fit for entry into higher education by flourishing their latent talents and prospects with a view to building the nation with the spirit of the Language Movement and the Liberation War.
"
Education,academic discipline,Social movement,group of humans,subclass of,"To make the learners skilled and competent citizens of the country based on the economic, social, cultural and environmental settings is also an important issue of secondary education.
"
Textbook,literary genre,Curriculum,learned work,part of,"The textbooks of secondary level have been written and compiled according to the revised curriculum 2012 in accordance with the aims and objectives of National Education Policy-2010.
"
Humanism,social movement,Morality,ethical concept,subclass of,"Contents and presentations of the textbooks have been selected according to the moral and humanistic values of Bengali tradition and culture and the spirit of Liberation War 1971 ensuring equal dignity for all irrespective of caste and creed of different religions and sex.
"
Prime Minister of Bangladesh,public office,Sheikh Hasina,human,officeholder,"Honorable Prime Minister, Government of the People's Republic of Bangladesh, Sheikh Hasina expressed her firm determination to make the country free from illiteracy and instructed the concerned authority to give free textbooks to every student of the country.
"
National Curriculum and Textbook Board,nonprofit organization,Textbook,literary genre,instance of,"National Curriculum and Textbook Board started to distribute textbooks free of cost since 2010 according to her instruction.
"
Bangladesh,sovereign state,India,sovereign state,shares border with,"In its continuation, this textbook has been reviewed and updated with a view to create a developed and resourceful Bangladesh keeping vision 2041 ahead.
"
Science education,education,Education,academic discipline,subclass of,"The objectives of science education are to flourish the knowledge of natural phe- nomena by increasing observation power of learners so that learners can earn the capacity to solve the various problem.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Side by side, students will become more and more interested in the different elements of environmental aspects.
"
Learning by doing,learning,Learning,biological process,subclass of,"To make the textbook easy and joyful to the learners along with theoretical matters of science, some activities for learning by doing, has been included.
"
Creativity,personality trait,Talent,property,instance of,"To flourish the talent, creativeness, imagination and inquisitiveness of the learners different types of tasks have been introduced here.
"
Positive attitude,behavior,Negative attitude,behavior,opposite of,"With the help of this textbook the learners will achieve the skillness and face adverse situation to overcome the obstacles in positive attitude.
"
World Heritage Site,cultural heritage,UNESCO,international organization,maintained by,"Considering the challenges and commitments of 21st century and following the revised curriculum the textbook has been written.
"
Learner-friendly textbook,textbook,Textbook,literary genre,subclass of,"The textbook has been revised and re-edited by a prominent educationist to make it learner friendly in 2017.
"
Writing,communication,Intellectual labour,activity,subclass of,"I thank sincerely all who were involved in the process of revision, writing, editing, art and design of the textbook for their intellectual labour.
"
Munich,city,City,human settlement,instance of,"Professor Md.
"
Biotechnology,academic discipline,Polymer,group or class of chemical substances,subclass of,"Farhadul Islam Chairman National Curriculum and Textbook Board, Bangladesh  CONTENTS Chapter Subject Pages One Healthy Life, Better Living 1-33 Two Water for Life 34-59 Three All about Heart 60-88 l Four Starting a New Life 89-118 I Five Light for Sight 119-132 I Six Polymer 133-149 I Seven Use of Acid, Base and Salt 150-170 I Eight Our Resources 171-189 Nine l Living with Disaster 190-220 Ten I Let Us Know Force 221-238 Eleven Biotechnology 239-261 l Twelve Electricity in Daily Life 262-280 l Thirteen The World is Getting Smaller 281-307 Fourteen Science to Save Life 308-32~  Chapter One Healthy Life, Better Living We c:81111ot Jive: without !bod.
"
Bea'ffh,None,Dq,None,followed by,"Our bea'ffh dq,end& largely on the quality of~ food we take.
"
Olff,dictionary character,Dictionary character,character,instance of,"Food can make diffm:nces in ollf ~.
"
WOJ,Latin-script letter,Bella,Latin-script letter,part of,"wOJ:t, beha.viour and standard of lim.
"
Mcrgy,energy,Energy,physical quantity,subclass of,"During the p1oc:esa of respiralion the ehemical mcrgy of food ill oonwned into heat energy.
"
Need,nan,Food,disposable product,has effect,"Every living being takes food from 1he env:iro:mnent according to its need.
"
Omplex,nan,Chemical compound,group or class of chemical substances,subclass of,"Each type of food is a oomplex chemical rompo1md.
"
Mizzyme,protein,Molecule,molecular entity,subclass of,"Thia c:ompkx food tum5 into aimple food by diffi:Rm types of mizymes in diffim:mt parts of our digestive 11ystem.
"
Digeetion,None,Thia process,chemical process,part of,"Thia process is called digeetion.
"
Metabolism,biological process,Metabolism,biological process,part of,"This is called metabolism.
"
Comal,food,Food,disposable product,subclass of,"Aib::r digestion !be indigested part of the food Comal out of the body through a.
"
Special procen,profen,Profen,None,subclass of,"special procen.
"
Food pyramid,diagram,Food,disposable product,depicts,"Forma-1, Scil:nce, Clan 9-10  2 Science ~ At the end of th& thapter we will be able to- • • Explain the components of food and the ideal food pyramid De9Cribe the needs of the preservation -of food.
"
Natural food,food,Food,disposable product,subclass of,"• Analyse the impact of natural food and :wt food on the preservation of health.
"
Vitamins 11 and 12,group or class of chemical substances,HIV/AIDS,syndrome,has effect,"• Explain the sources ofvitsmins 11Dd their deficiency symptoms.
"
Mineral deficiency,laboratory finding,Mineral,chemical substance,facet of,"• Explain the sources of minerals and their deficiency symptoms.
"
Indox,None,Body mass,unit of measurement,facet of,"• Explain the necessity of body mass indox.
"
Water,None,Food,disposable product,part of,"• • Explain the usefullness of water and fibrous food.
"
Effects of food on human health,None,Food,disposable product,facet of,"De&eri.be the use of chemicals in food and its effects.
"
Drug,chemical substance,Side effect,health problem,has effect,"• Explain the harmful reactions ofmbac<:o and drugs in human body.
"
HIV/AIDS,syndrome,HIV/AIDS,syndrome,has cause,"• Explain what AIDS is.
"
Physical fitness,lifestyle,Physical fitness,lifestyle,facet of,"• Explain the technique of maintaining physical fitness.
"
Nutrition,science,Science,academic discipline,instance of,"Healthy Life, Better Living 3 1.1 Food and Nutrition According to the science of nutrition, all that we eat are not food.
"
Energy,physical quantity,Nutrition,science,has effect,"The edible items which can produce energy and immunity and help to grow and develop a living body by its nutrition are called food.
"
Digestion,biological process,Nutrition,science,part of,"Nutrition is- getting necessary food items from the environment and digesting and absorbing them, then fulfillment of energy need, developing the immunity of diseases, and growth of the body.
"
Organic compound,nan,Nutrient,chemical substance,subclass of,"The organic and inorganic elements in food which provide the vital force of the living body are collectively called the nutrients e.g.
"
Vitamin,organic compound,Mineral,chemical substance,subclass of,"glucose, minerals and vitamins etc.
"
Nutrient,chemical substance,Digestion,biological process,different from,"Nutrients do not need to be digested.
"
Nutrient,chemical substance,Food,disposable product,part of,"Living beings get nutrients from food.
"
Foodare,protein,Protein,group or class of chemical substances,subclass of,"The three main functions of foodare- 1.
"
Software development,production,Software development,production,part of,"growth and development,.
"
Human body,nan,Health,nan,manifestation of,"repair and protection of the body.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Heat,physical quantity,Energy,physical quantity,subclass of,"production of heat and energy.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Health,nan,Disease,health problem,different from,"protecting the body from diseases and making the body healthy, energetic and active.
"
Elements of Food,None,Food,disposable product,facet of,"Elements of Food There are six components of food (Fig: 1.01) e.g.
"
Vitamin,organic compound,Mineral,chemical substance,subclass of,"-carbohydrates, protems, fats, vitamins, minerals and water.
"
Protein,group or class of chemical substances,Nutrient,chemical substance,subclass of,"Among them carbohydrates, proteins and fats are nutrients; these help the body to produce nutrition, ensure development and give energy.
"
Fat,mixture,Energy storage,energy storage,subclass of,"Fats and carbohydrates are called the energy producing foods and proteins are called the body building foods.
"
Water,None,Mineral,chemical substance,subclass of,"Vitamins, minerals and water are called the protecting elements because these protect the body from diseases .
"
Carbohydrate,food,Food,disposable product,subclass of,"....----:=-------- Components of food Supplementary com onents vitamins minerals water Fig. 1.01 : Six components of food  4 Science 1.1.1 Carbohydrates Carbohydrates are the main food for human beings.
"
Carbon,chemical element,Oxygen,chemical element,has parts of the class,"It is formed by carbon, hydrogen and oxygen.
"
Heat,physical quantity,Energy,physical quantity,subclass of,"It produces energy and heat.
"
Sugar,food,Sweet,mixture,subclass of,"Sugar has no colour and smell but is sweet in taste.
"
Car-bahar,bahar,Bahar,watercourse,subclass of,"There are several types and sources of car- bohydrates.
"
Rice,food ingredient,Cereal,grain,subclass of,"Plant Sources Starch: Rice, wheat, maize and many other cereals are the main sources of starch.
"
Arum,taxon,Starch,food ingredient,this taxon is source of,"Besides these, potato, sweet potato and arum are vital sources of starch.
"
Glucose,None,Sugar,food,different from,"Glucose: It is less sweet than sugar.
"
Apple,fruit,Grape,berry,subclass of,"This carbohydrate is available in grapes, apples, carrots, dates etc.
"
Fructose,None,Mango,nan,found in taxon,"Fructose: In mango, papaya, banana and orange, or other sweet fruits and in flower extracted honey, fructose is available.
"
Fruit sugar,sugar,Sugar,food,subclass of,"This is called fruit sugar.
"
Molasses,nan,Sugar,food,subclass of,"Sucrose: Sugarcane, sugar, molasses and sugar- candy are the sources of sucrose.
"
Watermelon,vegetable,Vegetable,food,subclass of,"Cellulose: Wood apple, mango, banana, watermelon, groundnut, dry fruit and all kinds of vegetables are the potential sources of cellulose.
"
Cattle,organisms known by a particular common name,Milk,food,this taxon is source of,"Animal Source Lactose or Milk Sugar: The milk of cows, goats and other animals are the sources of lactose.
"
Glycogen,None,Glycogen,None,instance of,"Glycogen: Glycogen is available in the meat and liver of birds like chicken, pigeon etc.
"
Nutritional Value Carbohydrate,None,Nutrition,science,facet of,"Nutritional Value Carbohydrate has an important role in nutrition.
"
Energy,physical quantity,Heat,physical quantity,has effect,"Carbohydrate produces energy and heat in body.
"
Redox,chemical reaction,Metabolism,biological process,part of,"During respiration carbohydrate is oxidized and produces energy for metabolism.
"
Glycogen,None,Energy,physical quantity,subject has role,"Glycogen provides energy in deficiency of food or in hard labour.
"
Cellulose,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"Cellulose is a non digestive type carbohydrate.
"
Fiber food,food,Food,disposable product,subclass of,"This is a fibrous food.
"
Constipation,nan,Human digestive system,nan,subclass of,"It protects the body from constipation.
"
Fat,mixture,Carbohydrate,structural class of chemical compounds,subclass of,"Besides, proteins and fats are synthesized from carbohydrates.
"
"Healthy Life, Better Living",literary work,Sugar,food,main subject,"Healthy Life, Better Living 5 To get rid of the deficiency diseases of sugar, we have to take an optimum amount of sugar every day.
"
Fat cell,cell type,Human body,nan,part of,"On the other hand if the amount of sugar is more than the need, extra fat is accumulated as fat cell in the body.
"
Obesity,health risk,Diabetes,glucose metabolism disease,contributing factor of,"It may cause obesity and diabetes.
"
Lung,nan,Breathing,biological process,use,"Through the breathing or respiration process, we inhale oxygen which gets mixed with blood in our lungs.
"
Red blood cell,cell type,Blood,animal product,part of,"Red blood cells of blood carry this oxygen to the cells of our body and there it reacts with glucose to produce heat energy.
"
Heat energy,physical quantity,Energy,physical quantity,subclass of,"This heat energy is the source of all our energies.
"
Kilo calorie,UCUM derived unit,Energy,physical quantity,measured physical quantity,"The energy in food is measured as food calories or kilo calorie.
"
Gram,SI derived unit,Food calorie,UCUM derived unit,measured physical quantity,"The amount of heat energy produced by the oxidation of one gram of food is called the food calorie.
"
Calorie,UCUM derived unit,Energy,physical quantity,measured physical quantity,"The amount of energy which is needed to increase 1 ° Celsius temperature of 1 gram water is called one calorie.
"
Kilogram,unit of mass,Food calorie,UCUM derived unit,measured physical quantity,"One thousand calorie is equal to one kilo calorie or one food calorie.
"
Kilo calorie,UCUM derived unit,Food calorie,unit of measurement,measured physical quantity,"Food calorie is expressed in kilo calorie.
"
Protein,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"The calorie of carbohydrates and protein is almost equal 4 kcal/ gm, while fat has the highest- amount of calorie, that is, 9 kcal/ gm.
"
Man,male human,Woman,female human,opposite of,"An adult male person needs to eat food equal to 2500 kcal per day and for a woman this figure is 2000 kcal a day.
"
1.2 Proteins,protein,Protein,group or class of chemical substances,subclass of,"1.1.2 Proteins A protein is composed of carbon, hydrogen, oxygen and nitrogen.
"
Protein,group or class of chemical substances,Amino acid,structural class of chemical compounds,subclass of,"A protein is converted into an amino acid after digestion.
"
Amino acid,structural class of chemical compounds,Protein,group or class of chemical substances,part of,"A protein is identified by its amino acid.
"
Amino acid,structural class of chemical compounds,Amino acid,structural class of chemical compounds,subclass of,"20 types of amino acids have been found so far in the human body.
"
Amino acid,structural class of chemical compounds,Protein,group or class of chemical substances,subclass of,"Amino acids are the units of protein formation.
"
Plant protein,protein,Protein,group or class of chemical substances,subclass of,"According to their sources, there are two types of proteins-- animal proteins and plant proteins.
"
Animal protein,protein,Protein,group or class of chemical substances,subclass of,"The proteins which are obtained from animals are called animal proteins e.g.
"
Egg as food,food,Meat,food,subclass of,"fish, meat, egg, milk, cheese etc.
"
Plant protein,protein,Protein,group or class of chemical substances,subclass of,"The proteins which are obtained from plants are called plant proteins.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"e.g.
"
Bean,food,Seed,food,subclass of,"pulse, bean, seeds, pea, nuts, etc.
"
Essential amino acid,class of chemical compounds with similar source or occurrence,Amino acid,structural class of chemical compounds,subclass of,"Eight out of a total of 20 amino acids are essential.
"
Lysine,family of isomeric compounds,Valine,family of isomeric compounds,subclass of,"These are lysine, tryptophan, methionine, valine, leocine, isoleucine, phenyle alanine and threonine.
"
Amino acid,structural class of chemical compounds,Amino acid,structural class of chemical compounds,subclass of,"Body can synthesize the other amino acids except these eight types.
"
Animal protein,protein,Protein,group or class of chemical substances,subclass of,"These eight types of proteins are more available in animal protein.
"
Animal protein,protein,Protein,group or class of chemical substances,subclass of,"That is why the nutrient value of animal protein is much more than plant proteins.
"
Pea,taxon,Plant food,food,subclass of,"Plant foods like pulse,  6 Science soybean, pea and maize are rich in higher nutrient value.
"
Essential amino acid,class of chemical compounds with similar source or occurrence,Amino acid,structural class of chemical compounds,subclass of,"The other plant foods have no essential amino acid.
"
Plant food,food,Nutrient,chemical substance,subclass of,"So these plant foods have less nutrient value.
"
Protein,group or class of chemical substances,Protein,group or class of chemical substances,subclass of,"Proteins are essential for the building of animal body.
"
Protein,group or class of chemical substances,Protein,group or class of chemical substances,part of,"Most of the parts of the body are formed by proteins.
"
Feather,tissue,Bird,taxon,part of,"Bone, muscle, hair, bird feather, nail, animal horns etc.
"
Protein,group or class of chemical substances,Protein,group or class of chemical substances,subclass of,"are made by protein.
"
Fat,mixture,Fat,mixture,subclass of,"1.1.3 Fats and Lipid Fats are composed of fatty acids and glycerol.
"
Fatty acid,structural class of chemical compounds,Food,disposable product,part of,"There are 20 types of fatty acids in food.
"
Fatty acid,structural class of chemical compounds,Fat,mixture,subclass of,"The quality of fats depends on fatty acids.
"
Solid lipid,lipid,Fat,mixture,subclass of,"Solid lipids are called fats.
"
Lipid,organic compound,Fatty acid,structural class of chemical compounds,subclass of,"Lipids are saturated fatty acids.
"
Normal temperature,temperature,Solid,matter,subclass of,"They are solid at normal temperature e.g.
"
Fish as food,meat,Meat,food,subclass of,"the fats of fish and meat.
"
Oil,product,Lipid,organic compound,subclass of,"The lipids which are liquids at normal temperature are called oils.
"
Oil,food ingredient,Fatty acid,structural class of chemical compounds,subclass of,"Oils are unsaturated fatty acids.
"
Liquid,fluid,Fluid,substance,subclass of,"They are liquid at normal temperature e.g.
"
Soybean oil,food ingredient,Mustard oil,food ingredient,said to be the same as,"soybean oil, mustard oil etc.
"
Lipid,organic compound,Organic compound,nan,subclass of,"Lipids are of two types according to their sources.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Yolk,food,Egg as food,food,part of,"Animal lipids: Meat with fat, butter, ghee, cheese, yolk of eggs are the sources of animal fat.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Plant lipid,structural class of chemical compounds,Lipid,organic compound,subclass of,"Plant lipids: Different types of vegetable oils are the sources of plant lipids.
"
Mustard seed,seed,Seed,food,subclass of,"Mustard, soybean, sesame, linseed, maize, coconut, sunflower and palm oil are the sources of plant lipids.
"
Peanut,taxon,Pistachio,type of fruit,has fruit type,"Cashew, pistachio and peanut are also the sources of lipids.
"
Role of Lipid 1,None,Lipid,organic compound,facet of,"Role of Lipid 1.
"
Heat,physical quantity,Energy,physical quantity,subclass of,"Lipid is the highest source of heat and energy in the body.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Lipid,organic compound,Nutrition,science,subject has role,"Lipid is essential for the growth and nutrition of the body.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Heat storage,energy storage,Energy storage,goods,subclass of,"It prevents the misuse of heat and works as a source of food storage for the future.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Skin condition,integumentary system disease,Skin,anatomical structure,afflicts,"It keeps the skin smooth, soft and healthy and thus protects the skin from skin disease.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
E vitamins,group or class of chemical substances,Vitamin,organic compound,subclass of,"Lipid helps to absorb the soluble vitamins e.g.-A, D, E and K.
"
Eczema,skin disease,Skin condition,integumentary system disease,subclass of,"Healthy Life, Better Living 7 Diseases Resulting from Lipid Deficiency and Remedies The deficiency of lipids causes skin diseases and eczema.
"
Dry skin,skin,Skin,anatomical structure,subclass of,"Skin becomes dry and rough and loses its beauty.
"
Protein breakdown,biological process,Weight loss,clinical sign,has effect,"The long time deficiency of lipid causes break down of the stored protein and body loses its weight.
"
Circulatory system,nan,Human body,nan,part of,"On the other hand too much of lipid disturbs the blood circulation of the body.
"
Fattybody,disease,Disease,health problem,instance of,"For this reason, fattybody is easily attacked with diseases.
"
Protein,group or class of chemical substances,Carbohydrate,structural class of chemical compounds,subclass of,"1.1.4 Vitamins Even if the food contains sufficient amounts of carbohydrates and proteins, a special type of food is necessary for the normal growth and nutrition of the body.
"
Vitamin,organic compound,Food component,chemical substance,subclass of,"This food component is called vitamin.
"
Vitamin,organic compound,Health,nan,part of,"Vitamin is essential for normal growth and a healthy body.
"
Vitamin,organic compound,Organic compound,nan,subclass of,"Vitamin is an organic compound.
"
Soluble vitamin,group or class of chemical substances,Vitamin,organic compound,subclass of,"Some vitamins are soluble in fats and some are soluble in water.
"
Vitamin A,group or class of chemical substances,Fat soluble vitamins,group or class of chemical substances,subclass of,"Fat soluble vitamins : Vitamin A, D, E and K.
"
Vitamin B complex,None,Water soluble vitamins,group or class of chemical substances,subclass of,"Water soluble vitamins : Vitamin B complex and Vitamin C.
"
Cod,organisms known by a particular common name,Fish,taxon,subclass of,"Fat Soluble Vitamins Vitamin A Animal sources of vitamin A are eggs, cow's milk, butter, posset, yogurt, liver and different types of oil rich fish, specially the cod fish.
"
Carotene,None,Vitamin A,group or class of chemical substances,subclass of,"Plant sources of vitamin A are carotene rich vegetables e.g.
"
Peanut,taxon,Fruit,plant organ,has fruit type,"red amaranthus, kachu shak, data shak, basil, jute leaf, kalmi shak, mint, pea, carrot, lady finger, cabbage, peanut and different types of fruits e.g.
"
Jackfruit,taxon,Vitamin A,group or class of chemical substances,this taxon is source of,"mango, ripe  8 Science papaya, jackfruit are the great sources of vitamin A.
"
Carrot,food ingredient,Vitamin A,group or class of chemical substances,subclass of,"Large amounts of vitamin A is present in carrots.
"
Vitamin A,group or class of chemical substances,Vitamin,organic compound,subject has role,"The functions of vitamin A are: 1.
"
Development of the human body,animal development,Animal development,animal development,subclass of,"It ensures smooth activities for the growth and development of the body.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Cornea,anatomical structure,Eye,anatomical structure,part of,"skin and cornea of the eyes.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Gum,soft tissue,Tooth,organ,part of,"It keeps teeth, gum and bones healthy.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Night blindness,night blindness,Night blindness,visual impairment,subclass of,"It keeps the eye sight normal and protects the eyes from night blindness.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Infection,physiological condition,Infection,physiological condition,has cause,"It protects the body from contagious diseases.
"
Deficiency symptoms of vitamin A and Remedies Night blindness,disease,Vitamin A deficiency,laboratory finding,has cause,"Deficiency Symptoms of Vitamin A and Remedies Night blindness is the result of the deficiency of vitamin A.
"
Cornea ulcer,disease,Hypocalcaemia,disease,symptoms,"Cornea ulcer also results from its deficiency.
"
Xerophthalmia,disease,Xerophthalmia,disease,subclass of,"This is called xerophthalmia.
"
Blindness,clinical sign,Disease,health problem,subclass of,"Due to this disease a person becomes totally blind.
"
Vitamin A,group or class of chemical substances,Vitamin,organic compound,subclass of,"The growth of the body is also disturbed due to the deficiency of vitamin A.
"
Common cold,infectious disease,Cough,clinical sign,symptoms,"Sometimes it causes the symptom of scabies, cold and cough and throat pain.
"
Rash,clinical sign,Skin condition,integumentary system disease,subclass of,"Sometimes rash is also seen on the skin.
"
Vitamin D,None,Vitamin,organic compound,subclass of,"Vitamin D Animals are the only source of vitamin D.
"
Vitamin D,None,Sun,G-type main-sequence star,produced by,"Vitamin D is synthesized in human skin by the ultraviolet ray of the sun.
"
Yolk,food,Egg as food,food,part of,"Yolk of eggs, milk and butter are the main sources of vitamin D.
"
Vitamin D,None,Vitamin,organic compound,subclass of,"Cabbage, liver and oil rich fish are also the sources of vitamin D.Vitamin D helps the body absorb calcium which is useful to build bones.
"
Rickets,rare disease,Vitamin D deficiency,laboratory finding,has cause,"Because of the deficiency of vitamin D, children may be attacked with rickets disease.
"
Taking more vitamins than the need,health risk,Health risk,risk source,subclass of,"Taking more vitamins than the need is harmful to the body.
"
Calcium,chemical element,Phosphorus,chemical element,subclass of,"So, a huge amount of calcium and phosphorus are absorbed.
"
Kidney,anatomical structure,Calcium,chemical element,contains,"As a result, a large amount of calcium is stored in the kidney, heart and veins.
"
Palm oil,vegetable oil,Vegetable oil,food ingredient,subclass of,"Healthy Life, Better Living 9 Vitamin E All types of vegetable oil, especially palm oil, are the best sources of vitamin E.
"
Vitamin E,None,Vitamin,organic compound,subject has role,"More or less all the foods have vitamin E.
"
Com oil,mixture,Cotton seed oil,seed oil,made from material,"Large amount ofE is available in com oil, cotton seed oil, sunflower oil and lettuce leaf.
"
Vitamin E,None,Anti- oxidant,medication,subject has role,"In human bodies vitamin E is the anti oxidant.
"
Fat,mixture,Skin condition,integumentary system disease,contributing factor of,"This anti oxidant inhibits the accumulation of fat in veins and keeps the skin healthy.
"
Vitamin E,None,Vitamin,organic compound,subject has role,"Besides this vitamin E also helps to develop the cell and removes infertility of man and other animals.
"
Embryo,organism,Uterus,anatomical structure,location of creation,"The embryo may die in the uterus for the deficiency of vitamin E.
"
Vitamin E,None,Vitamin,organic compound,subject has role,"Eating a balanced diet everyday can fulfill the demand of vitamin E.
"
Vitamin B complex,group or class of chemical substances,B vitamins,group or class of chemical substances,subclass of,"Water Soluble Vitamins Vitamin B complex Vitamin B complex or vitamin B are 12 in number.
"
B vitamins,group or class of chemical substances,Vitamin,organic compound,subclass of,"This group of vitamins is called the vitamin B complex.
"
Vitamin B complex,None,Vitamin,organic compound,subject has role,"Vitamin B complex is very important for normal health.
"
Brain,animal organ,Nervous system,nan,part of,"The presence of vitamin B is essential for the growth of the body especially for the work of the brain and the nervous system, metabolic activity of the cell and for reproduction.
"
Thiamin,None,B vitamins,group or class of chemical substances,part of,"The sources, deficiency symptoms and the amount of different types of vitamins in the B complex group are shown below: Vitamin Source Symptoms Thiamin (B1) Plant source: Severe deficiency of husked rice, vitamin Bl causes the flour, pulse, oil symptom of beriberi seed, nut, fresh disease.
"
Egg as food,food,Animal product,product,subclass of,"Animal source: loss of appetite, weight Liver, egg, milk, loss are also caused by fish etc.
"
HIV/AIDS,syndrome,HIV/AIDS,syndrome,subclass of,"its deficiency.
"
Riboflavin,None,Liver,anatomical structure,found in taxon,"Forma-2, Science, Class 9-10  10 Science Riboflavin (B2) Liver, egg, milk, Wounds in the angle of green vegetables, lips, mouth and tongue young shoot of wrinkled skin, burning plant and sensation of eyes, .
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,".
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,".
"
Germination,biological process,Seed,food,has effect,"germinated seed.
"
Open mouth,None,Eye,anatomical structure,part of,"uneasmess m openmg eyes in light.
"
Niacin,None,Nicotinic acid pulse,disease,has effect,"Niacin or Meat, liver, ata, Its deficiency causes Nicotinic acid pulse, nut, oil pellagra disease.
"
Melanin,None,Chick-pea,taxon,found in taxon,"(Bs) seed, chick-pea Melanin is accumulated and vegetables.
"
Melanin,cell pigment,Skin,anatomical structure,produced by,"in skin due to this disease and melanin increases in the sun light.
"
Skin condition,integumentary system disease,Skin,anatomical structure,afflicts,"As a result skin becomes reddish and rough.
"
Tongue,anatomical structure,Pigment,colourant,subclass of,"Besides, the patient suffers from atrophy for accumulation of pigmentsin the tongue.
"
Pyridoxine,None,Rice,food ingredient,found in taxon,"Pyridoxine (B6) Rice, ata, fish, Loss of appetite, meat, vegetables, vomiting tendency and chick-pea, fungi, anaemia occur due to its kidney and yolk deficiency.
"
Egg as food,food,Egg as food,food,subclass of,"of eggs.
"
