entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Electron,type of quantum particle,Atom,composite particle,part of,"In the vicinity of sodium atoms it can easily take one electron from the sodium atom.
"
Electron,type of quantum particle,Electron,type of quantum particle,opposite of,"After receiving one electron from outside the florine atom becomes negatively charged.
"
 negatively charged ion,ion,Ion,molecular entity,subclass of,"This makes it a negatively charged ion.
"
Anion,ion,Ion,molecular entity,subclass of,"It is called anion.
"
Ionization,physical process,Atom,composite particle,has effect,"Forma-9- Science, Class-8  66 Science Thus by receiving or losing electron, atoms become ionized.
"
Cation,atom,Atom,composite particle,subclass of,"Of the two atoms, the one which lose electron becomes cation.
"
Ion,molecular entity,Atom,composite particle,subclass of,"The atom which grabs electron becomes anion or negatively charged ion.
"
Chemical compound,group or class of chemical substances,Chemical element,second-order class,has parts of the class,"As a result an attractive force works between these oppositely charged ions and they form a bond, in this way atoms of elements form molecules of compounds.
"
Higher education,academic discipline,Social class,social group,instance of,"You will know more about in higher classes.
"
Electron,type of quantum particle,Atom,composite particle,part of,"Atoms are formed by electrons, protons and neutrons.
"
Atomic nucleus,type of quantum particle,Atom,composite particle,part of,"- At the center of the atom there is the nucleus.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"In the nucleus there are positively charged protons and charge free neutrons.
"
Atomic nucleus,type of quantum particle,Atom,composite particle,part of,"Most of the mass of an atom is in the nucleus.
"
Electron shell,None,Atomic nucleus,type of quantum particle,part of,"- Negatively charged electron revolves in definite orbits or shells with the nucleus at the centre.
"
Electron,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"The space between the electrons and the nucleus is empty.
"
Empty space,None,Atom,composite particle,part of,"In fact most of the space in an atom is empty.
"
Second orbit,orbit,Third orbit,orbit,followed by,"- The first orbit can have maximum of 2 electrons, the second orbit can have maximum 8 electrons and the highest number of electrons for the third orbit is 18.
"
Energy level,physical quantity,Orbit,geographic location,calculated from,"These orbits are also called energy levels.
"
Full orbit,orbit,Orbit,geographic location,subclass of,"- If the highest orbit has the number of electrons which is the maximum number allowed, then the orbit is completely full.
"
Inertion,physical phenomenon,Atom,composite particle,facet of,"Such atoms are inert.
"
Ionization,physical process,Atom,composite particle,has effect,"- Atoms become stable and ionized by receiving or losing electrons.
"
Exercise Fill in the blanks,None,Blank space,None,instance of,"Exercise Fill in the blanks 1.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Atomic mass,unit of mass,Mass,physical quantity,measured physical quantity,"Most of the mass of the atom is in the ------ 3.
"
Atomic nucleus,type of quantum particle,Atom,composite particle,part of,"Most of the space of the atom is _____ _ 4.
"
Atomic number,physical quantity,Atom,composite particle,part of,"The number of _____ in an atom is called the atomic number.
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Proton,type of quantum particle,Isotopes of hydrogen,isotope,part of,"The number of protons in the isotopes of an element is ____ _  <'f"") 8l <""<I The Structure of Atoms 67 Short Answers Question 1.
"
Proton,type of quantum particle,Neutron,type of quantum particle,followed by,"Describe and show with diagram the positions in an atom where electrons, protons and neutrons are located.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Nitrogen,chemical element,Atomic number,physical quantity,instance of,"The atomic number of Nitrogen is 7.
"
Nitrogen,chemical element,Atom,composite particle,subclass of,"Show with diagram the distribution of electrons in a Nitrogen atom.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Therapy,treatment,Isotope,second-order class,uses,"Discuss the application of isotopes in Medical treatments and Agriculture.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Cation,family of isomeric compounds,Ion,molecular entity,followed by,"Explain with examples how cation and anions are formed.
"
Multiple Choice Questions 1,question,Question,literary genre,instance of,"Multiple Choice Questions 1.
"
Electron,type of quantum particle,Atom,composite particle,part of,"How many electrons can stay in the second orbit of an atom ?
"
2 b,Latin phrase,2,Latin phrase,part of,"2 b.
"
8,natural number,Natural number,integer sequence,instance of,"8 C.
"
18th century,century,History of the world,aspect of history,part of,"18 d.
"
32,natural number,Natural number,integer sequence,instance of,"32 2.
"
Rutherford experiment,physics experiment,Physics experiment,research project,instance of,"It can be concluded from the experiment of Rutherford that- i.
"
Indivisible atom,atom,Atom,composite particle,subclass of,"atoms are indivisible.
"
I,Latin phrase,Latin phrase,language variety,part of,"ii.
"
Atom,composite particle,Atom part,part,has parts of the class,"atoms can be divided.
"
II,Latin phrase,III,Latin phrase,followed by,"iii.
"
Empty space,None,Atom,composite particle,part of,"most of the space in an atom is empty.
"
Correctness,quality,Opposite,quality,opposite of,"Which of the following is correct?
"
Bachelor,female given name,Female given name,female given name,instance of,"n b.
"
111 C,natural number,Natural number,integer sequence,instance of,"111 C.
"
Question No. 2,nan,Question No. 3,nan,followed by,"ii & iii After reading the sentence below, give answers to questions no.
"
3.3,"version, edition, or translation",4.3,"version, edition, or translation",followed by,"3 and 4.
"
Proton,type of quantum particle,Atom,composite particle,part of,"In an atom of an element there are 10 proton and 8 neutrons .
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Mass,physical quantity,Atom,composite particle,calculated from,"What is the mass number of the atom?
"
10th century BC,century,History of the world,aspect of history,part of,"10 b.
"
16th century,century,Ancient history of the world,aspect of history,part of,"16 C.
"
18th century,century,History of the world,aspect of history,part of,"18 d.
"
4,natural number,Natural number,integer sequence,instance of,"26 4.
"
Oxygen,chemical element,Chemical element,second-order class,instance of,"Oxygen b.
"
Sulphur,human,Congregation of Holy Cross,organization,religious order,"Sulphur C.
"
Sodium,chemical element,Chemical element,second-order class,instance of,"Sodium d.
"
Neon 68,science question,Science question,convention,instance of,"Neon  68 Science Creative Questions 1.
"
X,chemical element,Atomic number,physical quantity,instance of,"The atomic number of atom X is 11.
"
Neutron,type of quantum particle,Atom,composite particle,part of,"On the other hand the atomic number of atom Y is 17 and the number of neutron in the atom is 18.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Carbon,chemical element,Isotopes of carbon,isotope,instance of,"How many isotopes of Carbon are there?
"
Cation,None,What is meant by cation,None,said to be the same as,"What is meant by cation?
"
Bachelor of Arts,academic degree,Academic degree,academic title,instance of,"c.
"
Mass number,physical quantity,Mass,physical quantity,calculated from,"What is the mass number of atom Y?
"
Philip II of Spain,human,President of Spain,public office,position held,"d.
"
X,type of quantum particle,Y,type of quantum particle,followed by,"Show the distribution of electrons in X and Y atoms and explain their ability to form bond between them ?
"
Fig-1 Fig-2 a,None,Fig-2 Fig-2 a,None,followed by,"Fig-1 Fig-2 a.
"
Atom,composite particle,Atom,composite particle,said to be the same as,"What is meant by the word atom?
"
Oxygen,chemical element,Atomic number,physical quantity,instance of,"What is meant, when it is said that the atomic number of oxygen is 8?
"
Bachelor of Arts,academic degree,Academic degree,academic title,instance of,"c.
"
Active stimulus,None,Inactive stimulus,None,opposite of,"Explain whether the Fig-1 of stimulus is active or inactive.
"
Philip II of Spain,human,President of Spain,public office,position held,"d.
"
Atom,composite particle,Atomic mechanics,branch of physics,studied by,"Give a comparative description of the atomic structure of the number 1 and number 2 atoms.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"Chapter Seven The Earth and Gravitation Newton put forward 1hc law of gravitation that all particles in the univCISC attract each other by a force which is proportional to the product of their masses and inversely as the squares of their distance apart.
"
Place of birth,geographic location,Place of death,geographic location,different from,"Does this force of attraction vary from place to place?
"
Time,series,Time,series,part of,"On what factor does this time depend?
"
Gravity,physical phenomenon,Gravity,physical phenomenon,instance of,"In this chapter, we will discuss gravitation.
"
Mass,physical quantity,Weight,physical quantity,has effect,"gravity, acceleration due to gravity, mass and weight.
"
Nova Scotia,province of Canada,Canada,sovereign state,part of,"••••• N ...
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"- ,t .
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,".
"
Mass,physical quantity,Weight,physical quantity,has effect,"V At tile end of thla chapter we wtll be able to- • explain gravitation; • explain the distinction between gravitation and gravity; • explain the acceleration due to gravity; • distinguish between.mass and weight; • explain the clwlge of weight of an object due to the influeru)e of gravitational acceleration; • realize the impact of gravitational accelc:ration in our life.
"
Jump,flight,Gravity,physical phenomenon,has cause,"70 Science Lesson 1 : Gravitation If we jump we cannot go up very much.
"
Earth,inner planet,Sun,G-type main-sequence star,parent astronomical body,"We fall back to the surface of the earth.
"
Tree,organisms known by a particular common name,Fruit,plant organ,has fruit type,"Fruits fall from trees on the earth.
"
Why do all these happen,None,All these things happen,occurrence,facet of,"Why do all these happen?
"
Earth,inner planet,Sun,G-type main-sequence star,parent astronomical body,"The reason is that the earth attracts these objects towards it.
"
Universe,universe,Universe,universe,instance of,"It is not only the earth that attracts us, in fact all objects in the universe attract one other.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"This universal attractive force is called gravitation.
"
Newton apple,apple,Apple,fruit,instance of,"You might have heard the story of Newton and the fall of an apple from the tree on the ground.
"
Isaac Newton,human,Newton Garden,garden,residence,"As the story goes, Newton was sitting in his garden and was engaged in thought.
"
Sydney,city,London,city,twinned administrative body,"Something must be attracting it towards the ground.
"
Earth,inner planet,Sun,G-type main-sequence star,parent astronomical body,"After much speculation, he came to the conclusion that the earth attracts every object towards it.
"
Earth,inner planet,Universe,universe,parent astronomical body,"Later on, he came to more specific conclusion that it is not only the earth but all objects in the universe attract each other towards their centre.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"The attractive force that exists between any two particles in the universe is called gravitational force.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"Newton's law of gravitation and gravitational force Each particle in the universe attracts every other particle with a force which is proportional to the product of their masses and inversely proportional to the square of the distance between them.
"
Newton's theorem,theorem,Isaac Newton,human,named after,"Newton developed an important theorem.
"
Mass,physical quantity,Gravity,physical phenomenon,has effect,"That the gravitational attraction between two homogeneous spheres is proportional to the product of their masses and inversely proportional to the square of the distance between their centres.
"
Centre,point,Sphere,surface,part of,"This is because for spherical bodies, the whole mass of the sphere can be assumed to be at the centre of the sphere, provided the observer is outside the sphere and the sphere is homogeneous.
"
Mass,physical quantity,Distance,physical quantity,calculated from,"If we assume that the two point objects or spherical bodies have masses m1 and m2 and the distance between them is d.
"
Earth,inner planet,Gravity,physical phenomenon,parent astronomical body,"Then the gravitational force F acting between them is given by  The Earth and Gravitation 71 Here G is the constant of proportionality.
"
Universal gravitational constant,physical constant,Gravitational constant,physical quantity,instance of,"It is called the universal gravitational constant.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"This means that if C) m1 F om 2 two spherical bodies, each of which has mass one : < > : kilogram and the distance between them is one meter, : d : the attractive force between them is G in magnitude.
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,".
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,".
"
'h b d,Latin phrase,Latin phrase, phrase,instance of,"> ' h b d.
"
Mass,physical quantity,Gravity,physical phenomenon,has effect,"From the formula of gravitation, we find that if the distance between the two object is fixed and the product of their masses is doubled, the gravitational force becomes double.
"
Mass,physical quantity,Force,physical quantity,has effect,"When the product of the masses is three times, the corresponding force will be three times greater.
"
Force,physical quantity,Mass,physical quantity,calculated from,"If the distance between the objects is doubled, keeping the product of the masses constant, the corresponding force will be one fourth and when the distance is made three times larger, the corresponding force becomes one ninth of original force.
"
Earth,inner planet,Sun,G-type main-sequence star,parent astronomical body,"The earth moves round the sun due to the influence of gravitational force just as a ball attached to a string can be made to revolve because of the tension in the string.
"
Planet,astronomical object type,Sun,G-type main-sequence star,parent astronomical body,"Now answer-why do the planets revolve round the sun?
"
Acceleration,physical quantity,Gravity,physical phenomenon,calculated from,"Lesson 2-3 : Gravity and the acceleration due to gravity Gravity: We know that every material or particle in the universe attracts each other.
"
Gravity,physical phenomenon,Universe,universe,facet of,"When this mutual attraction involves any two objects in the universe, we call it gravitation.
"
Gravity,physical phenomenon,Earth,inner planet,facet of,"If one of the objects is the earth and the attraction on the object is due to the earth, we call it gravity.
"
Cricket,type of sport,Cricket ball,ball,uses,"When a cricket ball is thrown upwards, it falls back to the earth due to the attraction of the earth.
"
Downward force,force,Upward force,force,opposite of,"Just as the earth attracts the cricket ball towards it with a downward force, the cricket ball attracts the earth with the same upward force.
"
Cricket,type of sport,Cricket ball,ball,uses,"But since the earth is very heavy compared to the cricket ball, it moves very little towards the cricket ball.
"
Mass,physical quantity,Mass,physical quantity,part of,"On the other hand, the cricket ball having little mass compared to the earth, accelerates toward the earth.
"
Gravity,physical phenomenon,Accelerating force,force,opposite of,"The accelerating force due to the earth on any object near to it is called gravity.
"
Moon,natural satellite,Sun,G-type main-sequence star,parent astronomical body,"Thus the attractive force between sun and the moon is called gravitation.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"But the attractive force that acts between you and the earth or between your science book and the earth will be called gravity.
"
Velocity,physical quantity,Force,physical quantity,calculated from,"Acceleration due to gravity: We know that when a force is applied on an object its velocity increases.
"
Acceleration,physical quantity,Velocity,physical quantity,calculated from,"The increase in velocity per second is called acceleration.
"
Gravity,physical phenomenon,Acceleration,physical quantity,has effect,"The force of gravity also causes acceleration.
"
Gravity,physical phenomenon,Acceleration,physical quantity,has effect,"This acceleration is called the acceleration due to gravity.
"
Gravitational acceleration,physical quantity,Gravity,physical phenomenon,calculated from,"The acceleration due to gravity is indicated by g.
"
Metre,unit of length,Acceleration,physical quantity,measured physical quantity,"Since ~ g is a form of acceleration, its unit is that of acceleration, that is meter/second2• ""'-I  72 Science Let us assume that M = the mass of the earth ,m = the mass of an object near the earth, d = the distance between the object and the centre of the earth From the formula of gravitation, the gravitation force, F = G Mm .
"
Force,physical quantity,Mass,physical quantity,calculated from,"d2 Again we get from the relation between force and acceleration, the force of gravity = mass x acceleration due to gravity.
"
Mg,UCUM derived unit,Fraction of mercury,chemical quantity,measured physical quantity,"That is F = mg.
"
GMm,UCUM derived unit,Metre,unit of length,measured physical quantity,"From the above relation we get, GMm mg= d2 GM or, g =-- d2 In this equation m is absent on the right side.
"
Mass,physical quantity,Acceleration,physical quantity,different from,"This means that the acceleration due to gravity does not depend on the mass of the body subjected to gravity.
"
Mass,physical quantity,Mass,physical quantity,has effect,"Since G and the mass of earth M is constant, so the value of g depends on the distance of matter d from the centre of earth.
"
Mass,physical quantity,Position,physical quantity,different from,"Thus the value of g is independent of the mass of the object but is not independent of its position.
"
G,natural number,Natural number,integer sequence,instance of,"This means the value of g is different in different places.
"
Circle,locus,Sphere,surface,part of,"Variation of the acceleration due to gravity: If the distance of the body at the surface of the earth measured from the centre of the earth that is the radius of the GM earth R, then g = R2 • Since the earth is not a perfect sphere, R is not really constant.
"
Earth,inner planet,Geography of the Earth,geography of geographic location,geography of topic,"So the value of g is not equal everywhere at the surface of the earth.
"
Equator,circle of latitude,Pole of latitude,geographic location,opposite of,"As we move from the pole to the equator, the value of R increases and the value of g decreases.
"
Minimum point,point,Equator,circle of latitude,opposite of,"At the equator the value of g is minimum.
"
9,natural number,Natural number,integer sequence,instance of,"It is 9.
"
Metre/sec2,UCUM derived unit,Gram,SI derived unit,measured physical quantity,"78 meter/sec2 • The value of g in the polar region is 9.832 meter/sec2 at the surface of the earth.
"
Metre,unit of length,Second,time interval,part of,"For the convenience of calculation the value of g is taken as 9.8 meter/sec2 .
"
Metre,unit of length,Second,time interval,part of,"At the surface of the earth, the value of g is 9.8 meter/sec2 .It means for a freely falling body near the surface of the earth, the velocity increases by 9.8 meter/sec at every second.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"If a body is allowed to fall from above, it reaches to the surface of the earth due to the force of gravity.
"
Stone,natural material,Earth,inner planet,part of,"If we allow a piece of stone and a piece of paper to fall from the same height, will they reach the surface of the earth at the same time?
"
Mass,physical quantity,Mass,physical quantity,different from,"Since the acceleration due to gravity does not depend on the mass of the body, therefore the acceleration acting on both the stone and the paper are the same.
"
Geology of the Earth,geology,Earth,inner planet,facet of,"As a result both of them should be expected to reach the surface of the earth at the same time.
"
Earth,inner planet,Stone,natural material,made from material,"But in reality the stone will reach the surface of the earth before the paper.
"
Air resistance,physical phenomenon,Atmospheric pressure,physical quantity,facet of,"This is because of the air resistance.
"
Atmosphere of Earth,atmosphere,Atmosphere of Earth,atmosphere,opposite of,"In the absence of air they would reach the ground at the same time.
"
Mass,physical quantity,Weight,physical quantity,different from,"The Earth and Gravitation 73 Lesson 4: Mass and weight In our day to day use oflanguage we often make no distinction between mass and weight.
"
Physical object,concrete object,Physics,academic discipline,studied by,"But in physics the two words mean different entities.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"In fact when we say that the weight of a bag of rice is 50 kg, we actually refer to their masses.
"
Weight,physical quantity,Science,academic discipline,studied by,"In this respect the use of the word weight of an object is scientifically wrong.
"
Mass,physical quantity,Weight,physical quantity,different from,"But what is the difference between mass and weight?
"
Material,product,Object,product,part of,"Mass: All objects are made of materials.
"
Mass,physical quantity,Material,product,subclass of,"Mass of an object refer to the amount of material present in an object.
"
State of motion,physical property,Newtonian mechanics,theory,facet of,"This property of the material does not depend on location, shape or state of motion, according to Newtonian physics.
"
Chemical bond,moiety,Atom,composite particle,part of,"The mass of the objects depends on the number and kind of atoms and the bonds by which the object is formed.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"The international unit of mass is kg.
"
Kilogram,unit of mass,Ton,SI derived unit,measured physical quantity,"One ton is 1000 kg.
"
Gram,SI derived unit,Small mass,physical quantity,measured physical quantity,"Small masses are expressed in units of gram.
"
Gram,SI derived unit,Mass,physical quantity,measured physical quantity,"Thus the mass of your pencil is 5 gram.
"
Gram,SI derived unit,Kilogram,unit of mass,part of,"Thousand gram make one kilogram(kg).
"
Newton's law,physical law,Mass,physical quantity,statement describes,"More appropriate meaning of mass comes from Newton's law F=ma.
"
Mass,physical quantity,Acceleration,physical quantity,calculated from,"Thus the mass of an object is the ratio ofF and acceleration.
"
Force,physical quantity,Mass,physical quantity,calculated from,"If the mass is greater it resists the increase of velocity more for the same applied force.
"
Mass,physical quantity,Inertia,physical phenomenon,has effect,"Mass is thus related to inertia of motion.
"
Weight,physical quantity,Human body,nan,calculated from,"Weight: We know that if a body is thrown upward, it comes back to the earth.
"
Weight,physical quantity,Weight,physical quantity,has effect,"This is due to the weight of the body which push the object towards the earth.
"
Gravity,physical phenomenon,Gravity,physical phenomenon,facet of,"We can say the force of gravity causes this downwards pull.
"
Weight,physical quantity,Force,physical quantity,calculated from,"The force by which the earth attracts an object to its center is called its weight.
"
Mass,physical quantity,Weight,physical quantity,has effect,"If the mass of an object is m and the acceleration due to gravity at a place is g, the weight of an object is w = mg.
"
Newton,UCUM derived unit,Mass,physical quantity,measured physical quantity,"The weight of an object with mass 10 kilogram is, w = 10 x 9.8 newton= 98 newton.
"
Spring balance,spring,Weight,physical quantity,measures,"Generally, we can determine the weight of an object by using a spring balance.
"
Mass,physical quantity,Weight,physical quantity,has effect,"Lesson 5 : The relation between mass and weight We know that the amount of material in an object is its mass.
"
Metres above sea level,altitude,Latitude,physical quantity,subclass of,"It is a constant parameter, which does not change due to change of its location to any height above the earth.
"
Earth,inner planet,Moon,natural satellite,parent astronomical body,"If an astronaut has a mass 7 5 kg, it will remain unchanged when he is in the surface of the earth or on the surface of the moon or in an orbit of the moon or earth.
"
Mass,physical quantity,Mass,physical quantity,has effect,"The amount of material by which an astronaut is built does not change due to change of position and that is why its mass remain unchanged.
"
Weight,physical quantity,Mass,physical quantity,calculated from,"Since the mass of an object is constant, its weight changes due to change in the Forma-10- Science, Class-8  74 Science value of g.
"
Weight,physical quantity,Object,container,calculated from,"As one goes more and more above the surface of the earth, the weight of an object becomes less and less.
"
Weight,physical quantity,Acceleration,physical quantity,calculated from,"The reason for which the value of the acceleration due to gravity changes are also the causes of change in weight of an object.
"
Weight,physical quantity,Fundamental parameter,physical quantity,different from,"The weight of an object is not an fundamental parameter.
"
Weight,physical quantity,Weight,physical quantity,different from,"For example, an object may have weight at one place and may not have any weight at another place.
"
Weight,physical quantity,Acceleration,physical quantity,calculated from,"At the centre of the earth, the value of acceleration due to gravity is zero and therefore, the weight of an object there must also be zero.
"
Weight,physical quantity,Gravity,physical phenomenon,calculated from,"At a distant space, where there is no gravitational force, the weight of an object must be zero.
"
Gravity,physical phenomenon,Gravity,physical phenomenon,opposite of,"The value of acceleration due to gravity due to gravitational force at the surface of the moon is ¼ compared to that at the surface of the earth.
"
Centre,geographic location,Earth,inner planet,part of,"The weight of an object at a location depends on its distance from the centre of the earth.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"If the distance is increased, the force of gravity due to earth at that point decreases.
"
Weight,physical quantity,Physical object,concrete object,calculated from,"As a result, the weight of an object there decreases.
"
Weight,physical quantity,Distance,physical quantity,calculated from,"But at a distant point from the earth, its weight decreases with the increase of distance.
"
Earth,inner planet,Atmosphere of Earth,atmosphere,parent astronomical body,"The weight of an object vary slightly also at different positions on the surface of the earth.
"
Gravity,physical phenomenon,Acceleration,physical quantity,has effect,"One reason for this is that, the earth is not a perfect sphere and the acceleration due to gravity is not same at all the points on the earth's surface.
"
Weighing machine,device,Weighing,physical process,use,"However, this variation is so small that it can be detected only by using a very sensitive weighing machine.
"
Nova Scotia,province of Canada,"Halifax, Nova Scotia",city,capital,"We neglect this variation in most of our calculation.
"
Equator,circle of latitude,Circle of latitude,geographic location,instance of,"At the equator, this weight will be least with a value of 9.
"
Equator,circle of latitude,Circle of latitude,geographic location,instance of,"At the equinoctial point, the weight is 9.
"
Mass,physical quantity,Weight,physical quantity,has effect,"The weight of a body increases in proportion to its mass.
"
Mass,physical quantity,Weight,physical quantity,calculated from,"Therefore, the instruments which are used to determine weight can also be used to measure the mass of the object.
"
Kilogram,unit of mass,Unit of mass,unit of measurement,instance of,"Often spring balance is calibrated in units of kilogram.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"Balances and weighing instruments are calibrated in such a way that we sometimes use the kg unit for measuring both mass and weight.
"
Tradition,custom,Tradition,custom,subclass of,"It is of course a wrong practice.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"When we buy a packet of rice or milk on which one kg is marked, we understand that each of these packets has one kilogram mass.
"
Kilogram,unit of mass,Weight,physical quantity,measured physical quantity,"But their weights are not 1 kg.
"
Newton,UCUM derived unit,Mass,physical quantity,measured physical quantity,"On the surface of the earth they will weigh 9.8 newton.
"
Planet,astronomical object type,Planet,astronomical object type,different from,"These packets will weigh different from planets to planets or on the moon, although their masses will remain unchanged.
"
Gravity,physical phenomenon,Gravity,physical phenomenon,facet of,"The Earth and Gravitation 75 Lesson 6: The acceleration due to gravity and the weight of an object are different at different places on the earth The weight of an object depends on the acceleration due to gravity g.
"
Weight,physical quantity,Physical quantity,physical property,subclass of,"The weight of an object is not an invariant quantity.
"
Earth,inner planet,Asia,continent,continent,"Its value changes from place to place on earth.
"
Geology of the Earth,geology,Earth,inner planet,facet of,"The reasons, for which the weight of an object changes are described below- (A) At different places on the surface of the earth: The weight of an object is different at different locations on the earth because of the shape of the earth and its different locations.
"
Sphere,surface,Surface,topological surface,subclass of,"(1) For the shape of the earth: Since the earth is not a perfect sphere,all points on the surface of the earth are not at equal distance from the centre of the earth.
"
Centre,geographic location,Earth,inner planet,part of,"As the value of g at a point depends on its distance from the centre of the earth, the value of g becomes different in different places on the earth's surface.
"
Circle of the Earth,circle of diameter,Radius,physical quantity,measured physical quantity,"At the equilateral area the radius of the earth is largest and the value of g is lowest (9.
"
Metre,unit of length,Second,time interval,part of,"78 meter/ sec2) there.
"
Weight,physical quantity,Object,container,calculated from,"This is why weight of an object is minimum in this region.
"
Circle,locus,Circle,locus,part of,"As we move from the equator to the poles, the radius of the earth decreases and the value of g increases (9.
"
Metre,unit of length,Second,time interval,part of,"83 meter/ sec2).
"
Weight,physical quantity,Object,container,calculated from,"Because of this the weight of an object also increases.
"
Minimum value,velocity,Maximum value,velocity,opposite of,"At the poles the radius of the pole is minimum and the value of g is maximum.
"
Weight,physical quantity,Object,container,calculated from,"As a result, the weight of an object is highest in this region.
"
Acceleration,physical quantity,Gravity,physical phenomenon,calculated from,"(2) For the diurnal rotation of the earth: Because of the diurnal rotation of the earth the acceleration due to gravity gradually increases from the equatorial region to polar region As a result the weight of an object also increases as we move from the equatorial region to polar region.
"
Acceleration,physical quantity,Gravity,physical phenomenon,calculated from,"(B) For the increase of height from the earth's surface: As we soar to higher heights, the value of the acceleration due to gravity decreases.
"
Weight,physical quantity, Height,physical quantity,calculated from,"Because of the greater height from the surface of the earth, the lower is the value of the weight of an object.
"
Summit,landform,Mountain,landform,part of,"Thus the value of g is less at the top of a mountain.
"
Acceleration,physical quantity,Gravity,physical phenomenon,calculated from,"( c) At a point inside the earth: As we go deeper inside the earth the value of the acceleration due to gravity goes on decreasing.
"
Weight,physical quantity,Physical object,concrete object,calculated from,"Because of this the weight of an object goes on decreasing, as we go deeper and deeper inside the earth.
"
Weight,physical quantity,Object,container,calculated from,"Thus the weight of an object is less inside a mine.
"
Centre of the Earth,geographic location,Gravity,physical phenomenon,facet of,"At the centre of the earth the value of the acceleration due to gravity is zero.
"
Weight,physical quantity,Force of attraction,physical quantity,calculated from,"Therefore, if we take an object to the centre of the earth, there will be no force of attraction of the earth on the object and its weight will be zero.
"
Weight,physical quantity,Surl'ace,physical quantity,calculated from,"76 Science Letson 7 - 8 : The variadon of weight ill a lift and ill 1pue: Weightlecsnea The value of g at a particular point on 1he surl'ace of 1he earth is fixed and therefore the weight of a person at that point is also definite.
"
Weightlessness,physical phenomenon,Weight,physical quantity,facet of,"But even then a person there may feel a change of his weight and even feel weightlessness under special conditions.
"
Inertial reference,frame of reference,Frame of reference,model,subclass of,"we have to introduce the idea of inertial frame of reference and the concept of appamit weight.
"
Inertial system,system,System,structure,subclass of,"When a system of refermce moves with constant velocity, it is called an inertial system.
"
Acceleration,physical quantity,Acceleration,physical quantity,opposite of,"Thus an inertial system has no acceleration; Newton's laws are applicable only in inertial systems.
"
Accelerated film,film,Film,series,subclass of,"In an accelerated frame.
"
Apparent weight,physical quantity,Weight,physical quantity,different from,"the apparent weight of a body differs from the true weight.
"
Weight,physical quantity,Inertial force,physical quantity,calculated from,"Whenever a frame of reference is 8""Clerawd, m inertial force arises from which we can find the apparent weight.
"
Acceleraion,UCUM derived unit,Ftame,physical quantity,measured physical quantity,"If the ftame like our lift has an accelera1ion a.
"
Fictitious language,language,Inertial language,language,subclass of,"an inertial (fictious) farce arises given by -ma, in a.
"
Acceleration,physical quantity,Direction,physical quantity,opposite of,"direction opposite to the acceleration of the frame of mcrcnce.
"
Newton's law of motion,physical law,Law of motion,physical law,instance of,"By applying newton's law of motion F+(-mg)=ma Or, F=m (g+a).
"
Acceleration a,physical quantity,Weight,physical quantity,calculated from,"Acceleration a is positive when lift is accelerated upwards and the felt weight of the person in the lift is greater than the real weight If the lift is given additional acceleration downwards, the apparent weight felt is less than the real weight mg.
"
Jfthe lift,lift,Free fall,fall,followed by,"Jfthe lift bu a free fall then a:=-g.
"
F,natural number,Natural number,integer sequence,instance of,"and F=O.
"
Mass,physical quantity,Weight,physical quantity,has effect,"Therefore the apparent weight is zero and the mass in the lift will feel weightlessness.
"
Static object,object,Object,product,subclass of,"An object released from the hand will remain static.
"
Velocity,physical quantity,Mass,physical quantity,calculated from,"If the lift is static or moving with constant velocity the mass in the lift will feel the normal weight.
"
Mass,physical quantity,Weight,physical quantity,has effect,"New words : Gravity, gravi1ational constant, acceleration due t.o gravity, mass, weight, weightlessness,, lift.
"
Gravity,physical phenomenon,Force,physical quantity,instance of,"What we have learned at the end of thil chapter - The attractive force that exists between any two material particles in the universe due 1o their masses is called the gravitational force.
"
