entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Dengue fever,viral infectious disease,Aedes mosquito,taxon,has cause,"Female Aedes mosquito acts as carrier of dengue virus.
"
Malaria,parasitic protozoa infectious disease,Dengue fever,viral infectious disease,has cause,"How can we control the spread of malaria or dengue?
"
Preventive healthcare,medical specialty,Communicable disease,disease,facet of,"Then how do you prevent the spread of communicable diseases?
"
Handkerchief,costume accessory,Sneeze,symptom,use,"We should keep a handkerchief on the nose and mouth while sneezing.
"
Infection,physiological condition,Disease,health problem,has effect,"It is better to keep a distance from infected persons.
"
Female Anopheles,taxon,Anopheles,taxon,parent taxon,"Fig. 2.8 : Female Anopheles mosquito Why does the teacher keep telling us not to let water collect anywhere in the neighbourhood?
"
Mosquito,taxon,Water,None,endemic to,"All mosquitoes breed in water.
"
Tire,product,Water,None,made from material,"Hence, one should not let water collect anywhere, in coolers, tyres, flower pot, etc.
"
Mosquito,taxon,Vector,organism,subclass of,"By keeping the surroundings clean and dry we can prevent mosquitoes from breeding.
"
Malaria,parasitic protozoa infectious disease,Malaria fever,parasitic protozoa infectious disease,symptoms,"Try to make a list of measures which help to avoid the spread of malaria.
"
Mode of transmission,None,Preventive healthcare,medical specialty,facet of,"Rationalised-2023-24  SCIENCE 24 Some of the common diseases affecting humans, their mode of transmission and few general methods of prevention are shown in Table 2.1.
"
Disease causing Microorganisms in Animals,disease,Disease,health problem,subclass of,"Disease causing Microorganisms in Animals Several microorganisms not only cause diseases in humans and plants, but also in other animals.
"
Anthrax,infectious disease,Bacteria,taxon,has cause,"For example, anthrax is a dangerous human and cattle disease caused by a bacterium.
"
Foot and mouth disease,infectious disease,Virus,taxon,has cause,"Foot and mouth disease of cattle is caused by a virus.
"
Disease causing Microorganisms in Plants,disease,Disease,health problem,subclass of,"Disease causing Microorganisms in Plants Several microorganisms cause diseases in plants like wheat,  rice, potato, sugarcane, orange,  apple and others.
"
Table 2,table,Plant pathology,academic major,facet of,"See Table 2.2 for some such plant diseases.
"
Bacillus anthracis,taxon,Anthrax,infectious disease,has effect,"They can be controlled by the Human Disease Causative Mode of Preventive Measures Microorganism Transmission (General) Tuberculosis Bacteria Air Measles Virus Air Chicken Pox Virus Air/Contact Polio Virus Air/Water Cholera Bacteria Water/Food Typhoid Bacteria Water Hepatitis A Virus Water Malaria Protozoa Mosquito Robert Köch (1876) discovered the bacterium (Bacillus anthracis) which causes anthrax disease.
"
Complete isolation,physiological isolation,Physical isolation,physiological condition,subclass of,"Keep the patient in complete isolation.
"
Personal property,property,Personal property,property,different from,"Keep the personal belongings of the patient away from those of the others.
"
Vaccination,treatment,Therapy,treatment,subclass of,"Vaccination to be given at suitable age.
"
Sanitary hygiene,personal hygiene,Personal hygiene,hygiene,subclass of,"Maintain personal hygiene and good sanitary habits.
"
Boiling water,water,Water,None,subclass of,"Consume properly cooked food and boiled drinking water.
"
Vaccination,treatment,Vaccine,medication,subclass of,"Vaccination.
"
Boiling water,water,Water,None,subclass of,"Drink boiled drinking water.
"
Vaccination,treatment,Vaccine,medication,subclass of,"Vaccination.
"
Spray insecticide,pesticide,Insecticide,pesticide,subclass of,"Spray insecticides and control breeding of mosquitoes by not allowing water to collect in the surroundings.
"
Food ingredient,food ingredient,Chemical substance,group or class of chemical substances,subclass of,"Table 2.1: Some Common Human Diseases caused by Microorganisms Rationalised-2023-24  MICROORGANISMS : FRIEND AND FOE 25 use of certain chemicals which kill the microbes.
"
Food Poisoning Boojho,poisoning,Poisoning,disease,instance of,"Food Poisoning Boojho was invited by his friend to a party and he ate a variety of foodstuff.
"
Venezuela,sovereign state,Madrid,city,capital,"On reaching home he started vomiting and had to be taken to a hospital.
"
Foodborne illness,disease,Food,disposable product,has cause,"The doctor said that this condition could be due to food poisoning.
"
Poisoning,disease,Disease,health problem,subclass of,"make the food poisonous causing serious illness and even death.
"
Food preservation,preservation, spoiling, spoilage,opposite of,"So, it is very important that we preserve food to prevent it from being spoilt.
"
Food preservation,preservation,Food preservation,preservation,subclass of,"2.5 Food Preservation In Chapter 1, we have learnt about the methods used to preserve and store food grains.
"
Food preservation,preservation,Food preservation,preservation,subclass of,"How do we preserve cooked  food at home?
"
Fungus,taxon,Baker's yeast,food ingredient,has effect,"You know that bread left unused under moist conditions is attacked by fungus.
"
Microorganism,organism,Food,disposable product,part of,"Microorganisms spoil our food.
"
Spoiled food,food,Taste,perception,has effect,"Spoiled food emits bad smell and has a bad taste and changed colour.
"
Spoiling,chemical reaction,Chemical reaction,chemical process,subclass of,"Is spoiling of food a chemical reaction?
"
Paheli,literary work,Mangali,fictional human,characters,"Paheli bought some mangoes but she could not eat them for a few days.
"
Pork,meat,Rotten,food,said to be the same as,"Later she found that they were spoilt and rotten.
"
Pickle,food ingredient,Mango,nan,made from material,"But she knows that the mango pickle her grandmother makes does not spoil for a long time.
"
Sheffield,city,London,city,different from,"She is confused.
"
Bacteria,taxon,Organism,anatomical entity,subclass of,"Plant Micro- Mode of Diseases organism Transmission Citrus Bacteria Air canker Rust of Fungi Air, wheat seeds Yellow vein Virus Insect mosaic of bhindi (Okra) Paheli wonders how food can become a ‘poison’.
"
Foodborne illness,disease,Leftovers,food,has cause,"Table 2.2: Some Common Plant Diseases caused by Microorganisms Food poisoning could be due to the consumption of food spoilt by some microorganisms.
"
Microorganism,organism,Food,disposable product,part of,"Microorganisms that grow on our food sometimes produce toxic substances.
"
These Rationalised,literary work,Food preservation,preservation,main subject,"These Rationalised-2023-24  SCIENCE 26 Let us study the common methods of preserving food in our homes.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"We have to save it from the attack of microorganisms.
"
Salting,food additive,Chemical substance,group or class of chemical substances,subclass of,"Chemical Method Salts and edible oils are the common chemicals generally used to check the growth of microorganisms.
"
Preservative,chemical substance,Preservation,preservation,subclass of,"Therefore they are called preservatives.
"
Acid preservative,preservative,Salt,mixture,subclass of,"We add salt or acid preservatives to pickles to prevent the attack of microbes.
"
Sodium benzoate,None,Preservative,chemical substance,subject has role,"Sodium benzoate and sodium metabisulphite are common preservatives.
"
Common Salt,None,Meat preservation,preservation,use,"Preservation by Common Salt Common salt has been used to preserve meat and fish for ages.
"
Fish as food,meat,Meat,food,subclass of,"Meat and fish are covered with dry salt to check the growth of bacteria.
"
Amla,food,Mango,nan,made from material,"Salting is also used to preserve amla, raw mangoes, tamarind, etc.
"
Sugar jam,food,Sugar,food,made from material,"Preservation by Sugar Jams, jellies and squashes are preserved by sugar.
"
Sugar,food,Bacteria,taxon,subclass of,"Sugar reduces the moisture content which inhibits the growth of bacteria which spoil food.
"
Oil,product,Preservation by Oil and Vinegar,preservation,use,"Preservation by Oil and Vinegar Use of oil and vinegar prevents spoilage of pickles because bacteria cannot live in such an environment.
"
Meat,food,Vegetable,food,subclass of,"Vegetables, fruits, fish and meat are often preserved by this method.
"
Boiling,cooking method,Milk,food,use,"Heat and Cold Treatments You must have observed your mother boiling milk before it is stored or used.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"Boiling kills many microorganisms.
"
Refrigerator,major appliance,Food preservation,preservation,use,"Similarly, we keep our food in the refrigerator.
"
Organism,anatomical entity,Microorganism,organism,manifestation of,"Low temperature inhibits the growth of microbes.
"
Pasteurised milk,milk,Milk,food,subclass of,"Pasteurised milk can be consumed without boiling as it is free from harmful microbes.
"
Chilled milk,milk,Milk,food,subclass of,"The milk is heated to about 700C for 15 to 30 seconds and then suddenly chilled and stored.
"
Microorganism,organism,Microorganism,organism,manifestation of,"By doing so, it prevents the growth of microbes.
"
Louis Pasteur,human,Pasteur,human,notable work,"This process was discovered by Louis Pasteur.
"
Pasteurisation,cooking method,Cooking,food preparation,subclass of,"It is called pasteurisation.
"
Fruit,vegetable,Vegetable,food,subclass of,"Storage and Packing These days dry fruits and even vegetables are sold in sealed air tight packets to prevent the attack of microbes.
"
Leguminous plant,plant,Plant,taxon,subclass of,"It is involved in the  fixation of nitrogen in leguminous plants (pulses).
"
Rhizobium,taxon,Symbiosis,biological process,subject has role,"Recall that Rhizobium lives in the root nodules of leguminous plants (Fig. 2.9), such as beans and peas, with which it has a symbiotic relationship.
"
Lightning,weather,Nitrogen,chemical element,has effect,"Sometimes nitrogen gets fixed through the action of lightning.
"
Atmosphere of Earth,atmosphere,Nitrogen,chemical element,made from material,"But you know that the amount of nitrogen in the atmosphere remains constant.
"
Next section,None,Next section,None,part of,"Let us understand this in the next section.
"
Packaging and labeling,industry,Milk,food,part of,"Why does the milk that comes in packets not spoil?
"
Pasteurisation,food preservation,Milk,food,made from material,"My mother told me that the milk is ‘pasteurised’.
"
Pasteurisation,food additive,Food additive,food ingredient,subclass of,"What is pasteurisation?
"
Foe 27 nitrogen,nitrogen,Nitrogen,chemical element,subclass of,"Rationalised-2023-24  MICROORGANISMS : FRIEND AND FOE 27 nitrogen cannot be taken directly by plants and animals.
"
Nitrogen,chemical element,Atmosphere of Earth,atmosphere,part of,"Certain bacteria and blue green algae  present in the soil fix nitrogen from the atmosphere and convert it into compounds of nitrogen.
"
Root,plant organ,Plant,taxon,part of,"Once nitrogen is converted into these usable compounds, it can be utilised by plants from the soil through their root system.
"
Protein,group or class of chemical substances,Chemical compound,group or class of chemical substances,subclass of,"Nitrogen is then used for the synthesis of plant proteins and other compounds.
"
Plant,taxon,Nitrogen,chemical element,this taxon is source of,"Animals feeding on plants get these proteins and other nitrogen compounds (Fig. 2.10).
"
Bacteria,taxon,Fungus,taxon,subclass of,"When plants and animals die, bacteria and fungi present in the soil convert the nitrogenous wastes into nitrogenous compounds to be used by plants again.
"
Atmosphere of Earth,atmosphere,Nitrogen,chemical element,made from material,"As a result, the percentage of nitrogen in the atmosphere remains more or less constant.
"
Nitrogen cycle,biogeochemical cycle,Biogeochemical cycle,cyclic process,instance of,"Fig. 2.10 : Nitrogen cycle Fig.
"
Nitrogen cycle,biogeochemical cycle,Nitrogen,chemical element,facet of,"2.9 : Roots of a leguminous plant with root nodules 2.7 Nitrogen cycle Our atmosphere has 78% nitrogen gas.
"
Nitrogen,chemical element,Protein,group or class of chemical substances,part of,"Nitrogen is one of the essential constituents of all living organisms as part of proteins, chlorophyll, nucleic acids and vitamins.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"The atmospheric Rationalised-2023-24  SCIENCE 28 KEYWORDS KEYWORDS KEYWORDS KEYWORDS KEYWORDS ALGAE ANTIBIOTICS ANTIBODIES BACTERIA CARRIER COMMUNICABLE DISEASES FERMENTATION FUNGI LACTOBACILLUS MICROORGANISM NITROGEN CYCLE NITROGEN FIXATION PASTEURISATION PATHOGEN PRESERVATION PROTOZOA RHIZOBIUM VACCINE VIRUS YEAST WHA WHA WHA WHA WHAT Y T Y T Y T Y T YOU HA OU HA OU HA OU HA OU HAVE LEARNT VE LEARNT VE LEARNT VE LEARNT VE LEARNT � Microorganisms are too small and are not visible to the unaided eye.
"
Desert,landscape,Landscape,territorial entity,subclass of,"� They can live in all kinds of environment, ranging from ice cold climate to hot springs and deserts to marshy lands.
"
Microorganism,organism,Plant,taxon,part of,"� Microorganisms are found in air, water and in the bodies of plants and animals.
"
Unicellular organism,organism,Multicellular organism,organism,opposite of,"� They may be unicellular or multicellular.
"
Bacteria,taxon,Microorganism,organism,subclass of,"� Microorganisms include bacteria, fungi, protozoa and some algae.
"
Virus,taxon,Microorganism,organism,subclass of,"Viruses, though different from the above mentioned living organisms, are considered microbes.
"
Virus,taxon,Microorganism,organism,subclass of,"� Viruses are quite different from other microorganisms.
"
Alcoholic drink,drink,Medicine,academic discipline,instance of,"� Some microorganisms are useful for commercial production of medicines and alcohol.
"
Organic waste,waste,Waste,material,subclass of,"� Some microorganisms decompose the organic waste and dead plants and animals into simple substances and clean up the environment.
"
Dysentery,syndrome,Malaria,parasitic protozoa infectious disease,has cause,"� Protozoans cause serious diseases like dysentery and malaria.
"
Foodborne illness,disease,Microorganism,organism,has cause,"� Some of the microorganisms grow on our food and cause food poisoning.
"
Root,plant organ,Plant,taxon,part of,"� Some microorganisms reside in the root nodules of leguminous plants.
"
Nitrogen,chemical element,Atmosphere of Earth,atmosphere,part of,"They can fix nitrogen from air into soil and increase the soil fertility.
"
Nitrogen,chemical element,Nitrogenous compound,structural class of chemical compounds,part of,"� Some bacteria  present in the soil fix nitrogen from the atmosphere and convert into nitrogenous compounds.
"
Nitrogen gas,None,Atmosphere of Earth,atmosphere,part of,"� Certain bacteria convert compounds of nitro- gen present in the soil into nitrogen gas which is released to the atmosphere.
"
Fill in the blanks,narrative,Narrative,creative work,instance of,"Fill in the blanks.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"(a) Microorganisms can be seen with the help of a ____________.
"
Fertilizer,chemical substance,Soil,granular material,part of,"(b) Blue green algae fix __________ directly from air and enhance fertility of soil.
"
Cholera,infectious disease,Cholera virus,taxon,has cause,"(d) Cholera is caused by __________.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Correct answer,nan,Tick the correct answer,nan,said to be the same as,"Tick the correct answer.
"
Streptomycin,None,Antibiotic,medication,subject has role,"(a) Yeast is used in the production of (i) sugar     (ii) alcohol     (iii) hydrochloric acid     (iv) oxygen (b) The following is an antibiotic (i) Sodium bicarbonate     (ii) Streptomycin     (iii) Alcohol     (iv) Yeast (c) Carrier of malaria-causing protozoan is (i) female Anopheles mosquito (ii) cockroach (iii) housefly (iv) butterfly (d) The most common carrier of communicable diseases is (i) ant    (ii) housefly    (iii) dragonfly    (iv) spider (e) The bread or idli dough rises because of (i) heat    (ii) grinding      (iii) growth of yeast cells  (iv) kneading (f) The process of conversion of sugar into alcohol is called (i)  nitrogen fixation  (ii) moulding  (iii) fermentation  (iv)  infection 3.
"
Organism,anatomical entity,Organism,anatomical entity,manifestation of,"Match the organisms in Column A with their action in Column B.
"
Curd,food,Lactobacillus,taxon,produced by,"A B (i) Bacteria (a) Fixing nitrogen (ii) Rhizobium (b) Setting of curd (iii) Lactobacillus (c) Baking of bread (iv) Yeast (d) Causing malaria (v) A protozoan (e) Causing cholera (vi) A virus (f) Causing AIDS (g) Producing antibodies 4.
"
Microorganism,organism,Organism,anatomical entity,subclass of,"Can microorganisms be seen with the naked eye?
"
Can not see,optical phenomenon,See,optical phenomenon,opposite of,"If not, how can they be seen?
"
Microorganism,organism,Organism,anatomical entity,subclass of,"What are the major groups of microorganisms?
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
Nitrogen,chemical element,Soil,granular material,part of,"Name the microorganisms which can fix atmospheric nitrogen in the soil.
"
5.7,album,6.1,album,followed by,"7.
"
Microorganism,organism,Life,phenomenon,part of,"Write 10 lines on the usefulness of microorganisms in our lives.
"
8.8,album,9.9,album,followed by,"8.
"
Effects of microorganism,None,Microorganism,organism,facet of,"Write a short paragraph on the harmful effects of microorganisms.
"
Antibiotic,medication,Medication,drug,subclass of,"What are antibiotics?
"
Antibiotic,medication,Antibiotic,medication,different from,"What precautions must be taken while taking antibiotics?
"
E X E R C I S E S A B Extended Learning,extended education,Extended education,education,instance of,"E X E R C I S E S A B Extended Learning — Activities and Projects 1.
"
Gram,SI derived unit,Bean,food,part of,"Pull out a gram or bean plant from the field.
"
Root,plant organ,Plant,taxon,part of,"Observe its roots.
"
Root nodule,None,Root,plant organ,part of,"You will find round structures called root nodules on the roots.
"
Root nodule,plant structure,Root,plant organ,part of,"Draw a diagram of the root and show the root nodules.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Jam,food,Jelly,food,subclass of,"Collect the labels from the bottles of jams and jellies.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Physician,occupation,Physician,occupation,subclass of,"Visit a doctor.
"
Antibiotic,medication,Antibiotic,medication,different from,"Find out why antibiotics should not be overused.
"
Short and long reports,report,Planning,process,subclass of,"Prepare  a short report.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Test tube,laboratory equipment,Sugar,food,made from material,"Project : Requirements – 2 test tubes, marker pen, sugar, yeast powder, 2 balloons and lime water.
"
Test tube,medical test,Test tube,anatomical structure,subclass of,"Take two test tubes and mark them A and B.
"
Clamp,tool,Stand,tool,subclass of,"Clamp these tubes in a stand and fill them with water leaving some space at the top.
"
Sugar,food,Test tube,anatomical structure,part of,"Put two spoonfuls of sugar in each of the test tubes.
"
Test tube B,bacteria,Bacteria,taxon,instance of,"Add a spoonful of yeast in test tube B.
"
Inflating balloon,balloon,Balloon,artificial physical object,subclass of,"Inflate the two balloons incompletely.
"
Test tube,laboratory equipment,Laboratory balloon,artificial physical object,subclass of,"Now tie the balloons on the mouths of each test tube.
"
Sunlight,light,Sunlight,light,opposite of,"Keep them in a warm place, away from sunlight.
"
Netherlands,country,Amsterdam,city,capital,"Watch the setup every day for next 3-4 days.
"
Observation,mental process,An explanation,philosophical concept,has effect,"Record your observations and think of an explanation.
"
Test tube,laboratory equipment,Lime water,laboratory equipment,made from material,"Now take another test tube filled 1/4 with lime water.
"
Test tube B,vacuum tube,Vacuum tube,artificial physical object,instance of,"Remove the balloon from test tube B in such a manner that gas inside the balloon does not escape.
"
Laboratory balloon,hot air balloon,Hot air balloon,aircraft component,subclass of,"Fit the balloon on the test tube and shake well.
"
Observe and explain,concept,Observation,mental process,subclass of,"Observe and explain.
"
Did You Know?,literary work,Friendship,social relation,main subject,"Rationalised-2023-24  MICROORGANISMS : FRIEND AND FOE 31 Did You Know?
"
Bacteria,taxon,Earth,inner planet,has effect,"Bacteria have lived on the earth for much longer than human beings.
"
Hardy plant,organism,Organism,anatomical entity,subclass of,"They are such hardy organisms that they can live under extreme conditions.
"
Iceberg,body of water,Water,None,subclass of,"They have been found living in boiling mudpots and extremly cold icy waters.
"
Sulfuric acid,None,Caustic soda,nan,subject has role,"They have been found in lakes of caustic soda and in pools of concentrated sulphuric acid.
"
Netherlands,country,Europe,continent,continent,"They can survive at depths of several kilometres.
"
Space survival,survival,Space,location,facet of,"They probably can survive in space, too.
"
Bacteria,taxon,Organism,anatomical entity,subclass of,"A kind of bacterium was recovered from a camera which stood on the moon for two years.There is probably no environment in which bacteria cannot survive.
"
Coal,sedimentary rock,Petroleum,product,subclass of,"Rationalised-2023-24  COAL AND PETROLEUM COAL AND PETROLEUM Can air, water and soil be exhausted by human activities?
"
Water,None,Primary education,nan,studied by,"You have already studied about water in Class VII.
"
Unlimited resource,None,Water,None,said to be the same as,"Is water a limitless resource?
"
Inexhaustible natural resource,natural resource,Natural resource,raw material,subclass of,"In the light of the availability of various resources in nature, natural resources can be broadly classified into two kinds: (i) Inexhaustible Natural Resources: These resources are present in unlimited quantity in nature and are not likely to be exhausted by human activities.
"
Sunlight,light,Atmosphere of Earth,atmosphere,part of,"Examples are: sunlight, air.
"
Exhaustible natural resource,natural resource,Natural resource,raw material,subclass of,"(ii) Exhaustible Natural Resources: The amount of these resources in nature is limited.
"
Human activity,activity,Fatigue,clinical sign,has effect,"They can be exhausted by human activities.
"
Coal,sedimentary rock,Mineral,chemical substance,subclass of,"Examples of these resources are forests, wildlife, minerals, coal, petroleum, natural gas etc.
"
Group exercise,None,Physical activity,activity,subclass of,"Activity 3.2 (It is a group activity) Take some containers.
"
Student group,group of humans,Student group,group of humans,part of,"Divide students into groups of seven each.
"
First generation,child,Second generation,child,followed by,"Label them as first, second and third generation respectively.
"
Basic needs,None,Material,product,subclass of,"W e use various materials for our basic needs.
"
Nature,phenomenon,Human impact on the environment,external risk,opposite of,"Some of them are found in nature and some have been made by human efforts.
"
Natural materials,material,Material,product,subclass of,"Activity 3.1 Make a list of various materials used by us in daily life and classify them as natural and man-made.
"
Man-made environment,environment,Natural environment,physico-geographical object,opposite of,"Natural Man-made Can we use all our natural resources forever ?
"
Water,None,Atmosphere of Earth,atmosphere,part of,"Does this list include air, water, soil and minerals?
"
Natural resource,raw material,Nature,phenomenon,natural product of taxon,"Since all these are obtained from nature, they are called natural resources.
"
Consumers,None,Social group,group of humans,subclass of,"Rationalised-2023-24  These sub-groups represent the consumers.
"
Second generation,cultural generation,Third generation,cultural generation,followed by,"As population is growing, second and third generations have larger number of consumers.
"
Eating container,container,Eating,activity,use,"Ask consumers of the first generation from each group to consume eatables from the container of their group.
"
Second generation consumer,consumer,Consumer,None,subclass of,"Now, ask the second generation consumers from each group to do the same.
"
Eating,activity,Eating,activity,uses,"Ask students to observe carefully the availability of eatables in each container.
"
Second generation,child,Third generation,child,followed by,"If some thing is left in the containers, ask third generation from each group to consume it.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"Now, finally observe whether all the consumers of the third generation got the eatables or not.
"
Coal,sedimentary rock,Natural resource,raw material,subclass of,"Assume that the eatables in the container represent the total availability of an exhausible natural resource like coal, petroleum or natural gas.
"
George Orwell,human,Nineteen Eighty-Four,written work,notable work,"Are the earlier generations of any group too greedy?
"
Wolfgang Amadeus Mozart,human,The Magic Flute,dramatico-musical work,notable work,"It may be that the earlier generations in some groups were concerned about the coming generation(s) and left something for them.
"
Coal,sedimentary rock,Natural resource,raw material,subclass of,"In this chapter we will learn about some exhaustible natural resources like coal, petroleum and natural gas.
"
Fossil,physical object,Organism,anatomical entity,subclass of,"These were formed from the dead remains of living organisms (fossils).
"
Fossil fuel,combustible matter,Fossil,material,subclass of,"So, these are all known as fossil fuels.
"
3.1 Coal,coal,Coal,sedimentary rock,instance of,"3.1 Coal You may have seen coal or heard about it (Fig. 3.1).
"
Black,color,Color,quality,instance of,"It is as hard as stone and is black in colour.
"
Coal,sedimentary rock,Fuel,chemical substance,subclass of,"Fig. 3.1: Coal Coal is one of the fuels used to cook food.
"
Steam,fluid,Steam engine,heat engine,produced by,"Earlier, it was used in railway engines to produce steam to run the engine.
"
Thermal power station,power station,Electricity,physical phenomenon,uses,"It is also used in thermal power plants to produce electricity.
"
Coal,sedimentary rock,Fuel,chemical substance,use,"Coal is also used as a fuel in various industries.
"
Story of Coal,literary work,Coal,sedimentary rock,main subject,"Story of Coal Where do we get coal from and how is it formed?
"
Wetland,body of water,Forest,biome,subclass of,"About 300 million years ago the earth had dense forests in low lying wetland areas.
"
Flood,natural disaster,Natural disaster,occurrence,subclass of,"Due to natural processes, like flooding, these forests got buried under the soil.
"
Compressed rock,soil type,Soil,granular material,subclass of,"As more soil deposited over them, they were compressed.
"
Deep water,None,Temperature,scalar quantity,facet of,"The temperature also rose as they sank deeper and deeper.
"
Coal,sedimentary rock,Sedimentary rock,rock,subclass of,"Under high pressure and high temperature, dead plants got slowly converted to coal.
"
Coal,sedimentary rock,Carbon,chemical element,made from material,"As coal contains mainly carbon, the slow process of conversion of dead vegetation into coal is called carbonisation.
"
Coal,sedimentary rock,Fossil fuel,combustible matter,subclass of,"Since it was formed from the remains of vegetation, coal is also called a fossil fuel.
"
Coal mining,mining,Coal,sedimentary rock,subclass of,"A coal mine is shown in Fig. 3.2.
"
Coal mining,mining,Coal,sedimentary rock,made from material,"COAL AND PETROLEUM 33 Rationalised-2023-24  SCIENCE 34 Fig. 3.2: A coal mine Coal Gas Coal gas is obtained during the processing of coal to get coke.
"
London,city,New York City,city of the United States,twinned administrative body,"It is used Coal gas was used for street lighting for the first time in London in 1810 and in New York around 1820.
"
Heat,physical quantity,Light,electromagnetic wave,opposite of,"Now a days, it is used as a source of heat rather than light.
"
Bitumen,mixture,Petroleum,product,subclass of,"These days, bitumen, a petroleum product, is used in place of coal-tar for metalling the roads.
"
Carbon dioxide,None,Coal,sedimentary rock,has parts of the class,"Fig. 3.3: Coal tar When heated in air, coal burns and produces mainly carbon dioxide gas.
"
Coal tar,coal,Coal,sedimentary rock,subclass of,"Coal is processed in industry to get some useful products such as coke, coal tar and coal gas.
"
Coke It,None,Black substance,None,instance of,"Coke It is a tough, porous and black substance.
"
Carbon,chemical element,Pure chemical element,chemical element,instance of,"It is an almost pure form of carbon.
"
Steel,iron alloy,Metal,material,subclass of,"Coke is used in the manufacture of steel and in the extraction of many metals.
"
Coal Tar,None,Liquid,fluid,instance of,"Coal Tar It is a black, thick liquid (Fig. 3.3) with an unpleasant smell.
"
Mixture,chemical substance,Chemical substance,group or class of chemical substances,subclass of,"It is a mixture of about 200 substances.
"
Perfume,nan,Perfume,nan,subclass of,"Products obtained from coal tar are used as starting materials for manufacturing various substances used in everyday life and in industry, like synthetic dyes, drugs, explosives, perfumes, plastics, paints, photographic materials, roofing materials, etc.
"
Moth,taxon,Insect,taxon,subclass of,"Interestingly, naphthalene balls used to repel moths and other insects are also obtained from coal tar.
"
Coal,sedimentary rock,Fuel,chemical substance,subclass of,"Rationalised-2023-24  COAL AND PETROLEUM 35 as a fuel in many industries situated near the coal processing plants.
"
Petrol,mixture,Fuel,chemical substance,instance of,"3.2 Petroleum You know that petrol is used as a fuel in light automobiles such as motor cycles/ scooters and cars.
"
Truck,motor vehicle,Motor vehicle,mode of transport,subclass of,"Heavy motor vehicles like trucks and tractors run on diesel.
"
Petrol,mixture,Petroleum,product,subclass of,"Petrol and diesel are obtained from a natural resource called petroleum.
"
Petroleum,product,Formation of petroleum,chemical process,fabrication method,"Do you know how petroleum is formed?
"
Petroleum,product,Organism,anatomical entity,natural product of taxon,"Petroleum was formed from organisms living in the sea.
"
Clay,sculpture material,Sand,natural building material,subclass of,"As these organisms died, their bodies settled at the bottom of the sea and got covered with layers of sand and clay.
"
Oil refinery,refinery,Petroleum industry,industry,part of,"Over millions of years, absence of air, high temperature and high pressure Refining of Petroleum Petroleum is a dark oily liquid.
"
Odor,nan,Odor,physical phenomenon,facet of,"It has an unpleasant odour.
"
Petrol,mixture,Petroleum,product,subclass of,"It is a mixture of various constituents such as petroleum gas, petrol, diesel, lubricating oil, paraffin wax, etc.
"
United States,sovereign state,Pennsylvania,state of the United States,contains administrative territorial entity,"The process of Fig. 3.4 : Petroleum and natural gas deposits The world’s first oil well was drilled in Pennsylvania, USA, in 1859.
"
Makum,human settlement,Assam,state of India,part of,"Eight years later, in 1867, oil was struck at Makum in Assam.
"
India,sovereign state,Assam,state of India,contains administrative territorial entity,"In India, oil is found in Assam, Gujarat, Mumbai High and in the river basins of Godavari and Krishna.
"
Natural gas,mixture,Petroleum,product,subclass of,"transformed the dead organisms into petroleum and natural gas.
"
Fig. 3,polygon,Polygon,flat figure,instance of,"Look at Fig. 3.4.
"
Natural gas,mixture,Petroleum,product,subclass of,"It shows the deposits of petroleum and natural gas.
"
Petroleum,product,Gas,fluid,subclass of,"You see that the layer containing petroleum oil and gas is above that of water.
"
Why is it so,None,Why is it so,None,facet of,"Why is it so?
"
Oil,product,Gas,fluid,different from,"Recall that oil and gas are lighter than water and do not mix with it.
"
Oil refinery,refinery,Petroleum,product,part of,"Wells Gas Oil Water Reservoir rock Impervious rock Rationalised-2023-24  SCIENCE 36 separating the various constituents/ fractions of petroleum is known as refining.
"
Oil refinery,refinery,Petroleum industry,industry,part of,"It is carried out in a petroleum refinery (Fig. 3.5).
"
Petroleum industry,industry,Petroleum,product,facet of,"Various constituents of petroleum and their uses are given in Table 3.1.
"
Natural gas,mixture,Petroleum,product,subclass of,"Many useful substances are obtained from petroleum and natural gas.
"
Petrochemical,chemical substance,Petroleum,product,subclass of,"These are termed as ‘Petrochemicals’.
"
Nylon,group or class of chemical substances,Fiber,material,subclass of,"These are used in the manufacture of detergents, fibres (polyester, nylon, acrylic etc.), polythene and other man-made plastics.
"
Hydrogen gas,natural gas,Natural gas,mixture,subclass of,"Hydrogen gas obtained from natural gas, is used in the production of fertilisers (urea).
"
Black gold,None,Petroleum,product,said to be the same as,"Due to its great commercial importance, petroleum is also called ‘black gold’.
"
Natural gas,mixture,Fossil fuel,combustible matter,subclass of,"3.3 Natural Gas Natural gas is a very important fossil fuel because it is easy to transport through pipes.
"
