entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Creativity,personality trait,Talent,property,instance of,"To flourish the talent, creativeness, imagination and inquisitiveness of the learner's, different types of task have been introduced here.
"
Positive attitude,behavior,Negative attitude,behavior,opposite of,"By the help of this textbook the learners will achieve the skillness and face adverse situation and to overcome the obstacle in positive attitude.
"
Writing,communication,Intellectual labor,activity,subclass of,"I thank sincerely all for their intellectual labor who were involved in the process of revision, writing, editing, art and design of the textbook.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Prof.
"
Photosynthesis,biological process,Scientific process,process,instance of,"Narayan Chandra Saha Chairman National Curriculum and Textbook Board,Bangladesh  CONTENTS Chapter Titel Page Chapter One Scientific Process and 1 Measurement Chapter Two Living World 13 Chapter Three Cellular Organization of 24 Plants and Animals Chapter Four Morphology of Plants 32 Chapter Five Photosynthesis 44 Chapter Six Sensory Organs 49 Chapter Seven Properties of Matter and 58 External Effect Chapter Eight Mixture 70 Chapter Nine Phenomenon of Light 85 Chapter Ten Motion 96 Chapter Eleven Force and Simple Machines 109 Chapter Twelve Origin and Formation of 120 the Earth Chapter Thirteen Food and Nutrition 131 Chapter Fourteen Environmental Balance 143 and Our Life  CHAPTER ONE SCIENTIFIC PROCESS AND MEASUREMENT We are to find out the answers to various questions in our daily life.
"
Weight,physical quantity,Height,physical quantity,calculated from,"We often need to answer questions such as, ''What is your height?"", ""What is your weight?"", ''What is the time now?"" or ""What is the temperature today?"".
"
Weight,physical quantity,Height,physical quantity,calculated from,"In order to answer these questions, measurements of height, weight, time and temperature are vital.
"
Life,phenomenon,Life,phenomenon,part of,"We are dependent on such measurements in our day to day life.
"
Measurement,estimation process,Statistics,academic discipline,part of,"Actually we can quantify things through measurements.
"
Measurement,estimation process,Physical quantity,physical property,facet of,"Measurement is the process of determining the ratio of a physical quantity.
"
Measurement,estimation process,Life,phenomenon,part of,"We are familiar with various forms of measuring things in different situations of our life.
"
Fashion accessory,clothing,Clothing,work,subclass of,"For example, we have to depend on measurements while buying rice or cooking oil from the grocers or putting orders to our tailors for making clothes.
"
Experiment,test,Scientific method,process,part of,"By the end of this chapter we will be able to- • explain the scientific process and experiments.
"
Scientific method,process,Science,academic discipline,part of,"• explain the various steps of scientific process.
"
Unit of measurement,measure,Measurement,estimation process,subclass of,"• explain the necessity of measurements and importance of units.
"
Derivative unit,unit of measurement,Fundamental unit,unit of measurement,different from,"• explain fundamental and derived units.
"
Mass,physical quantity,Time,series,has effect,"• measure length, mass and time.
"
Volume,physical quantity,Solid,matter,calculated from,"• measure the volume of different sizes of solid.
"
Volume,physical quantity,Liquid,fluid,calculated from,"• measure the volume of liquid.
"
Temperature,scalar quantity,Temperature,scalar quantity,calculated from,"• measure the temperature.
"
Science,academic discipline,Science,academic discipline,subclass of,"Science - Class-6, Forma-1  2 Science LESSON 1: WHAT IS SCIENCE?
"
Science,academic discipline,Knowledge,nan,subclass of,"Science is a special kind of knowledge.
"
Knowledge,nan,Infonnation,None,subclass of,"Knowledge is infonnation related to something.
"
Primary science,nan,Science,academic discipline,subclass of,"Now the question that may arise is, what information is related to science?"" You have learnt about living, non living things, water, air and soil in your primary science course.
"
Rain,precipitation,Natural phenomenon,phenomenon,subclass of,"Moreover, you are also familiar with various natural phenomena such as how rain falls, how plants produce their food etc.
"
Nature,phenomenon,Natural phenomenon,phenomenon,instance of,"Therefore, science is the special knowledge related to nature and natural phenomena.
"
Nature,phenomenon,Science,academic discipline,different from,"But any information related to nature is not science.
"
Inventive science,science,Science,academic discipline,subclass of,"If someone gives an imaginative explanation of a natural happening, that may not be considered as science.
"
Observation,process,Scientific method,process,part of,"Hence, scientific explanations must be supported by information gathered through the process of systematic experiment or observation.
"
Rain,precipitation,Precipitation,nan,subclass of,"You might have heard interesting tales on the origins of rainfall.
"
Earthquake,natural phenomenon,Natural phenomenon,phenomenon,instance of,"But do these tales explain the causes and origins of rainfall from scientific point of view?
"
Experimentation,process,Science,academic discipline,part of,"No, these types of explanations are not based on science because they are not grounded on and supported by any experimental findings.
"
Learning,biological process,Knowledge,nan,has effect,"How do we acquire this knowledge?
"
Experiment,test,Knowledge,nan,subclass of,"We acquire the knowledge of science through experiments, analysis, observations and logical thinking.
"
Scientific method,process,Science,academic discipline,part of,"These are the processes of science.
"
Science,academic discipline,Knowledge,nan,subclass of,"As the knowledge is science, similarly the process of acquiring knowledge is also science.
"
Knowledge,nan,Scientific method,process,has cause,"As scientific process is required to acquire the knowledge of science, a scientific mind or viewpoint is also needed.
"
Opinion recognition,recognition,Logical thinking,mental process,facet of,"This includes logical thinking, recognising others' opinion and admitting self errors.
"
Science,academic discipline,Science,academic discipline,instance of,"This is also known as being ""science- oriented"".
"
Science,academic discipline,Knowledge,nan,subclass of,"Science is the knowledge related to nature and natural phenomena, which is obtained through observations and experiments or supported by experimental data and a science- oriented view.
"
Science,academic discipline,Knowledge,nan,subclass of,"The knowledge of science is as important as the process and system of acquiring knowledge whereas a science oriented mind is even more important.
"
Nature,phenomenon,Natural phenomenon,phenomenon,instance of,"STEPS OF SCIENTIFIC PROCESS You have so far learnt that the knowledge of science is the knowledge related to nature and natural phenomena.
"
Science,academic discipline,Scientist,profession,practiced by,"Now the question is- ""Is there only one particular process or more than one processes to acquire the knowledge of science?"" Different scientists enquired the knowledge of science in different methods and systems.
"
Netherlands,country,Amsterdam,city,capital,"But there were similarities among them in many areas.
"
Scientific method,process,Science,academic discipline,part of,"On the basis of those similarities, the course of scientific process may be illustrated as follows:  Science Selecting Collecting Probable Planning of Observation Question/ .....
"
Information,abstract object,Information,abstract object,has effect,"information .....
"
Hypo-observation,method,Method,tool,subclass of,"Result ~ experiment & f,-+ and Data Problem (Hypo- observation collection thesis) methods and preparing tools for data collection (e.g.
"
Experiment,test,Science,academic discipline,part of,"check- list) j Dissemination Acceptance or Analysis of of findings - rejection of - collected Data results Flow Chart : Steps of scientific process LESSONS 2-3: EXPERIMENT 3 Experiment is an important method of finding new knowledge in science.
"
Information,abstract object,Decision,philosophical concept,has effect,"In this method, a scientist, at first, takes a probable decision (hypothesis) in the light of known or existing information in order to answer a certain question.
"
Design of experiments,method,Scientific method,process,part of,"Then, he verifies the validity of the hypothetical decision through experiments.
"
Supporting hypothesis,hypothesis,Hypothesis,proposition,subclass of,"If the hypothesis is not supported by the data, he may decide to take a new probable decision.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"After that he again verifies the new decision through further exprements.
"
Steps of experimental method,None,Experimental method,method,facet of,"The various steps of experimental method are described below.
"
Experiment,experiment,Experiment,test,subclass of,"Experiment: The experiment on whether water is necessary for a plant to survive.
"
Soil,granular material,Water,None,has parts of the class,"Things required for the experiment: Two small pots, two flower plants, water, dry soil.
"
1.1.1,literary work,Doctor Who,television series,part of the series,"1.
"
Problem selection,problem solving,Problem solving,human activity,subclass of,"Problem selection: In the first step of the experimental method you have to select the problem.
"
Book,document,Known information,information,subclass of,"Known/existing information: You try to gather relevant information from books or by asking questions to your teachers and parents on why plants die.
"
Water,None,Plant,taxon,facet of,"You have come to know that plants may die in absence of water.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Hypothesis,proposition,Probable decision,decision,part of,"Taking probable decision(potential outcome): From the known information that you have explored so far, you take a probable decision (Hypothesis).
"
Die,biological process,Plant,taxon,facet of,"Here the hypothesis is- without water plants die.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Planning the experiment,None,Experiment,test,part of,"Planning the experiment: Now you draft a plan for conducting the experiment.
"
Potted plant,plant,Plant,taxon,subclass of,"Remember that, in order to conduct your experiment you will need two separate pots for the two plants.
"
One condition,None,Two conditions,None,different from,"You may differentiate the two pots in terms of only one condition while rest of the conditions will be the same for ~ both the pots.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"Otherwise you will not be able to attest what you are looking for.
"
4 Science,literary work,5 Science,literary work,followed by,"'""""I  4 Science 5.
"
Experiment,experiment,Pottery,handicraft,uses,"Experiment: Take two similar small pots.
"
Clay pot,cookware and bakeware,Pottery,handicraft,subclass of,"It is better to take clay pots or small plastic tubs.
"
Potted plant,architectural structure,Soil,granular material,made from material,"Make small holes beneath the pots and fill them in with dry soil.
"
Flower,plant organ,Plant,taxon,part of,"Now plant two similar flower plants, one in each pot.
"
Dry pot,cookware and bakeware,Cookware and bakeware,container,subclass of,"Pour water to one pot and leave the other pot dry.
"
Sunlight,light,Sunlight,light,opposite of,"Keep both the plants away from sunlight.
"
Observe the next day,None,Next day,None,followed by,"Observe the plants on the next day.
"
China,sovereign state,Beijing,city,contains administrative territorial entity,"One of the plants is about to die, isn't it?
"
New Zealand,sovereign state,Tasmania,state of Australia,contains administrative territorial entity,"The other plant looks lively and fresh.
"
5.6,"version, edition, or translation",5.7,"version, edition, or translation",followed by,"6.
"
Data,information,Data mining,analysis,use,"Data analysis and taking decision: Both the pots were filled in by the same kind of soil.
"
Bertelsmann Medal,science award,Royal Society,publisher,conferred by,"Both the plants were kept in the same place.
"
Water,None,Water supply,architectural structure,part of,"The only difference between the two was supply of water.
"
Watering,engineering process,Watering,engineering process,different from,"One of the plants was watered whereas the other one was not.
"
John F. Kennedy,human,President of the United States,position,position held,"What decision may we come to from this?
"
John Milton,human,To Kill a Mockingbird,literary work,notable work,"We come to the decision that one of the plant is about to die due to want of water.
"
5.7,album,6.1,album,followed by,"7.
"
Bulletin board system,software,School,architectural structure,part of,"Publication of result: You can publish your result of the experiment in the bulletin board of your school.
"
Scientific method,process,Scientific method,process,part of,"These are also the steps of scientific process.
"
NECESSITY of measurement,None,Measurement,estimation process,facet of,"LESSONS 4-5: NECESSITY OF MEASUREMENT We usually depend on our assumptions while measuring things in various common situations in life.
"
Reading table,table,School,architectural structure,part of,"For example, the length of your reading table or the time you start for school, etc.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"In such cases you are most likely to answers the questions on the basis of your assumption.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"Again, there are some other situations in our life, when you can not just depend on your assumptions when measuring something.
"
Association football,type of sport,Sport,physical activity,subclass of,"For example, in order to determine in which group you will compete in the annual sports competition of your school or which television news headline you will follow, you must require specific information.
"
News,communication,Information,abstract object,subclass of,"For example, you need information on your height and need to know the time-tables of different TV channels for news updates.
"
Time,series,Information,abstract object,subclass of,"In cases like these, you may not get the correct information if you depend on your assumption for measuring your height or the time.
"
Measurement,estimation process,Life,phenomenon,part of,"We feel the necessity of valid measurement in every sphere of our life.
"
Measurement,estimation process,Measurement,estimation process,facet of,"In each of these cases, it is essential to measure accurately.
"
Classroom,room,Room,architectural structure,subclass of,"Without proper measurement it is difficult to decide how many pairs of table-bench will be accommodated in a class-room, how many rooms can be built within the certain area of a house or which room will be of what size.
"
Spice,condiment,Cooking,food preparation,use,"Moreover, while cooking, it is essential to add exact amount of spices to the curry.
"
Life-saving medicine,medication,Medicine,academic discipline,subclass of,"Life saving medicine is also manufactured by following specific measurements and patients have to take medicines in exact amounts as prescribed by the physician.
"
Measurement,estimation process,Life,phenomenon,part of,"In fact, proper measurement is necessary in every sphere of our life.
"
Measurement,estimation process,Life,phenomenon,part of,"Task: Make a list of ten events of your daily life where accurate measurement is essential.
"
Foot,unit of length,Length,physical quantity,measured physical quantity,"Science 5 UNITS OF MEASUREMENT Task: Each of you will measure the length of a piece of rope (about 20 ft) using your hand as the scale.
"
Rope,textile,Length,physical quantity,has quality,"How long is the rope as each of you have measured it?
"
Hand,cardinal body part,Measurement,estimation process,use,"As the size of each of your hand is different, you will have different results every time a member of your group measures the rope.
"
Hand,cardinal body part,Rope,textile,part of,"As a result, one student might say that the rope is 16 hands long while another student finding it 1 7 hands long.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"What decision can we reach from the above exercise?
"
Measurement,estimation process,Measurement,estimation process,different from,"How this difference in measurement can be eliminated?
"
Standard amount,amount,Measurement,estimation process,facet of,"Basically a standard amount is considered in measurement in order to eliminate this type of difference.
"
Measurement,estimation process,Measurement,estimation process,facet of,"A suitable quantity ( or a minimal fraction) of measuring something is considered as a standard.
"
Unit of measurement,measurement scale,Scientific method,process,part of,"This known small fractional quantity of the standard is the unit of measurement.
"
Standard deviation,dimensionless quantity,Measurement,estimation process,facet of,"Generally while measuring something, a certain fraction of the measurable article is considered as standard.
"
Compleat length,physical quantity,Length,physical quantity,subclass of,"In case of measuring the length a convenient length, in case of measuring the mass a convenient mass and in case of measuring the time a convenient time is considered to be a standard.
"
Length,physical quantity,Mass,physical quantity,calculated from,"The length, mass, time and temperature of various things are measured in terms of the respective standard quantity.
"
Unit of measurement,measurement,Measurement,estimation process,subclass of,"In each case of measurement, the result is expressed by a unit.
"
Length,physical quantity,Room,architectural structure,calculated from,"For example, let us think that you are measuring the length of a room.
"
Boris Godunov,human,Roman emperor,position,position held,"You have found that the room is 10 meters in length.
"
10,natural number,Room length,physical quantity,instance of,"But if you say the room-length is only 10, it will not mean anything.
"
Unit of measurement,unit of measurement,Measurement,estimation process,measured physical quantity,"Hence, in order to express measurement of any quantity there must be one magnitude (number) and one unit.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"Task: At least 10 of you measure the length of your classroom each by your own foot and write the results in a table.
"
LESSON 6,teaching method,Quantity,measure,studies,"LESSON 6: FUNDAMENTALAND DERIVED UNITS The article we measure is usually known as 'quantity'.
"
Length,physical quantity,Physical quantity,physical property,instance of,"For example: at the time of measuring the length of the table, the length is a quantity.
"
Height,physical quantity,Physical quantity,physical property,instance of,"Again while measuring someone's height, height is considered a quantity.
"
Unit of measurement,measurement scale,System of units,system,instance of,"There are several systems of units for measuring this quantity.
"
Unit of measurement,measure,Unit of measurement,measurement scale,measurement scale,"Out of these units, a certain unit can be used to measure a particular quantity directly.
"
Unit of length,unit of measurement,Length,physical quantity,measured physical quantity,"For example: the length of a body can be measured directly by the unit of length.
"
Length,physical quantity,Unit of measurement,measure,instance of,"Here the unit of length is self independent.
"
Fundamental unit,unit of measurement,Unit of measurement,measure,instance of,"This unit is known as fundamental unit.
"
Mass,physical quantity,Fundamental unit,physical quantity,instance of,"Similarly the unit of mass, time, temperature, electric current, luminous intensity and amount of substance are fundamental units.
"
Unit of measurement,measure,Measurement,estimation process,subclass of,"On the other hand some of the quantities can not be measured and expressed by a single unit.
"
Area,physical quantity,Unit of measurement,measurement scale,calculated from,"In order to measure the area of a classroom we are to depend on multiplication of two units.
"
Volume,physical quantity,Multiplication,operation,calculated from,"In case of measuring volume, the multiplication of three units is necessary.
"
Unit of measurement,unit of measurement,Unit of measurement,measure,part of,"In these cases combination of two or ~ more units are required.
"
Complex unit,SI derived unit,SI derived unit,SI unit,subclass of,"These combined units are known as complex or derived '""""I units.
"
Area,physical quantity,Length,physical quantity,calculated from,"For example, the unit of area is made up of the unit of length and breadth.
"
Volume,physical quantity,Length,physical quantity,calculated from,"6 Science Similarly the unit of volume is the multiplication of the unit of length, breadth and height.
"
System of units,system,Measurement,estimation process,subclass of,"INTERNATIONAL SYSTEM OF UNIT There exist various systems of unit for measurement.
"
Length,physical quantity,Height,physical quantity,different from,"For example, the question, ""What is your height?"" can be answered in a number ofways.Usually,may answer this question by saying the length such as, ""5 ft 4 inch"".
"
Passport,identity document,Identity document,identity document,subclass of,"Again, while filling in the form for the passport or national identity card, we have to mention our height and we write our height as ""1 meter 67 centimeters"".
"
What does it mean,None,What does it mean,None,said to be the same as,"What does it mean?
"
System of units,system,Measurement,estimation process,subclass of,"There are various systems of unit for measurement.
"
Kilogram,unit of mass,Gram–Second system,system of units,part of,"These are conventionally named as Meter, Kilogram, Second, Foot, Pound, Second and Centimeter, Gram, Second system and these different systems of unit are followed in different countries of the world.
"
Unit of measurement,measure,Unit of measurement,measurement scale,measurement scale,"That means, different countries would use different units to measure the same quantity.
"
Unit of measurement,measurement scale,System of units,system,part of,"Considering the problems caused by these differences in unit for measurement, one common system of unit was introduced for all the countries of the world in 1960.
"
Serine,protein,Protein,group or class of chemical substances,subclass of,"This is known as S.
"
International System of Units,nan,International System of Units,nan,instance of,"I, or, International System of Unit.
"
Physical quantity,physical property,Quantity,property,subclass of,"In this system one particular unit is fixed for a quantity of all physical quantities.
"
Metre,unit of length,Length,physical quantity,measured physical quantity,"For example, as per the S.I: the unit of length is meter, the unit of mass is kilogram, the unit of time is second, the unit of temperature is Kelvin, the unit of electric current is ampere, the unit of luminous intensity is candela and the unit of amount of substance is mole.
"
Fundamental unit,unit of measurement,Unit of measurement,measure,instance of,"These are known as fundamental units.
"
Unit of length,unit of measurement,International System of Units,nan,part of,"Unit of length At present international system of unit is used for measurement of length.
"
Metre,unit of length,Unit of length,unit of measurement,instance of,"In this system the unit of length is meter.
"
Metre,unit of length,Length,physical quantity,measured physical quantity,"In 1875 the scientists of different countries sat together and fixed the length of one meter.
"
Platinum,chemical element,Metal,material,subclass of,"They marked both the end of a rod made by mixed metal of platinum iridium.
"
Metre,unit of length,Distance,physical quantity,measured physical quantity,"They fixed the distance between those two points at zero degree Celsius as one meter.
"
Metre,unit of length,Length,physical quantity,measured physical quantity,"The multiples and sub-multiples of length unit When we measure the length of a cloth, a table or a room then we use meter as a unit.
"
Centimeter,unit of length,Length,physical quantity,measured physical quantity,"But to measure the length of a pencil we use centimeter (cm).
"
Millimeter,unit of length,Thickness,physical quantity,measured physical quantity,"Again, when we measure the thickness of a coin, we use a smaller unit than the previous ones and that unit is called millimeter (mm).
"
Kilogram,unit of length,Longitude,physical quantity,part of,"On the other hand, while measuring a long distance (For example: the distance between Dhaka to Sylhet), we use the unit kilometer (km).
"
Kilometer,unit of length,Metre,unit of length,followed by,"The uses of kilometer, meter, centimeters and millimeters are frequently found in our everyday situation.
"
Kilogram,unit of mass,International System of Units,nan,part of,"The relationship among these units are shown below: 1 kilometer (km) = 1,000 meter (m) 1 meter (m) = 100 centimeter ( cm) 1 centimeter (cm)= 10 millimeter (mm)  Science 7 LESSON 7: UNIT OF MASS AB per the international system of unit, the unit of mass is kilogram.
"
Kilogram,unit of mass,Short form,form,part of,"In short form it is written as kg.
"
Kilogram,unit of mass,Mass,physical quantity,measured physical quantity,"The fixed mass kept in the office of International Association of weight and measme:m.ent situated at Savro in French is considered to be the standard of kilogram.
"
Gram,SI derived unit,Mass,physical quantity,measured physical quantity,"The used unit of smaller mass is gram.
"
Quintal,UCUM derived unit,Metric ton,unit of mass,instance of,"On the other hand in case of measuring big bodies, quintal and metric ton are used as units.
"
Unit of time,unit of measurement,System of units,system,part of,"1 metric ton = 10 quintal 1 kilogram= 1000 gram 1 quintal = 100 kilogram 1 gram = 1000 milligram UnitofTime The unit of time is second in all the systems of units.
"
Second,time interval,Multiple unit,unit of measurement,instance of,"But the multiple unit of second (For example: minute, hour, day, month, year etc.)rather than second itself is used more in our real life.
"
Day,UCUM derived unit,Time,series,measured physical quantity,"The time taken by the earth to rotate once round its own axis is equivalent to one day.
"
Hour,UCUM derived unit,Day,UCUM derived unit,part of,"The one twenty-fourth part of a day is one hom and the one sixtieth part of an hour is one minute.
"
Second,time interval,Minute,UCUM derived unit,part of,"The one sixtieth part of a minute is our fundamental unit of time that is one second.
"
Hour,UCUM derived unit,Day,UCUM derived unit,part of,"Hence, 1 day = 24 hour 1 hour = 60 minutes 1 minute = 60 seconds LESSONS 8-9: MEASUREMENT OF LENGT~ MASS AND TIME Measmement of length Task: First draw a straight line on white paper.
"
Railway line,track,Railway scale,system of units,use,"Now place a scale on the line.
"
Eye alignment,eye alignment,Eye alignment,eye alignment,subclass of,"Make sure to fix your eye at the correct position.
"
Paisa,currency,Coin,archaeological artifact,instance of,"Correct method Wrong method Task: Make a pile of some 50 paisa coins as shown in the picture and measure the height of the pile.
"
Gram,SI derived unit,Mass,physical quantity,measured physical quantity,"Total coins = Total height = Thickness of a coin= Fig.I.I Measurement of length Fig. 1.2: Determination of the thickness of a coin  8 Science Measurement of mass: Task: Put a weight of 100 gram on the left pan of the balance.
"
Left pan,ballet,Right pan,ballet,opposite of,"Now give marbles one after another on the right pan of the balance until the left and right pan of the balance becomes equilibrium.
"
100 gram,gram,Gram,SI derived unit,instance of,"100 gram = ..........................
"
Marble,metamorphic rock,Mass,physical quantity,has quality,"numbers of marble Hence, the mass of 1 marble= .......
"
Ground O,None,School,architectural structure,part of,", gram Task: Set a stick vertically in your school ground O in the sun-light as shown in the figure.
"
Shadow,optical phenomenon,Optical phenomenon,physical phenomenon,instance of,"You will 4/II\~ observe that a shadow of the vertical stick is / ' I \ formed.
"
Clock face,clock,Clock,machine,subclass of,"Now put a mark at the end point of the I shadow and record the time using a clock.
"
Time,series,Time,series,part of,"Go and observe the shadow after each period, put a mark at the end point every time you observe and write the time.
"
Hour,point in time with respect to recurrent timeframe,Sun clock,clock,part of,"In this way make a sun clock by marking the shadows of the stick every one hour and keeping a record of the times when the shadow was marked.
"
Sun clock,clock,Clock,machine,subclass of,"With this sun clock, you will be able to tell the time by looking at the position of the shadow.
"
LESSON 10,literary work,Mathematics,academic discipline,main subject,"LESSON 10: AREAAND ITS MEASUREMENT Fig. 1.3 : Sun-clock Put your class six mathematics book on your study table.
"
How to solve this problem,mathematical problem,Confusion,state,instance of,"Are you confused thinking how to solve this problem?
"
Length,physical quantity, breadth,physical quantity,calculated from,"In order to measure the area you are to multiply the length with the breadth.
"
Geometry,area of mathematics,Mathematics,academic discipline,part of,"Hence, .-1-ar_e_a_=_len_gth_x_b-re_a_d_th___,I LESSON 11: VOLUME AND ITS MEASUREMENT It is generally comprehensible that your geometry-box occupies lesser space than your science book Again two bricks occupy more space than that of one.
"
Volume,physical quantity,Space,physical quantity,subclass of,"The space occupied by a body is known as its volume.
"
Brick,artificial stone,Brick,artificial stone,has parts of the class,"So we can say that the volume of the geometry-box is less than that of the science book or the volume of one brick is less than the volume of two bricks.
"
Area,physical quantity,Volume,physical quantity,calculated from,"To c get volume we are to multiply the area with the height.
"
Cubic metre,SI derived unit,Volume,physical quantity,measured physical quantity,"~  Science 9 volume = area x height = length x breadth x height In international system of unit the unit, of volume is cubic-meter.
"
Cubic metre,SI derived unit,Length,physical quantity,measured physical quantity,"The space occupied by a cubical body of 1 metre length, 1 meter breadth and 1 meter height is equal to l cubic-meter (m3).
"
Metre,unit of length,Metre system,system of units,part of,"1 cubic-meter= l meter x 1 meter x 1 meter.
"
Cubic metre,unit of length,Volume,physical quantity,measured physical quantity,"In C.G.S system the unit of volume is cubic-centimeter.
"
Cubic metre,SI derived unit,Cubic metre,unit of length,measured physical quantity,"In short it is cc ( cubic-centimeter).
"
Liter,UCUM derived unit,Volume,physical quantity,measured physical quantity,"The volume of a liquid is measured in liter.
"
Litre,UCUM derived unit,Carbon dioxide,None,measured physical quantity,"I 000 cc = l liter .
"
Milliliter,UCUM derived unit,Calculator cc,UCUM derived unit,measured physical quantity,"One cc is also called as one milliliter.
"
Litre,UCUM derived unit,Millilitre,UCUM derived unit,measured physical quantity,"Hence, I liter = 1000 cc= 1000 milliliter.
"
Broadness,physical quantity,Height,physical quantity,calculated from,"Measuring the volume of solids of different size It is easy to determine the volume of regular shaped body like brick or classroom by measuring their len~ breadth and height and multiplying them.
"
Volume,physical quantity,Shape,mathematical concept,calculated from,"But how the volume of a body of irregular shape can be determined?
"
Volume,physical quantity,Human body,nan,calculated from,"Task: First we will measure the volume of a regular shaped body so that we become confident about using this method through verification.
"
Brick,artificial stone,Brick,artificial stone,made from material,"Tie a rectangular piece of brick with a thread.
"
Water level measurement,measuring instrument,Measuring instrument,tool,subclass of,"Now take water in a measuring flask and mark the water level.
"
New Zealand,sovereign state,Tasmania,state of Australia,contains administrative territorial entity,"Keep record of the water level.
"
Brick thread,machine element,Brick,artificial stone,part of,"Now immerse the piece of brick in the measuring flask by the help of the thread and take the reading of water level again.
"
Brick,artificial stone,Volume,physical quantity,has quality,"The volume of the rectangular piece of brick can be found from the difference between the two readings.
"
Volume,physical quantity,Length,physical quantity,calculated from,"Now to find out the volume of the rectangular brick, measure the length, breadth and height of the brick by a scale and compare the two result.Now immerse two irregular shaped solid bodies-one at a time only, in the measuring flask to measure their volume.
"
Volume,physical quantity,Volume,physical quantity,different from,"Determine their volume by calculating the differences of the readings separately.
"
Fig 1.4,figure,Measuring flask,laboratory equipment,depicts,"Fig 1.4: Measuring flask Precaution: The reading of the measuring flask should be recorded carefully.
"
Eye,anatomical structure,Reading,communication,use,"Secondly, eye should be placed parallel to the water surface at the time of taking reading.
"
Forma-2,educational year,Primary education,nan,part of,"Science - Class-6, Forma-2  10 Science LESSON 12: DETERMINATION OF THE VOLUME OF LIQUID Usually we use a line-marked measuring flask to determine the volume of a liquid.
"
Drinking water,liquid,Liquid,fluid,subclass of,"Use the measuring flask below to measure the volume of liquids is the other cylin- ders and write the results in your notebook .
"
